BOR;AN;FI;FI_EJ;PSY_A22;PSY_A23;PSY_A24;PSY_A25;PSY_A26;PSY_A27;PSY_A28;PSY_B23;PSY_B24;PSY_B25;PSY_B26;PSY_B27;PSY_B28;PSY_C22;PSY_C23;PSY_C24;PSY_C25;PSY_C26;PSY_C27;PSY_C28;PSY_D22;PSY_D23;PSY_D24;PSY_D25;PSY_D26;PSY_D27;PSY_D28;PSY_E22;PSY_E23;PSY_E24;PSY_E25;PSY_E26;PSY_E27;PSY_E28;PSY_A38;PSY_B38;PSY_A39;PSY_B39;PSY_A40;PSY_B40;PSY_A41;PSY_B41;PSY_A42;PSY_B42;PSY_A43
PSY2;2019;590000105;590780193;10290;63;1;4;3;45;12;9;1;4;3;55;12;31907;523;11;134;36;1786;228;8677;0;0;0;0;0;0;41372;294;0;0;0;3;0;1;4;1;46.04;1;12.5;0;;1;52.4;1
PSY2;2019;590000428;590781605;559;10;;;;140;17;14;1;;;143;16;17930;2021;;;;10397;1176;7243;;;;;278;;34039;;;;;59;;1;;0;;1;;0;;0;;0
PSY2;2019;590000469;590781662;155;5;;;;18;6;5;;;;21;8;4120;613;;;;310;267;;;;;;;;4951;41;;;;8;44;1;;0;;0;;0;;0;;0
PSY2;2019;590000535;590781803;668;13;3;;5;115;8;18;4;;5;130;8;16111;1143;1041;;21;2773;56;5618;115;;;;1;;43236;;;;;;;1;8;0;;0;;0;;0;;0
PSY2;2019;590000592;590782165;308;7;2;;;76;7;7;2;;;82;7;8210;714;;;;3445;65;4999;;282;;;126;;13781;68;85;;;258;19;1;0.2;0;;1;3.05;0;;0;;0
PSY2;2019;590000600;590782207;2689;1;1;;;42;5;1;1;;;54;5;16016;9;10;;;1429;70;4602;;;;;;;19653;0;0;0;0;0;0;0;;0;;0;;;;;;
PSY2;2019;590000782;590782660;23141;86;9;6;18;401;204;113;9;8;19;509;269;50345;3419;868;52;100;8333;4759;24990;478;58;;;112;316;246098;1611;202;30;58;7457;2588;1;0.41;1;5.12;1;32.94;0;;0;;0
PSY2;2019;590000790;590782678;15319;31;3;0;7;258;104;32;3;0;6;266;116;53706;3318;356;0;24;4583;1733;12664;105;91;0;0;246;141;141072;662;142;0;36;2068;264;;0.87;0;;1;13.2;0;;0;;0
PSY2;2019;590001004;590783239;7010;24;;;955;168;10;;;;;;;14508;537;;;76;3676;168;5997;16;;;;72;;68982;109;;;6100;165;1;1;1;;;;;0;;0;;0
PSY2;2019;590001418;590034740;23652;172;2;6;20;453;251;352;5;7;19;573;303;65062;6629;168;140;141;14727;7508;17711;640;6;0;0;697;468;237257;2056;19;25;19;3242;1101;0;;0;;1;40.72;0;;0;;0
PSY2;2019;590002317;590799912;24;;;;;;;;;;;;;;;;;;;;2956;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0
PSY2;2019;590005245;;684;;;;;;;;;;;;;34599;;;;;;;3572;;;;;;;;;;;;;;0;;1;13.66;0;;0;;0;;0
PSY2;2019;590009148;810002519;94;;;;;;;;;;;;;14337;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;
PSY2;2019;590016408;590016358;444;;;;;;;;;;;;;15760;;;;;;;2600;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0
PSY2;2019;590044665;750720575;62;;;;;;;;;;;;;6891;;;;;;;4547;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0
PSY2;2019;590049060;920030269;84;;;;;;;;;;;;;14985;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0
PSY2;2019;590053955;;1037;;;;;;;;;;;;;44472;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0
PSY2;2019;590056479;590062238;369;;;;;;;;;;;;;8127;;;;;;;447;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0
PSY2;2019;590785341;750005068;555;;;;;;;;;;;;;;;;;;;;8322;;;;;;;3256;;;;;;;;;;;;;0;;0;;0
PSY2;2019;590787529;590782215;10306;18;3;1;6;265;42;18;3;1;6;326;51;25157;1062;526;356;25;8211;1302;16332;;150;;;;;119663;446;44;1;19;357;12;1;0.5;0;;0;;0;;0;;0
PSY2;2019;590797353;590051801;163;;;;;;;;;;;;;4545;;;;;;;957;;;;;;;15212;;;;;;;1;10.25;0;;1;10.25;0;;0;;0
PSY2;2019;590816427;590781829;557;;;;;;;;;;;;;30277;;;;;;;3455;;;;;;;;;;;;;;0;;1;17;1;15;0;;0;;
PSY2;2019;600000012;600100028;19819;173;3;3;42;726;326;180;3;3;63;819;356;137755;10931;514;28;341;38615;14677;29213;733;;;;2000;493;281962;525;67;4;136;1197;467;1;5.3;1;72.78;1;56.52;0;;0;;0
PSY2;2019;600009054;600000798;303;0;0;0;0;0;0;0;0;0;0;0;0;17801;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;;0
PSY2;2019;600107049;;1814;;;;;;;;;;;;;1593;;;;;;;7009;;;;;;;10357;;;;;;;0;;0;;1;5.3;0;;0;;0
PSY2;2019;610000028;610780025;782;24;2;2;13;107;138;24;2;2;14;121;143;33611;3846;246;56;95;4892;5448;9483;109;194;0;0;0;327;10322;33;0;0;27;313;0;1;1;1;3;1;32.49;0;;0;;0
PSY2;2019;610788325;610780165;4166;32;;;;47;10;;;;;;;10232;536;;;;1202;262;1729;30;;;;0;0;28722;400;;;;115;3;0;;0;;1;;0;;0;;0
PSY2;2019;620000034;620100057;1114;12;4;0;20;152;18;12;4;0;28;152;18;26921;705;0;0;292;4919;849;;;0;0;0;;;;;48;0;0;;;1;1;1;0.2;1;;0;;0;;0
PSY2;2019;620000059;620100073;556;;;;;;;;;;;;;7051;;;;;;;;;;;;;;6388;;;;;;;0;;0;;0;;0;;0;;0
PSY2;2019;620000240;620100677;5864;15;0;0;1;140;93;8;0;0;1;86;55;16565;990;;;1;5620;1948;630;12;;;;16;6;50904;90;;;;223;291;0;0;0;0;1;0;0;;0;;0
PSY2;2019;620000281;620101287;2238;16;8;2;22;377;171;16;8;2;27;435;190;63911;1081;1476;29;312;7300;3618;21070;364;32;;;302;108;;;;;;;;1;;0;;0;;0;;0;;0
PSY2;2019;620000323;620101337;577;16;1;1;;120;17;16;1;1;;120;17;11701;1270;365;40;;3856;576;5172;60;;;;129;;49269;1239;76;6;;1639;;1;4.17;0;;1;15.05;0;;0;;0
PSY2;2019;620000638;;91;;;;;;;;;;;;;11700;;;;;;;;;;;;;;13;;;;;;;0;;0;;0;;0;;0;;0
PSY2;2019;620000653;620103440;3465;18;;;;108;;18;;;;108;;19491;1267;;;;4518;;2142;1;;;;35;;37243;486;;;;787;;1;1.25;0;;0;;0;;0;;0
PSY2;2019;620001834;;360;49;;;;61;71;11;;;;47;26;14160;877;;;;2529;1106;3500;0;;;;133;7;10052;25;;5;;137;85;0;;0;;0;;0;;0;;0
PSY2;2019;620002154;620112607;37;;;;;;;;;;;;;9685;;;;;;;;;;;;;;;;;;;;;1;8.2;0;;1;23.85;0;;0;;0
PSY2;2019;620003202;620103432;467;2;;;;5;;2;;;;5;;14256;381;;;;126;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0
PSY2;2019;620003475;620100685;4811;14;3;;6;109;56;45;0;0;4;0;116;21628;1552;570;;94;2031;1447;12816;9;103;;;199;;42474;2;59;;;15;12;0;;0;;0;;0;0;0;0;
PSY2;2019;620018143;620100057;527;;;;;;;;;;;;;2369;;;;;;;1180;;;;;;;4168;;;;;;;1;;0;0.2;1;;0;;0;;0
PSY2;2019;620024349;620024299;1079;;;;;;;;;;;;;28824;;;;;;;8857;;;;;;;;;;;;;;0;;0;;1;10.92;0;;0;;0
PSY2;2019;620025387;620025361;901;;;;;;;;;;;;;22918;;;;;;;8537;;;;;;;;;;;;;;0;;0;;1;;0;;0;;0
PSY2;2019;620030726;620030718;115;;;;;;;;;;;;;20203;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0
PSY2;2019;620100347;590039863;693;;;;;;;;;;;;;24177;;;;;;;3306;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0
PSY2;2019;620105973;590039863;30;;;;;;;;;;;;;9812;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0
PSY2;2019;630000412;630780997;360;0;;;;4;0;;;;;4;;;;;;;;;2394;0;;;;2;0;2537;0;;;;57;0;0;;0;;0;;0;;0;;0
PSY2;2019;630000446;630781029;233;7;;;;52;6;7;;;;52;6;7066;296;;;;1410;110;3651;;;;;;;22157;;;;;;;1;;0;;0;;0;;0;;0
PSY2;2019;630780195;630786754;8289;143;6;4;74;369;123;99;6;4;56;339;114;67098;6305;409;91;773;16480;4948;31275;145;105;2;0;66;1;93813;755;120;18;1491;736;230;0;;1;;1;;0;;0;;0
PSY2;2019;630780401;630000172;719;;;;;;;;;;;;;39016;;;;;;;9092;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0
PSY2;2019;630781417;630000578;815;;;;;;;;;;;;;24332;;;;;;;4534;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0
PSY2;2019;630781771;630780989;8119;;;2;;334;34;;;2;;378;34;49664;;;15;;4937;503;10572;;;;;0;0;43065;;;;;4;0;1;;1;;1;;0;;0;;0
PSY2;2019;630781821;920030269;1148;;;;;;;;;;;;;58149;;;;;;;7078;;;;;;;;;;;;;;0;;1;14.17;0;;0;;0;;0
PSY2;2019;640000162;640780417;6738;58;;4;;346;52;44;;4;;222;45;24572;2115;;78;;11306;1382;6075;59;;;;312;74;74122;1127;;24;;5830;883;0;;0;;1;;0;;0;;0
PSY2;2019;640000436;640780862;13972;80;8;7;44;504;95;84;8;7;67;545;99;56053;4099;1060;79;822;31642;3962;38144;204;266;0;0;4234;590;181461;1356;228;22;0;10245;1444;1;23.65;1;65.33;1;55.49;0;;0;;0
PSY2;2019;640018255;640007019;2078;;;;;;;;;;;;;35702;;;;;;;14620;;;;;;;;;;;;;;0;;0;;1;1.5;0;;0;;0
PSY2;2019;640780334;640017893;908;;;;;;;;;;;;;23000;;;;;;;3775;;;;;;;;;;;;;;0;;1;;;;0;;0;;0
PSY2;2019;640780409;640000154;1106;;;;;;;;;;;;;17746;;;;;;;4910;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0
PSY2;2019;640781365;920030269;1237;;;;;;;;;;;;;30164;;;;;;;4388;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0
PSY2;2019;650000060;650780174;11674;66;3;5;8;381;344;59;3;2;11;316;319;52851;4504;0;70;74;10436;8762;19628;52;0;0;0;848;483;131177;1080;8;41;19;3462;2636;1;0.1;1;17.59;1;24.58;0;;0;;0
PSY2;2019;650780729;650000276;468;;;;;;;;;;;;;17135;;;;;;;1535;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0
PSY2;2019;650780737;650000284;276;;;;;;;;;;;;;14864;;;;;;;0;;;;;;;0;;;;;;;0;;0;;0;;0;;0;;0
PSY2;2019;660000092;660780198;17401;131;5;;28;439;360;134;5;;38;471;335;45548;6291;643;;467;14082;10040;19731;399;91;;;1342;475;174950;1158;76;;16;3404;1715;1;4.75;1;14.57;1;51.05;0;;1;25.62;0
PSY2;2019;660000142;;1484;;;;;;;;;;;;;44669;;;;;;;6526;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0
PSY2;2019;660780214;920030269;234;;;;;;;;;;;;;23458;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0
PSY2;2019;660780735;920030269;695;;;;;;;;;;;;;28907;;;;;;;9984;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0
PSY2;2019;670000025;670780055;10735;121;130;3;3;195;133;76;0;1;1;180;64;19858;1689;0;33;9;3737;1495;12221;;;;;;;49551;179;716;2;2;148;130;1;1;0;;1;28.66;0;;0;;0
PSY2;2019;670000058;670013366;17438;140;29;0;26;478;519;86;3;0;17;350;495;94233;8867;2359;0;123;10670;13938;75306;275;243;0;0;291;49;179633;473;108;1;547;1338;891;1;2.39;1;90.36;1;6.65;0;;1;18.37;0
PSY2;2019;670000603;670781152;8624;71;18;1;8;332;210;64;18;1;8;249;180;48502;6161;1323;60;70;7194;3643;26954;376;415;0;0;1742;10;99073;1104;676;0;13;2869;2262;1;0.95;1;46.15;1;32.57;0;;0;;0
PSY2;2019;670013754;;785;10;;;;36;8;10;;;;36;8;12723;431;;;;1135;304;4044;14;;;;285;41;8001;57;;;;14;8;0;;0;;0;;0;;0;;0
PSY2;2019;680000627;680020336;7608;51;;7;14;152;53;50;;7;14;174;65;17683;1179;;925;160;3257;1045;8035;17;;;;;;53414;663;;;;97;9;1;;1;;1;;0;;0;;0
PSY2;2019;680000684;680000973;5491;8;;;;7;7;8;;;;7;7;14166;;;;;;;11154;97;;;;96;83;38191;154;;;;111;110;1;5;1;1;1;10;0;;0;;0
PSY2;2019;680000874;680001179;15260;113;26;1;14;505;183;116;27;1;18;532;197;65210;5663;1200;13;127;17501;7297;18919;399;230;0;0;540;93;122935;1455;523;1;160;2240;1069;1;0.87;1;88.92;1;24.1;0;;0;;0
PSY2;2019;680001294;680000890;654;0;0;0;0;0;0;;;;;;;22454;0;0;0;0;0;0;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0
PSY2;2019;690000088;690780101;25851;385;36;;190;1150;449;408;38;;246;1290;486;128458;32454;6086;;8008;48624;18991;39632;1105;95;;70;2511;583;251928;3432;224;;;5741;1103;0;;1;120.3;1;32.25;1;106.09;1;37.19;1
PSY2;2019;690000096;690780119;11309;69;7;;13;321;175;42;1;;18;257;171;30794;3693;1221;;245;13223;5350;10403;127;22;;;488;163;122778;181;60;;;696;177;1;1.93;1;6.02;1;7.02;0;;0;;0
PSY2;2019;690000310;;1260;;;;;;;;;;;;;50511;;;;;;;9439;;;;;;;;;;;;;;0;;1;1.9;0;;0;;0;;0
PSY2;2019;690000336;690780564;777;;;;;;;;;;;;;34699;;;;;;;2923;;;;;;;587;;;;;;;0;;0;;0;;0;;0;;0
PSY2;2019;690002092;010783009;813;;;;;;;;;;;;;27064;;;;;;;4286;;;;;;;1236;;;;;;;0;;0;;0;;0;;0;;0
PSY2;2019;690007539;690781810;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;;1;;0;;0;;0
PSY2;2019;690022959;690000732;57;;;;;;;;;;;;;452;;;;;;;689;;;;;;;;;;;;;;0;;0;;0;;0;;0;;
PSY2;2019;690036108;690041280;274;;;;;;;;;;;;;;;;;;;;7565;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0
PSY2;2019;690041496;690041488;457;;;;;;;;;;;;;;;;;;;;9750;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0
PSY2;2019;690041579;690044052;151;;;;;;;;;;;;;;;;;;;;4232;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0
PSY2;2019;690044623;690042593;429;;;;;;;;;;;;;;;;;;;;8266;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0
PSY2;2019;690780093;750821092;129;;;;;;;;;;;;;3769;;;;;;;1766;;;;;;;3514;;;;;;;;;;;;;;;;;
PSY2;2019;690780507;920031721;1619;;;;;;;;;;;;;64990;;;;;;;6617;;;;;;;;;;;;;;0;;1;6.67;0;;0;;0;;0
PSY2;2019;690780515;690000294;743;;;;;;;;;;;;;21056;;;;;;;7954;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0
PSY2;2019;690780523;920031739;364;;;;;;;;;;;;;19100;;;;;;;4468;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0
PSY2;2019;690780549;920030269;3070;;;;;;;;;;;;;62667;;;;;;;2310;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0
PSY2;2019;690781745;690000542;566;;;;;;;;;;;;;42369;;;;;;;149;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0
PSY2;2019;690782081;750005068;549;;;;;;;;;;;;;;;;;;;;6669;;;;;;;2311;;;;;;;0;;1;;1;3.03;0;;0;;0
PSY2;2019;690782172;;881;;;;;;;;;;;;;10024;;;;;;;2208;;;;;;;6415;;;;;;;0;;0;;0;;0;;0;;0
PSY2;2019;690796727;;14743;194;26;1;;613;271;198;28;1;;655;271;63652;12942;2324;26;;27561;9412;17928;1121;258;;;276;250;176816;1867;350;2;;2740;1020;0;;1;110.63;1;63.03;0;;0;;0
PSY2;2019;700780075;700004096;8567;34;2;5;2;201;60;34;2;5;2;227;65;86006;1733;434;195;25;6639;1683;18655;;;;;35;;96063;82;;;;117;2;1;1.07;1;92.1;1;44.2;0;;0;;0
PSY2;2019;710015587;750060246;56;;;;;;;;;;;;;3097;;;;;;;26;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0
PSY2;2019;710780818;710000233;863;;;;;328;152;;;;;355;159;32573;;;;;7609;2974;5184;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0
PSY2;2019;710978230;710781329;10694;21;8;31;10;251;136;21;8;31;10;270;147;66141;2610;1405;2602;171;13450;6328;17872;0;39;21;0;460;15;95013;76;47;313;8;1461;339;1;1.7;1;1.35;1;11.64;0;;0;;0
PSY2;2019;710978289;710780263;441;25;2;;;113;29;26;2;;;120;29;11354;3918;535;;;9596;2266;;;;;;;;16;;;;;;;1;2;0;;1;;0;;0;;0
PSY2;2019;720000041;720000058;20255;84;22;1;23;347;249;84;22;1;32;362;258;64383;3809;1778;0;335;9656;6747;25646;378;519;0;0;1241;587;191583;1562;619;1;0;3918;1656;1;1.3;1;52.85;1;18.13;0;0;0;0;0
PSY2;2019;720017748;720000561;471;;;;;;;;;;;;;19460;;;;;;;3270;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0
PSY2;2019;720018100;750720575;242;;;;;;;;;;;;;23143;;;;;;;1805;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0
PSY2;2019;730000304;730780582;14636;41;16;1;17;357;278;41;16;1;24;409;313;44575;2162;2248;62;291;16815;11212;7602;93;30;0;0;332;104;142661;144;39;0;8;1859;806;1;0.5;1;4.96;1;36.25;0;;0;;0
PSY2;2019;730007978;730011731;624;;;;;;;;;;;;;31079;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0
PSY2;2019;740000328;740790381;2335;14;;;;58;22;14;;;;63;22;11045;564;;;;1590;1329;6510;78;;;;0;0;30337;137;;;;103;41;1;;0;;1;4.52;0;;0;;0
PSY2;2019;740000583;740785035;6892;73;10;1;25;327;180;79;2;1;25;312;181;28637;4017;1571;27;189;11596;4349;9564;90;1;0;0;49;83;76491;1127;34;0;7;587;90;0;;1;34.85;1;12.26;0;;0;;0
PSY2;2019;740013412;740781133;6114;34;10;1;0;190;51;54;12;1;;291;76;15822;2311;;25;;8262;2093;6581;;;0;;76;95;50348;225;98;0;;510;64;1;3.6;1;0.8;0;;0;;0;;0
PSY2;2019;740780184;920030269;488;;;;;;;;;;;;;19754;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;
PSY2;2019;740781026;740000211;1305;0;0;0;0;0;0;0;0;0;0;0;0;53789;0;0;0;0;0;0;14812;0;0;0;0;0;0;;0;0;0;0;0;0;0;;1;;1;;0;;0;;0
PSY2;2019;740781034;750048787;801;;;;;;;;;;;;;24712;;;;;;;11604;;;;;;;;;;;;;;0;;0;;1;25.38;0;;0;;
PSY2;2019;750000499;750062036;59829;922;38;6;11;2431;1562;956;38;6;13;2658;1692;173215;55194;4113;70;364;73987;45359;49503;3800;150;143;35;3521;1436;667711;11709;1311;82;8;14979;6831;0;;1;;1;;0;;1;16.9;0
PSY2;2019;750006538;940016819;9789;203;9;0;0;344;403;156;2;0;0;102;217;33717;9208;1590;0;0;9030;9329;25794;491;31;0;0;39;56;219143;2411;0;0;0;468;402;0;;0;;0;;0;;0;;0
PSY2;2019;750007528;750804940;94;;;;;;;;;;;;;11195;;;;;;;;;;;;;;;;;;;;;0;;0;;1;27.18;0;;0;;0
PSY2;2019;750007668;750719270;592;;;;;;;;;;;;;;;;;;;;32956;;;;;;;;;;;;;;0;;1;10.16;0;;0;;0;;0
PSY2;2019;750039448;750720914;6713;121;4;0;0;322;147;122;4;;;362;165;15376;2052;;;;2628;968;23320;1681;;;;689;90;84763;2180;66;0;0;2160;618;0;;1;0.6;1;0.9;0;;0;;0
PSY2;2019;750052037;;11500;48;4;4;14;226;117;48;4;4;19;251;127;47289;2890;816;38;82;6889;2381;15320;412;39;0;0;41;4;96211;854;20;2;35;1075;146;1;0.5;1;50.35;1;31.85;0;;0;;0
PSY2;2019;750057028;750005068;1592;;;;;;;;;;;;;;;;;;;;37380;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0
PSY2;2019;750100018;750712184;4044;;;;;;;;;;;;;6917;;;;;;;;;;;;;;9551;;;;;;;1;;0;;0;;0;;0;;0
PSY2;2019;750100042;750712184;688;0;0;0;0;0;0;0;0;0;0;0;0;9942;0;0;0;0;0;0;371;0;0;0;0;0;0;;;;;;;;1;;0;;0;;0;;0;;0
PSY2;2019;750100091;750712184;4722;;;;;;;;;;;;;19882;;;;;;;3918;;;;;;;14186;;;;;;;1;1.5;0;;0;;0;;0;;0
PSY2;2019;750100109;750712184;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;;1;0.5;;;;;
PSY2;2019;750100125;750712184;15269;;;;;;;;;;;;;60785;;;;;;;10092;;;;;;;27628;;;;;;;1;1;0;;1;;0;;;;0
PSY2;2019;750100166;750712184;3061;;;;;;;;;;;;;2390;;;;;;;1361;;;;;;;11534;;;;;;;0;;0;;1;28.89;0;;0;;0
PSY2;2019;750100208;750712184;2078;;;;;;;;;;;;;;;;;;;;565;;;;;;;13474;;;;;;;0;;0;;0;;0;;0;;0
PSY2;2019;750100232;750712184;230;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1509;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;0;;0;;0;;0;;0
PSY2;2019;750100273;750712184;2126;;;;;;;;;;;;;12377;;;;;;;;;;;;;;3844;;;;;;;1;1.6;0;;0;;0;;0;;0
PSY2;2019;750140022;750720575;596;;;;;;;;;;;;;14498;;;;;;;4536;;;;;;;15154;;;;;;;0;;0;;0;;0;;0;;0
PSY2;2019;750150104;750720476;2003;;;1;;;;;;1;;;;10212;;;1;;;;3828;;;;;;;19008;;;;;;;0;;0;;1;102.25;0;;0;;0
PSY2;2019;750170102;750721391;2764;;;;;;;;;;;;;241;;;;;;;26148;;;;;;;33360;;;;;;;0;;0;;0;;0;;0;;0
PSY2;2019;750170128;750710428;53;;;;;;;;;;;;;;;;;;;;3848;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0
PSY2;2019;750170243;750720922;87;;;;;;;;;;;;;115;;;;;;;13267;;;;;;;;;;;;;;0;;0;;1;;0;;0;;0
PSY2;2019;750170490;750719312;20;;;;;;;;;;;;;;;;;;;;2250;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0
PSY2;2019;750310013;920030269;371;;;;;;;;;;;;;19376;;;;;;;;;;;;;;;;;;;;;0;;0;;0;;0;;0;;
PSY2;2019;750710782;750001190;1576;;;;;;;;;;;;;;;;;;;;;;;;;;;5801;;;;;;;0;;0;;0;;0;;0;;0
PSY2;2019;750719361;;197;;;;;;;;;;;;;1376;;;;;;;32504;;;;;;;0;;;;;;;0;;0;;0;;0;;0;;0
PSY2;2019;750720674;;284;;;;;;;;;;;;;66;;;;;;;16564;;;;;;;1105;;;;;;;0;;0;;1;;0;0;0;0;0
PSY2;2019;750802316;750720492;212;;;;;;;;;;;;;;;;;;;;;;;;;;;5512;;;;;;;0;;0;;0;;0;;0;;0
PSY2;2019;750802985;;599;;;;;;;;;;;;;7453;;;;;;;4487;;;;;;;4807;;;;;;;0;;0;;0;;0;;0;;0
PSY2;2019;750803447;750712184;4642;;;;;1;16;;;;;3;16;;;;;;;;;;;;;;;16299;;;;;3;16;1;7.2;0;;0;;0;;0;;0
PSY2;2019;750803454;750712184;5828;;;;;;;;;;;;;5845;;;;;;;5101;;;;;;;12520;;;;;;;1;2;0;;0;;0;;0;;0
PSY2;2019;750813016;750001711;427;;;;;;;;;;;;;;;;;;;;;;;;;;;996;;;;;;;0;;0;;0;;0;;0;;0
PSY2;2019;750826141;750825960;98;;;;;;;;;;;;;0;;;;;;;6323;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0
PSY2;2019;750827214;750815607;436;;;;;;;;;;;;;;;;;;;;;;;;;;;4977;;;;;;;0;;1;0.08;0;;0;;0;;0
PSY2;2019;760000018;760780023;664;5;0;;;133;51;5;;;;133;51;20281;696;;;;3638;1146;8649;107;;;;258;112;11808;200;;;;269;43;;;1;;1;;0;;0;;0
PSY2;2019;760000158;760780239;51;;;;;;;;;;;;;3242;;;;;;;;;;;;;;;;;;;;;1;;0;;1;;0;;0;;0
PSY2;2019;760000190;760780270;30092;204;21;;140;962;501;204;21;;230;1049;530;139783;21552;1864;;4540;41014;16820;57942;1628;303;;71;2186;1235;280027;3087;35;;629;5880;2239;1;3.7;1;48.82;1;45.42;1;99.44;1;27.21;0
PSY2;2019;760000356;760780726;2028;;;;;;;;;;;;;11933;;;;;;;;;;;;;;9161;;;;;;;0;;0;;0;;0;;0;;0
PSY2;2019;760026674;750035578;670;;;;;;;;;;;;;31771;;;;;;;3890;;;;;;;;;;;;;;0;;0;;0;;0;;0;;0
PSY2;2019;760780288;750005068;288;;;;;;;;;;;;;;;;;;;;;;;;;;;591;;;;;;;0;;0;;1;2.8;0;;0;;0
PSY2;2019;760781070;760780726;12665;38;0;0;19;109;54;39;0;0;23;110;54;59760;8872;0;0;81;17622;1857;18469;306;0;0;0;1448;12;137885;0;0;0;0;0;0;1;0.1;0;;1;44.67;0;;0;;0
PSY2;2019;760783563;760919373;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PSY2;2019;760800938;760780023;877;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;;1;;0;;0;;0
PSY2;2019;760805770;760780726;1287;;;;;;;;;;;;;;;;;;;;;;;;;;;4519;;;;;;;0;;0;;0;;0;;0;;0
PSY2;2019;760913137;760009001;147;;;;;;;;;;;;;;;;;;;;;;;;;;;2733;;;;;;;0;;0;;0;;0;;0;;0
PSY2;2019;770000131;770021145;416;8;;;;28;1;;;;;;;21482;924;;;;1434;40;3647;;;;;;;;;;;;;;;;;;;;0;;0;;0
PSY2;2019;770000156;770110054;477;63;2;1;28;213;22;66;2;1;39;277;23;17094;4113;97;357;278;9842;576;2233;;;;;7;;;;;;;;;1;;0;;1;;0;;0;;0
PSY2;2019;770000172;770110070;1257;25;;;;57;1;26;;;;71;1;4394;538;;;;1894;3;378;8;;;;6;;5758;208;;;;267;;1;;0;;0;;0;;0;;0
PSY2;2019;770000214;770021152;418;20;0;0;;136;24;22;;;;126;26;13262;1647;0;0;0;4965;279;5338;53;;;;;;43666;293;;;;130;4;1;0.2;1;2.76;0;;0;;0;;0
PSY2;2019;770000446;770021145;679;22;1;;2;29;1;;;;;;;31509;3373;45;;21;1738;45;1348;;;;;;;;;;;;;;;;1;2.29;1;50.59;1;15.23;0;;0
PSY2;2019;770006138;770020113;1006;;;;;;;;;;;;;39078;;;;;;;14933;;;;;;;;;;;;;;0;;0;;1;99.35;0;;0;;0
PSY2;2019;770019032;770021145;1257;55;;;1;173;12;;;;;;;45406;5702;;;33;6315;249;3072;;;;;;;;;;;;;;;;;;;;;;;;
PSY2;2019;770150027;750720575;486;;;;;;;;;;;;;9315;;;;;;;3599;;;;;;;2427;;;;;;;0;;0;;1;;0;;;;0
