BOR;AN;FI;FI_EJ;SPED;UPED;LIT_PED;PLA_PED;SEJHP_PED;SEJHC_PED;JOU_PED;EFFPL_PM;EFFPL_PED;EFFPA_PM;EFFPA_PED;ETP_PM;ETP_PED;GAR_PM;GAR_PED;AST_PM;AST_PED;EFFPL_INFNS;EFFPL_PUE;EFFPL_AUX;EFFPL_KINE;EFFPL_PSY;EFFPL_APNM;EFFPA_INFNS;EFFPA_PUE;EFFPA_AUX;EFFPA_KINE;EFFPA_PSY;ETP_INFNS;EFFPA_APNM;ETP_PUE;ETP_AUX;ETP_KINE;ETP_PSY;ETP_APNM
MCOPED;2019;930000336;930110069;1;1;24;4;3248;2748;10243;8;;1;;9.5;;1;1;0;0;19;1;18;;;1;;2;3;1;;19;;2.5;19.9;0.2;0.2;1.5
MCOPED;2019;930100045;750712184;1;1;36;8;1846;2551;8111;12;12;28;22;27.6;25.6;1;1;0;0;58;8;13;;;38;1;0;0;;1;58.8;6;8;13;;0.18;42.6
MCOPED;2019;940000573;940110018;1;1;52;5;2014;5583;14478;10;9;6;6;11.6;10.6;0;0;0;0;26;3;13;0;0;12;3;0;0;0;3;27.24;7;3.53;12.92;0;1.74;15.4
MCOPED;2019;940000599;940110042;1;1;72;7;1012;4299;11896;14;10;8;6;17.15;12.19;1;1;0;0;28;4;14;;1;27;2;;1;;;30.73;1;4.83;13.55;;1;26.77
MCOPED;2019;940000649;940150014;1;1;38;8;1266;3748;7179;5;2;5;2;9.09;3.88;;;;;19;5;18;;1;4;2;2;3;;;21.8;1;6.64;20.48;;1;6.35
MCOPED;2019;940000664;940160013;1;1;22;8;2782;1154;5503;15;13;1;1;14.79;13.89;1;;1;;46;9;4;0;2;38;7;2;0;0;0;49.8;1;9.64;4;0;2;34.31
MCOPED;2019;940100043;750712184;1;1;128;23;4709;7167;30080;6;6;6;4;8.4;7.5;;;;;16;0;7;;;7;0;1;3;;;16;3;0.29;8.15;;;8.54
MCOPED;2019;950000307;950110015;1;1;17;2;778;2638;5212;5;5;7;4;6.79;6;0;0;0;0;14;1;7;0;0;5;3;0;0;1;2;14.01;2;1;6.9;0.45;1;5.85
MCOPED;2019;950000315;950001370;1;;8;1;167;1120;2614;;;8;7;3;2.77;;0;;1;6;2;4;;;4;1;1;;;1;14.78;;3.92;5.77;;0.8;3.44
MCOPED;2019;950000323;950013870;1;1;25;5;375;2259;6563;5;4;6;5;5.01;4.72;1;1;1;1;9;2;9;;1;5;4;3;7;;1;10.8;9;3.88;11.13;;0.99;8.92
MCOPED;2019;950000331;950110049;1;1;46;3;1073;4316;10735;5;5;20;17;8.72;7.98;;;;;20;1;11;0;1;5;14;4;17;0;0;32.67;9;3.37;24.17;0;1;7.9
MCOPED;2019;950000364;950110080;1;1;46;5;233;4254;9785;6;6;5;5;7.39;7.39;1;1;0;0;;;;;;2;;;;;;;;;;;;2
MCOPED;2019;950630012;750721334;1;0;5;;0;218;1042;1;1;;;0.65;0.65;1;1;;;3;;;;;;1;;;;;3.4;;;;;;
MCOPED;2019;970100392;970100178;1;0;14;4;325;708;1910;2;1;5;5;4.81;4.66;1;1;0;0;13;14;0;0;0;7;7;1;1;0;0;18.63;17;13.33;0.85;0;0;21.12
MCOPED;2019;970100400;970100186;1;0;6;2;0;457;975;0;0;2;2;0.4;0.4;;;;;2;8;0;0;0;0;0;0;0;0;0;2.75;0;8.14;0;0;0;0
MCOPED;2019;970100442;970100228;1;1;19;10;1220;3218;9105;7;7;0;0;7;7;1;1;;;8;8;24;0;1;4;1;3;0;0;0;8.5;0;10.2;24;0;1;4
MCOPED;2019;970211223;970211207;1;0;14;;0;419;1128;4;;1;;3.86;;;;;;8;1;;;;15;;;;;;8.3;;1;;;;12.2
MCOPED;2019;970211256;970211207;1;1;49;12;1349;4566;14603;18;;;;15.86;;;;;;18;8;;;;8;;;;;;14.69;;6.45;;;;5.9
MCOPED;2019;970300026;970302022;1;;39;4;794;2290;10422;22;12;6;4;23.94;13.05;1;1;0;0;52;14;41;0;1;15;2;1;1;0;0;53.77;0;15.98;39.65;0;1;13.15
MCOPED;2019;970300083;970302121;1;;15;;0;1080;5137;82;7;1;1;82.5;7.65;1;1;1;1;159;6;16;2;1;195;1;1;1;1;0;159.15;6;6.19;14.55;2.86;0.96;169.78
MCOPED;2019;970305637;970305629;1;0;11;;0;557;1800;3;3;;;1.5;1.5;0;0;1;1;5;3;6;;;4;;;;;;5.51;;0.92;6.58;;;3.55
MCOPED;2019;970400024;970408589;1;1;61;11;2876;4715;17044;9;9;3;3;9.65;9.65;1;1;0;0;29;3;28;;2;5;1;1;1;;2;29.33;3;3.39;28.07;;2.7;6
MCOPED;2019;970400057;970408589;1;1;52;5;1270;4730;14674;;;;;;;1;1;0;0;12;10;23;;;5;28;36;40;;5;24.13;29;23.88;36.72;;3.25;19.64
MCOPED;2019;970400065;970421038;1;1;20;0;0;3098;6648;4;4;10;9;8.25;7.81;1;1;0;0;5;5;0;0;0;14;5;3;0;0;1;9.58;5;7.18;0;0;0.5;17.83
MCOPED;2019;970400073;970403606;1;0;8;;0;934;1748;2;2;1;1;2.6;2.6;;;;;9;4;12;0;0;3;2;1;4;1;0;10.48;1;4.87;14.03;0.31;0;3.24
MCOPED;2019;970462024;970400255;1;0;6;;0;434;2004;4;;;;4;;;;;;1;5;6;;;;;1;4;;;1;;5.6;9.5;;;
MCOPED;2019;980500011;980500003;1;1;38;2;674;2626;14857;5;5;7;7;8.98;8.98;1;1;0;0;29;14;20;;1;33;;;;;;28.8;;9.67;19.19;;0.94;31.51
