BOR;AN;FI;FI_EJ;PALIA_A1;PALIA_A2;PALIA_A3;PALIA_A4;PALIA_A5;PALIA_A6;PALIA_A7;PALIA_A8;PALIA_A9;PALIA_A21;PALIA_A22;PALIA_A23;PALIA_A10;PALIA_A11;PALIA_A12;PALIA_A13;PALIA_A14;PALIA_A15;PALIA_A16;PALIA_A17;PALIA_A18;PALIA_A24;PALIA_A19;PALIA_A20;USP_EFFPL_PM;USP_EFFPL_PMPAL;USP_EFFPL_CADRES;USP_EFFPL_IDE;USP_EFFPL_IDEPAL;USP_EFFPL_AIDES;USP_EFFPL_PSY;USP_EFFPL_PNMAUT;USP_EFFPA_PM;USP_EFFPA_PMPAL;USP_EFFPA_CADRES;USP_EFFPA_IDE;USP_EFFPA_IDEPAL;USP_EFFPA_AIDES;USP_EFFPA_PSY;USP_EFFPA_PNMAUT;USP_ETP_PM;USP_ETP_PMPAL;USP_ETP_CADRES;USP_ETP_IDE;USP_ETP_IDEPAL;USP_ETP_AIDES;USP_ETP_PSY;USP_ETP_PNMAUT;EMSP_EFFPL_PM;EMSP_EFFPL_PMPAL;EMSP_EFFPL_CADRES;EMSP_EFFPL_IDE;EMSP_EFFPL_IDEPAL;EMSP_EFFPL_AIDES;EMSP_EFFPL_PSY;EMSP_EFFPL_PNMAUT;EMSP_EFFPA_PM;EMSP_EFFPA_PMPAL;EMSP_EFFPA_CADRES;EMSP_EFFPA_IDE;EMSP_EFFPA_IDEPAL;EMSP_EFFPA_AIDES;EMSP_EFFPA_PSY;EMSP_EFFPA_PNMAUT;EMSP_ETP_PM;EMSP_ETP_PMPAL;EMSP_ETP_CADRES;EMSP_ETP_IDE;EMSP_ETP_IDEPAL;EMSP_ETP_AIDES;EMSP_ETP_PSY;EMSP_ETP_PNMAUT
PALIA;2019;590000774;590782652;1;4;2;;92;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;590001004;590783239;0;;;;;1;1;10;221;;;;1;5061;24;29;157;22;135;0;533;3;43;17;2;;;9;;13;;1;;;;4;;;3;1;2;;;11.71;;12.21;1.7;0.27;1;;1;2;;;;;;;;;;;;1;1.31;;1;1.67;;;;0.4
PALIA;2019;590001582;590785663;1;5;5;0;49;0;;;;;;;1;191;29;0;1478;0;1478;0;290;0;63;126;;;;;;;;;;;;;;;;;;;;;;;;;2;2;;3;3;;;;;;;;;;;;0.38;0.38;;1;1;;;
PALIA;2019;590001749;590788956;0;;;;;1;1;10;193;;;;0;;;;;;;;;;;;1;1;;7;;6;;;;;1;2;;;;10;1;1;0.1;8.19;;6;;4.38;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;590008041;590008033;0;;;;;1;1;11;240;;;;0;;;;;;;;;;;;;;;5;;3;1;;;;1;1;;3;4;1;;;0.6;5.5;;4.8;1.22;0.07;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;590049565;780020715;0;;;;;1;1;20;267;;;;1;8;34;13;1754;685;1058;;272;0;45;117;1;;1;5;;9;;;1;;;4;;7;1;;2;;1;7;;12.62;0.5;;1;;;2;;;;;;;1;;;;1;;1;;0.33;2;;;0.5;
PALIA;2019;590052056;590051801;1;4;;;36;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;590780268;590053955;0;;;;;1;1;8;206;;;;0;;;;;;;;;;;;1;1;;7;;6;;;1;1;;;;;1;;1.6;1.6;;7;;6;0.5;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;590780284;590051801;1;10;4;;;0;;;;;;;1;911;;;;;;;597;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;;;;;;;;;;;;;0.9;;;0.9;;;;
PALIA;2019;590782546;590000733;1;5;;;124;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;590782694;750034589;1;2;2;0;20;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;590783171;590000980;1;3;3;;21;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;590783189;590004552;0;;;;;1;2;10;0;91;;6;0;;;;;;;;;;;;;;;2;1;4;;;4;3;3;1;;;3;3;1.6;0.95;0.9;2.1;1;4;1;1.4;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;590784864;590780193;1;4;;;39;1;1;10;241;;;19;1;3538;;;;;;;919;;70;72;2;;0;7;;9;0;2;;;0;5;;3;1;2;2.33;;0.38;10.36;;9.45;0.5;2.85;2;;0;2;;;1;0;2;;0;1;;;0;1;2.96;;0.38;2.9;;;1;0.8
PALIA;2019;590785374;620001834;1;7;0;0;59;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;590786984;620020859;1;2;2;;32;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;590790473;620020859;1;10;10;;56;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;590791091;590780193;0;;;;;1;2;5;0;26;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;590791323;590782637;1;2;2;0;7;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;590796975;590780193;1;2;;;;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;590797353;590051801;1;3;;;;1;1;12;273;;;;1;769;;;;;;;407;;;;5;;1;7;;6;2;;;;1;7;;10;;;4.8;;1.38;10.2;;8.82;2;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;590801106;590782421;1;10;0;1;22;1;1;12;326;;;;1;1516;3;;0;;;;291;;;;2;;1;7;;6;;3;1;;;3;;3;1;1;1.96;;1;9.53;;8.75;0.3;2.74;1;;;1;;;;;;;;1;;;1;1;1;;;1.8;;;0.5;0.2
PALIA;2019;590804696;590781902;0;;;;;1;1;10;308;0;0;31;1;4783;9;9;734;225;509;0;482;0;168;25;3;3;;9;;9;;0;1;1;1;5;;;2;2;1.81;1.81;0.4;11.2;;7.95;1;1.16;3;3;;;;;;;1;1;1;;;;1;1;1.26;1.26;0.1;0.34;;;0.5;0.5
PALIA;2019;590809703;590004552;0;;;;;1;2;12;0;168;;15;0;;;;;;;;;;;;;;;8;1;6;;;6;3;3;2;;;2;19;1.91;1.2;1;9.3;1;6;1;1.7;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;590810784;590004685;1;4;4;;19;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;590811279;590780193;1;11;;;1;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;590817839;590053955;1;4;4;;116;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;600000046;600100127;1;3;3;0;3;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;600000053;600101984;1;4;;;0;1;1;12;184;;;16;1;;;;;;;;;;;;;;;4;2;4;;;3;3;1;5;1;9;1;4;1.78;1.78;0.5;8.73;2.5;9.64;1;2.36;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;600000152;600100572;1;2;0;0;40;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;600000186;600100648;1;2;0;0;33;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;600000194;600100713;1;10;0;0;398;1;1;10;235;0;0;0;1;7789;21;14;1327;220;1020;87;942;4;71;17;1;;0;9;;9;0;3;2;;1;0;;0;1;1;2.11;;0.4;7.4;;7.12;0.2;2.44;1;;0;3;;;0;0;0;;1;0;;;1;1;1;;0.21;2.94;;;1.31;0.5
PALIA;2019;600000285;600100721;1;9;3;0;;0;;;;;;;1;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PALIA;2019;600000467;600101984;1;6;;;97;0;;;;;;;1;10209;22;7;432;14;418;0;405;15;48;16;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;;1;1;1;1;1;3;1;;;;1.9;1.9;0.1;2;1;;1;1
PALIA;2019;600010094;600100580;1;3;3;0;46;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;600100184;920033198;1;2;;;0;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;600100275;750034589;1;7;7;0;65;0;;;;;;;1;47;0;0;0;0;0;0;65;0;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;3;3;1;1;4;0.1;;0.2;0.3;0.3;0.1;0.1;0.2
PALIA;2019;600100754;600000228;1;8;4;0;59;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;600113476;600100721;1;19;2;0;303;1;1;12;251;;;;1;9931;23;;1485;399;590;496;711;26;111;37;2;2;0;9;3;13;1;1;3;3;1;4;3;0;1;1;3.46;3.46;0.8;12.01;4.43;10.64;1.22;1.37;1;1;0;0;0;0;0;1;2;2;1;4;1;1;2;0;2.25;2.25;0.1;2.96;0.4;0.07;1.1;1
PALIA;2019;610000044;610780074;1;4;0;0;156;0;;;;;;;1;1256;10;1;106;2;24;80;127;0;42;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0.8;0;0;0;0.3
PALIA;2019;610000051;610780082;0;;;;;0;;;;;;;1;550;10;14;684;165;172;364;365;;26;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;;;;1;;;;;;2;2;0.5;;;1.59;1;;1.41;0.63
PALIA;2019;610000069;610780090;1;4;;;206;0;;;;;;;1;1252;1;1;242;54;75;113;177;0;21;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;;;2;;;1;;;1;1;0.25;;;2.35;1;;0.4;0.5
PALIA;2019;610000077;610780124;1;3;;;57;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;610000085;610780132;1;1;1;0;9;0;;;;;;;0;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
PALIA;2019;610000093;610780140;1;5;;;66;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;610000119;610780165;1;8;;;235;0;;;;;;;1;1510;15;11;1631;;;;534;;;;0;0;0;1;0;1;0;0;1;0;0;0;0;0;1;0;0.3;0;0;0.8;0;0.8;0.04;0;0;0;0;0;0;0;0;3;1;0;0;1;0;0;2;0;0.3;0;0;0.86;0;0;1.06;1.23
PALIA;2019;610780108;610790594;1;3;;;29;0;;;;;;;0;;;;;;;;;;;;0;;;;;;;;0;;;;;;;;0;;;;;;;;0;;;;;;;;0;;;;;;;;0;;;;;;;
PALIA;2019;610780116;610790594;1;3;;;33;0;;;;;;;0;;;;;;;;;;;;0;;;;;;;;0;;;;;;;;0;;;;;;;;0;;;;;;;;0;;;;;;;;0;;;;;;;
PALIA;2019;620000034;620100057;1;8;;;228;0;;;;;;;1;1396;17;3;2674;;;0;136;;33;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;3;3;0;1;;;1;1;1.01;1.01;0.2;1.5;;;0.6;0.08
PALIA;2019;620000059;620100073;1;5;5;0;48;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;620000067;620100081;1;5;5;;18;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;620000224;620100651;0;;;;;1;1;9;238;;;24;1;2937;30;17;1254;114;536;604;535;8;30;75;;;;4;;17;;1;3;2;1;8;;;2;10;2;1.4;0.4;9.96;;6.76;0.67;3.9;1;1;;;;;;;2;1;1;3;;;3;2;1.8;1.6;0.1;1.01;;;0.97;0.6
PALIA;2019;620000240;620100677;1;3;;;37;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;620000257;620100685;0;;;;;1;1;10;268;;;17;1;4207;10;3;612;24;585;3;487;0;21;12;0;;;7;;9;1;2;4;2;1;2;;;;1;1.87;0.92;0.4;8.98;;9.71;1;0.9;;;;1;;;;;4;1;1;1;;;1;;0.96;0.27;0.1;1.79;;;0.78;
PALIA;2019;620000299;620101295;1;4;;;72;0;;;;;;;1;224;3;1;54;0;54;0;76;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;;;1;;0.25;;;0.25;;;0.1;
PALIA;2019;620000323;620101337;0;;;;;1;1;10;377;0;0;8;1;4053;12;1;522;;;0;543;4;60;19;;;;8;;7;;3;4;;1;3;;1;1;2;2.42;;0.17;9.54;;8.17;0.5;1.7;;;;;;;;;5;;;6;;;1;;1.19;;0.04;3.43;;0.03;0.34;0.09
PALIA;2019;620000349;620101360;1;5;2;0;38;1;1;10;339;0;0;23;1;2449;9;2;627;334;291;2;528;2;70;13;1;1;;9;3;9;;1;2;1;1;1;;;1;1;2;1.8;0.6;8.75;3;8.89;0.45;1.88;1;;;1;;;;;;;1;1;;;2;1;1;;0.1;1.8;;;0.95;0.22
PALIA;2019;620000653;620103440;1;13;4;0;197;0;;;;;;;1;3196;15;1;3;0;2;1;383;2;16;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;1;;1;1;;;2;2;0.58;;0.2;1.5;;;1;0.58
PALIA;2019;620003202;620103432;1;2;;;64;0;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;;;1;;0.8;;;1;;;1;
PALIA;2019;620003350;620001834;1;10;3;0;128;0;;;;;;;1;1696;26;4;2287;1436;851;0;557;0;0;50;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;2;2;0;1;;;;;;;;1;1;1;1;0;2;2;0;1.4;0.5
PALIA;2019;620012948;620000265;0;;;;;1;2;10;0;198;;;0;;;;;;;;;;;;1;1;;5;1;5;;;1;1;1;2;2;2;2;6;1.1;1.1;0.33;6;2;6;0.8;1.61;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;620100099;620014779;0;;;;;1;1;10;303;;;46;0;;;;;;;;;;;;;;;8;1;7;;;4;3;1;;;;1;3;1.45;1.25;0.5;8;1;7;0.3;1.2;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;620100487;620000125;0;;;;;1;2;10;0;170;;;0;;;;;;;;;;;;1;;2;4;4;7;;2;;;;3;;1;1;1;1;;0.5;6.3;4;7.55;0.5;1.5;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;620101311;620027763;1;2;0;0;85;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;620102954;620020859;1;5;5;;44;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;620105940;620000950;1;3;0;0;57;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;620106203;620020859;1;4;4;0;19;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;620117606;620020859;1;4;4;;4;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;620118513;620002915;0;;;;;1;1;10;305;;;;0;;;;;;;;;;;;1;1;1;6;;6;1;1;;;;;;;;;1.17;1.17;0.33;6.96;;6.53;0.33;0.33;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;630000016;630180032;1;1;0;0;40;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;630000404;630780989;1;6;;;24;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;630000412;630780997;1;2;;;43;0;;;;;;;1;1140;9;1;73;0;35;38;161;;701;208;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;;;;;;;;;;;2;;;;
PALIA;2019;630000420;630781003;1;2;0;0;79;0;;;;;;;1;1701;19;6;1085;830;152;103;444;3;52;70;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;1;1;0;0;0;0;0;0;1;1;0;2;1;1;1;0;1.5;1.5;0;0.5;0.5
PALIA;2019;630000446;630781029;1;2;;;52;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;630000479;630781110;1;12;0;0;136;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;630000560;630781367;1;2;0;0;36;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;630780179;630011534;1;9;9;0;47;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;630780211;630000107;1;5;;;143;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;630780526;630009991;1;12;12;;126;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;630781268;630780989;1;11;;1;20;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;630781755;630011518;1;6;;6;71;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;630781839;630000826;1;4;0;0;33;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;630783538;630780989;1;2;2;;20;1;1;14;230;;;;1;1370;25;12;234;163;63;8;1013;0;70;70;2;;;;;;;;1;;;;;;;;1;;;;;;;;4;;;;;;;;2;;;;;;;;2.86;;;;;;;
PALIA;2019;640000162;640780417;1;8;0;0;189;0;;;;;;;1;1978;26;2;305;64;44;197;745;0;166;32;;;;;;;;;;;;;;;;;;;;;;;;;2;;;;;;1;;3;;;3;;;1;3;2.79;;;1.79;;;1.58;1
PALIA;2019;640000402;640780813;1;8;0;0;208;0;;;;;;;1;1085;;;1012;;;;307;;75;38;;;;4;;7;;;;;1;5;;2;1;1;;;0.5;8;;8.08;0.6;0.2;;;;1;;;;;;;1;1;;;;1;;;0.25;1.8;;;;0.5
PALIA;2019;640000410;640780821;1;5;0;0;133;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;640000600;640781290;1;7;0;0;173;1;1;14;408;;;17;1;6110;0;1;9;4;0;5;629;0;64;40;1;;1;9;;8;1;4;3;;;4;;4;;3;2.2;;0.5;11.97;;11.24;0.75;4.23;0;;1;1;;;2;3;3;;;;;;2;;1.4;;0.5;1;;;2.1;0.76
PALIA;2019;640018206;640012209;1;7;;;313;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;640780490;640000212;1;5;0;0;60;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;640780623;640000287;1;3;3;;1049;1;1;15;326;0;0;0;0;;;;;;;;;;;;2;;;;;;1;;4;;2;22;;20;;;1.83;;0.58;10.95;;9.96;1.13;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;640780714;690795331;1;5;5;;63;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;640780748;640000360;1;4;;;121;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;1;4;;;1;1;1;;;;1;1;0.3;0.3;0.2;4;1;4;0.2;0.2
PALIA;2019;640780904;750721334;1;4;4;0;100;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;640780938;640000451;1;10;;;184;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;650000045;650780158;1;4;2;0;120;0;;;;;;;1;1421;9;1;68;0;41;27;236;0;35;2;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;;;;1;;;;;;;;;0.4;;;0.86;;;;0.23
PALIA;2019;650000052;650780166;1;2;;;14;0;;;;;;;1;698;2;3;184;;;;171;;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;1;;;;;;1;;0.2;;;1;;;0.5;
PALIA;2019;650000078;650780190;1;2;2;;3;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;650000417;650783160;1;8;4;0;199;0;;;;;;;1;1394;2;3;316;167;7;142;395;0;28;26;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;;;1;1;;;;;;;;;1;;;1;;;0.6;0.2
PALIA;2019;650002579;650000243;0;;;;;0;;;;;;;1;6385;0;;41;;;41;323;;15;;;0;;;;;;;;;;;;;;;;;;;;;;;1;1;1;1;;;2;1;;;;;;;;;0.4;0.4;0.2;1;;;0.5;0.5
PALIA;2019;650780141;650783160;1;2;2;0;20;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;0;;0;0;0;;;;;;;;;0;;0;0;;0;0;0
PALIA;2019;650780182;650783160;1;2;2;0;24;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;0;;0;;0;;;;;;;;;0;;0;0;;0;;0
PALIA;2019;650780398;750005068;1;4;4;;37;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;650780679;650000243;1;10;;;;1;1;10;265;;;;1;6385;;;41;;;41;323;;15;;2;;1;12;3;9;;2;;;;;;;;;2;;0.5;12;3;9;;2;1;;1;1;;;1;1;;;;;;;;;0.24;;0.5;1;;;1;1
PALIA;2019;650784218;650780174;1;2;;;33;0;;;;;;;1;809;12;1;1050;0;159;891;325;0;46;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;;;1;2;0.3;;;0.8;;;0.48;0.55
PALIA;2019;660000084;660780180;1;8;;;111;0;;;;;;;1;2790;47;22;755;70;125;560;774;1;210;350;;;;;;;;;;;;;;;;;;;;;;;;;2;;;1;;;;1;;;;2;;;1;;2;;;2.6;;;0.67;1
PALIA;2019;660000605;660786799;1;3;3;;1;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;660009689;660010059;1;3;0;0;71;0;;;;;;;1;3;2;1;25;;4;21;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;0.1;;;;;;;
PALIA;2019;660010174;660786799;1;3;3;;0;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;660780099;660000043;1;3;3;0;156;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;660780156;340015171;1;8;8;;64;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;660780743;660000373;1;4;4;;131;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;660780784;660000407;1;8;;;190;0;;;;;;;1;56;21;10;740;222;149;369;362;0;;216;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;1;;;;1;;;;1;;;1;1;1;1;;1.5;;;0.8;1.5
PALIA;2019;660790387;660790379;1;5;;;423;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2019;670000025;670780055;1;13;;1;40;1;1;10;202;;;;0;;;;;;;;;;;;2;2;;7;;5;1;3;0;0;1;1;;4;1;2;1.5;1.5;0.5;7.8;;8.2;1.5;4.6;;;;2;;;;1;;;1;3;;;2;1;;;0.5;4.1;;;1.3;1.8
PALIA;2019;670000157;670780337;1;9;4;;23;1;1;8;201;;;;1;418;13;22;328;11;27;290;474;;114;19;1;1;;4;;3;;2;0;;;10;;0;1;1;1;1;;9.57;;3;0.5;2.8;2;1;;1;;;;0;;;;1;;;1;1;2;1;;1.97;;;0.5;0.87
PALIA;2019;670000165;670780345;1;3;0;0;29;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
