BOR;AN;FI;FI_EJ;PERSO;EFFPL;EFFPA;ETP;MOD;COMSMUR
URGENCES_P;2019;650784218;650780174;N9999;18;6;20.9;;
URGENCES_P;2019;650784218;650780174;NINF;9;2;9.83;2;1
URGENCES_P;2019;660000084;660780180;M1140;5;;5.71;;
URGENCES_P;2019;660000084;660780180;M9999;13;5;22.83;;
URGENCES_P;2019;660000084;660780180;N1220;2;7;6.5;;
URGENCES_P;2019;660000084;660780180;N2120;3;2;3.7;;
URGENCES_P;2019;660000084;660780180;N2500;38;11;45.3;;
URGENCES_P;2019;660000084;660780180;N2620;23;2;24;;
URGENCES_P;2019;660000084;660780180;N3120;1;;1;;
URGENCES_P;2019;660000084;660780180;N9999;143;36;167.2;;
URGENCES_P;2019;660000084;660780180;NINF;76;14;86.7;;
URGENCES_P;2019;660780628;660000282;M9999;2;8;5;;
URGENCES_P;2019;660780628;660000282;N1220;2;1;2.5;;
URGENCES_P;2019;660780628;660000282;N2120;;1;0.2;;
URGENCES_P;2019;660780628;660000282;N2500;2;1;2.5;;
URGENCES_P;2019;660780628;660000282;N2620;;1;0.2;;
URGENCES_P;2019;660780628;660000282;N3120;;1;0.1;;
URGENCES_P;2019;660780628;660000282;N9999;8;7;10.5;;
URGENCES_P;2019;660780628;660000282;NINF;4;2;5;;
URGENCES_P;2019;660780776;660000399;M9999;3;1;3.5;;
URGENCES_P;2019;660780776;660000399;N1220;2;;2;;
URGENCES_P;2019;660780776;660000399;N2120;1;;0.5;;
URGENCES_P;2019;660780776;660000399;N2620;;1;0.5;;
URGENCES_P;2019;660780776;660000399;N9999;9;3;11;;
URGENCES_P;2019;660780776;660000399;NINF;6;2;8;;
URGENCES_P;2019;660780784;660000407;M9999;9;;9;;
URGENCES_P;2019;660780784;660000407;N1220;4;;4;;
URGENCES_P;2019;660780784;660000407;N2120;1;;1;;
URGENCES_P;2019;660780784;660000407;N2500;4;;4;;
URGENCES_P;2019;660780784;660000407;N2620;1;;1;;
URGENCES_P;2019;660780784;660000407;N3120;;2;1.3;;
URGENCES_P;2019;660780784;660000407;N9999;22;5;24.5;;
URGENCES_P;2019;660780784;660000407;NINF;12;3;13.2;;
URGENCES_P;2019;660790387;660790379;M9999;11;;10.66;;0
URGENCES_P;2019;660790387;660790379;N1220;5;2;5.86;;
URGENCES_P;2019;660790387;660790379;N2120;1;;0.9;;
URGENCES_P;2019;660790387;660790379;N2500;3;1;3.46;;
URGENCES_P;2019;660790387;660790379;N9999;25;11;29.34;;
URGENCES_P;2019;660790387;660790379;NINF;16;8;19.12;;
URGENCES_P;2019;670000025;670780055;M9999;5;10;10.74;3;1
URGENCES_P;2019;670000025;670780055;N1220;1;1;1.8;;0
URGENCES_P;2019;670000025;670780055;N2120;2;1;2.01;;0
URGENCES_P;2019;670000025;670780055;N2500;26;1;24.49;;
URGENCES_P;2019;670000025;670780055;N9999;89;12;91.76;;
URGENCES_P;2019;670000025;670780055;NINF;51;6;52.83;;0
URGENCES_P;2019;670000157;670780337;M1140;1;1;1.5;3;0
URGENCES_P;2019;670000157;670780337;M9999;10;7;8.12;3;1
URGENCES_P;2019;670000157;670780337;N1220;4;4;5.8;3;1
URGENCES_P;2019;670000157;670780337;N2120;;3;1.3;3;1
URGENCES_P;2019;670000157;670780337;N2500;17;2;19.15;;
URGENCES_P;2019;670000157;670780337;N3120;;1;0.19;;
URGENCES_P;2019;670000157;670780337;N9999;64;16;71.67;;
URGENCES_P;2019;670000157;670780337;NINF;43;6;45.23;3;1
URGENCES_P;2019;670000165;670780345;M1140;5;1;1;;0
URGENCES_P;2019;670000165;670780345;M9999;11;5;9.88;1;1
URGENCES_P;2019;670000165;670780345;N1220;2;;2;;0
URGENCES_P;2019;670000165;670780345;N2120;1;;0.9;1;1
URGENCES_P;2019;670000165;670780345;N2500;9;2;7.53;;
URGENCES_P;2019;670000165;670780345;N9999;54;24;45.3;;
URGENCES_P;2019;670000165;670780345;NINF;28;12;26.85;1;1
URGENCES_P;2019;670000272;670780543;M9999;8;4;8.85;1;1
URGENCES_P;2019;670000272;670780543;N1220;1;1;1.84;2;1
URGENCES_P;2019;670000272;670780543;N2120;;1;0.17;2;1
URGENCES_P;2019;670000272;670780543;N3120;;1;0.1;;
URGENCES_P;2019;670000272;670780543;N9999;7;10;12.63;;
URGENCES_P;2019;670000272;670780543;NINF;6;7;10.52;1;1
URGENCES_P;2019;670000397;670017755;M9999;9;5;10.84;;0
URGENCES_P;2019;670000397;670017755;N1220;1;;1;;0
URGENCES_P;2019;670000397;670017755;N2120;1;;0.6;;0
URGENCES_P;2019;670000397;670017755;N2500;6;;6.08;;
URGENCES_P;2019;670000397;670017755;N9999;28;4;32.78;;
URGENCES_P;2019;670000397;670017755;NINF;17;3;20.5;;0
URGENCES_P;2019;670018068;670017847;M9999;6;;6;;0
URGENCES_P;2019;670018068;670017847;N1220;6;1;5.78;;
URGENCES_P;2019;670018068;670017847;N2120;1;;1;;
URGENCES_P;2019;670018068;670017847;N2500;3;;3.58;;
URGENCES_P;2019;670018068;670017847;N9999;36;1;35.03;;
URGENCES_P;2019;670018068;670017847;NINF;26;;24.67;;
URGENCES_P;2019;670780212;670014604;M9999;4;;4;;
URGENCES_P;2019;670780212;670014604;N1220;4;1;4.83;;
URGENCES_P;2019;670780212;670014604;N2120;1;;1;;
URGENCES_P;2019;670780212;670014604;N2620;3;1;3.37;;
URGENCES_P;2019;670780212;670014604;N9999;19;8;21.42;;
URGENCES_P;2019;670780212;670014604;NINF;11;6;12.22;;
URGENCES_P;2019;670783273;670780055;M1140;5;;2.1;;0
URGENCES_P;2019;670783273;670780055;M9999;12;13;15.24;3;1
URGENCES_P;2019;670783273;670780055;N1220;5;1;4.94;;0
URGENCES_P;2019;670783273;670780055;N2120;4;;2.99;;0
URGENCES_P;2019;670783273;670780055;N2500;33;4;35.7;;
URGENCES_P;2019;670783273;670780055;N9999;158;37;174.9;;
URGENCES_P;2019;670783273;670780055;NINF;78;22;92.2;;0
URGENCES_P;2019;680000320;680000643;M9999;4;3;5.64;1;
URGENCES_P;2019;680000320;680000643;N1220;3;3;4.65;;
URGENCES_P;2019;680000320;680000643;N2120;1;;1;;1
URGENCES_P;2019;680000320;680000643;N2500;2;;2;;
URGENCES_P;2019;680000320;680000643;N9999;15;10;21.75;;
URGENCES_P;2019;680000320;680000643;NINF;9;7;14.1;;
URGENCES_P;2019;680000544;680020336;M9999;1;2;1.13;;
URGENCES_P;2019;680000544;680020336;N1220;3;;2.55;;
URGENCES_P;2019;680000544;680020336;N2120;;2;0.54;;
URGENCES_P;2019;680000544;680020336;N2500;8;;7.12;;
URGENCES_P;2019;680000544;680020336;N9999;21;2;20.29;;
URGENCES_P;2019;680000544;680020336;NINF;10;;10.08;;
URGENCES_P;2019;680000684;680000973;M1140;10;0;11.94;;
URGENCES_P;2019;680000684;680000973;M3020;1;;1;;
URGENCES_P;2019;680000684;680000973;M9999;30;5;31.94;2;1
URGENCES_P;2019;680000684;680000973;N1220;8;2;9.4;;
URGENCES_P;2019;680000684;680000973;N2120;1;2;2.16;;
URGENCES_P;2019;680000684;680000973;N2500;8;7;12.58;;
URGENCES_P;2019;680000684;680000973;N9999;93;61;138.01;;
URGENCES_P;2019;680000684;680000973;NINF;51;42;82.88;;
URGENCES_P;2019;680000700;680001005;M9999;4;;4.23;;
URGENCES_P;2019;680000700;680001005;N1220;1;2;2.25;;
URGENCES_P;2019;680000700;680001005;N2120;;1;0.2;;
URGENCES_P;2019;680000700;680001005;N9999;8;15;16.9;;
URGENCES_P;2019;680000700;680001005;NINF;7;12;14.45;;
URGENCES_P;2019;680004546;680020336;M1140;1;2;1.4;;
URGENCES_P;2019;680004546;680020336;M9999;1;36;9;;
URGENCES_P;2019;680004546;680020336;N1220;12;3;12.33;;
URGENCES_P;2019;680004546;680020336;N2120;;2;0.99;;
URGENCES_P;2019;680004546;680020336;N2500;27;;25.27;;
URGENCES_P;2019;680004546;680020336;N2620;2;1;2.83;;
URGENCES_P;2019;680004546;680020336;N9999;112;40;115.51;;
URGENCES_P;2019;680004546;680020336;NINF;69;34;71.91;1;1
URGENCES_P;2019;680020096;680020336;M9999;2;2;3.67;;
URGENCES_P;2019;680020096;680020336;N2120;;1;0.04;;
URGENCES_P;2019;680020096;680020336;N2500;5;;3.51;;
URGENCES_P;2019;680020096;680020336;N3120;;1;0.5;;
URGENCES_P;2019;680020096;680020336;N9999;15;3;14.87;;
URGENCES_P;2019;680020096;680020336;NINF;10;1;10.63;;
URGENCES_P;2019;690000013;690780036;M9999;;10;6.11;;0
URGENCES_P;2019;690000013;690780036;N1220;;5;3.73;;0
URGENCES_P;2019;690000013;690780036;N2120;;1;0.47;;0
URGENCES_P;2019;690000013;690780036;N2500;;7;5.73;;
URGENCES_P;2019;690000013;690780036;N9999;;24;20.57;;
URGENCES_P;2019;690000013;690780036;NINF;;11;10.65;;0
URGENCES_P;2019;690000575;690782222;M1140;1;17;10.01;;0
URGENCES_P;2019;690000575;690782222;M9999;5;48;28.69;1;1
URGENCES_P;2019;690000575;690782222;N1220;;4;3.32;;0
URGENCES_P;2019;690000575;690782222;N2120;;3;2.43;;0
URGENCES_P;2019;690000575;690782222;N2500;;28;25.06;;
URGENCES_P;2019;690000575;690782222;N9999;;131;113.24;;
URGENCES_P;2019;690000575;690782222;NINF;;89;75.82;1;1
URGENCES_P;2019;690000625;690782271;M9999;9;2;11.29;1;1
URGENCES_P;2019;690000625;690782271;N1220;3;0;3.06;2;1
URGENCES_P;2019;690000625;690782271;N2120;1;;1;2;1
URGENCES_P;2019;690000625;690782271;N2500;7;3;10.18;;
URGENCES_P;2019;690000625;690782271;N9999;29;8;35.9;;
URGENCES_P;2019;690000625;690782271;NINF;18;5;17.33;1;1
URGENCES_P;2019;690007539;690781810;M1140;5;6;6.55;;
URGENCES_P;2019;690007539;690781810;M9999;8;9;8.97;;
URGENCES_P;2019;690007539;690781810;N1220;1;1;1.9;;
URGENCES_P;2019;690007539;690781810;N2120;1;;1.64;;
URGENCES_P;2019;690007539;690781810;N2500;39;7;37.85;;
URGENCES_P;2019;690007539;690781810;N9999;111;24;116.46;;
URGENCES_P;2019;690007539;690781810;NINF;59;14;66.01;;
URGENCES_P;2019;690023411;690000252;M9999;7;;7;;
URGENCES_P;2019;690023411;690000252;N1220;2;;2;;
URGENCES_P;2019;690023411;690000252;N2120;;1;0.8;;
URGENCES_P;2019;690023411;690000252;N2500;3;;3;;
URGENCES_P;2019;690023411;690000252;N2620;1;;1.01;;
URGENCES_P;2019;690023411;690000252;N9999;19;1;19.81;;
URGENCES_P;2019;690023411;690000252;NINF;13;;13;;
URGENCES_P;2019;690041132;690006598;M9999;15;;15;;
URGENCES_P;2019;690041132;690006598;N1220;1;;0.94;;
URGENCES_P;2019;690041132;690006598;N2120;1;;0.4;;
URGENCES_P;2019;690041132;690006598;N2500;6;1;5.8;;
URGENCES_P;2019;690041132;690006598;N2620;2;;2;;
URGENCES_P;2019;690041132;690006598;N9999;34;6;35.39;;
URGENCES_P;2019;690041132;690006598;NINF;24;5;26.25;;
URGENCES_P;2019;690780093;750821092;M9999;7;;6.83;;
URGENCES_P;2019;690780093;750821092;N1220;1;;1;;
URGENCES_P;2019;690780093;750821092;N2120;2;;2;;
URGENCES_P;2019;690780093;750821092;N2500;15;;13.17;;
URGENCES_P;2019;690780093;750821092;N2620;12;;7.03;;
URGENCES_P;2019;690780093;750821092;N9999;66;;48.99;;
URGENCES_P;2019;690780093;750821092;NINF;27;;20.73;;
URGENCES_P;2019;690780390;690000229;M9999;7;0;7;;
URGENCES_P;2019;690780390;690000229;N1220;2;;2;;
URGENCES_P;2019;690780390;690000229;N2120;1;;1;;
URGENCES_P;2019;690780390;690000229;N2500;2;;2.14;;
URGENCES_P;2019;690780390;690000229;N9999;13;9;19.06;;
URGENCES_P;2019;690780390;690000229;NINF;8;9;13.92;;
URGENCES_P;2019;690780416;690031190;M9999;;13;10.64;;
URGENCES_P;2019;690780416;690031190;N1220;7;3;8.97;;
URGENCES_P;2019;690780416;690031190;N2120;1;;1;;
URGENCES_P;2019;690780416;690031190;N2500;3;6;6.69;;
URGENCES_P;2019;690780416;690031190;N9999;22;17;34.91;;
URGENCES_P;2019;690780416;690031190;NINF;11;8;18.25;;
URGENCES_P;2019;690780648;690036900;M9999;1;5;6;;
URGENCES_P;2019;690780648;690036900;N1220;4;1;5;;
URGENCES_P;2019;690780648;690036900;N2120;1;;0.78;;
URGENCES_P;2019;690780648;690036900;N2500;3;1;4.04;;
URGENCES_P;2019;690780648;690036900;N9999;17;4;22.41;;
URGENCES_P;2019;690780648;690036900;NINF;9;2;12.59;;
URGENCES_P;2019;690780655;690000377;M9999;3;4;5;;
URGENCES_P;2019;690780655;690000377;N1220;3;;3.18;;
URGENCES_P;2019;690780655;690000377;N2120;1;;1;;
URGENCES_P;2019;690780655;690000377;N2500;2;2;1.78;;
URGENCES_P;2019;690780655;690000377;N9999;23;5;20.72;;
URGENCES_P;2019;690780655;690000377;NINF;16;3;14.76;;
URGENCES_P;2019;690783154;690781810;M9999;26;15;12.67;;0
URGENCES_P;2019;690783154;690781810;N1220;2;;2;;0
URGENCES_P;2019;690783154;690781810;N2120;3;;2.4;;0
URGENCES_P;2019;690783154;690781810;N2500;59;16;59.99;;
URGENCES_P;2019;690783154;690781810;N9999;167;29;160.22;;
URGENCES_P;2019;690783154;690781810;NINF;82;1;72.11;;0
URGENCES_P;2019;690784137;690781810;M3020;;1;0.03;;
URGENCES_P;2019;690784137;690781810;M9999;15;2;10.52;;0
URGENCES_P;2019;690784137;690781810;N1220;2;1;2.17;;0
URGENCES_P;2019;690784137;690781810;N2120;1;;1.08;;0
URGENCES_P;2019;690784137;690781810;N2500;29;2;26.54;;
URGENCES_P;2019;690784137;690781810;N9999;73;13;73.15;;
URGENCES_P;2019;690784137;690781810;NINF;34;8;34.58;;0
URGENCES_P;2019;690784152;690781810;M9999;12;8;4.04;;0
URGENCES_P;2019;690784152;690781810;N2120;2;;1.75;;0
URGENCES_P;2019;690784152;690781810;N2500;26;;11.48;;
URGENCES_P;2019;690784152;690781810;N9999;71;8;46.21;;
URGENCES_P;2019;690784152;690781810;NINF;40;8;29.52;;0
URGENCES_P;2019;690805361;690805353;M3020;;3;2.6;;
URGENCES_P;2019;690805361;690805353;M9999;10;23;18.13;;0
URGENCES_P;2019;690805361;690805353;N1220;2;;1.88;;0
URGENCES_P;2019;690805361;690805353;N2120;2;;1.24;;0
URGENCES_P;2019;690805361;690805353;N2500;12;4;13.4;;
URGENCES_P;2019;690805361;690805353;N2620;7;1;6.63;;0
URGENCES_P;2019;690805361;690805353;N3120;;1;0.9;;
URGENCES_P;2019;690805361;690805353;N9999;69;10;66.93;;
URGENCES_P;2019;690805361;690805353;NINF;46;4;42.88;;0
URGENCES_P;2019;690807367;690003447;M9999;3;;3;;
URGENCES_P;2019;690807367;690003447;N1220;1;2;2.64;;
URGENCES_P;2019;690807367;690003447;N2120;;1;0.5;;
URGENCES_P;2019;690807367;690003447;N3120;;1;0.1;;
URGENCES_P;2019;690807367;690003447;N9999;7;5;10.14;;
URGENCES_P;2019;690807367;690003447;NINF;6;1;6.9;;
URGENCES_P;2019;700000011;700780026;M9999;8;3;8.76;3;1
URGENCES_P;2019;700000011;700780026;N1220;1;2;2.69;3;1
URGENCES_P;2019;700000011;700780026;N2120;1;0;1;3;1
URGENCES_P;2019;700000011;700780026;N2500;6;4;8.24;;
URGENCES_P;2019;700000011;700780026;N9999;19;9;24.65;;
URGENCES_P;2019;700000011;700780026;NINF;11;3;12.72;3;1
URGENCES_P;2019;700000029;700004591;M9999;15;3;16.6;;1
URGENCES_P;2019;700000029;700004591;N1220;6;;4.83;;
URGENCES_P;2019;700000029;700004591;N2120;;1;0.35;;
URGENCES_P;2019;700000029;700004591;N2500;14;1;13.43;;
URGENCES_P;2019;700000029;700004591;N9999;48;14;50.83;;
URGENCES_P;2019;700000029;700004591;NINF;28;11;32.03;;
URGENCES_P;2019;710010067;710780644;M9999;27;6;9.46;;
URGENCES_P;2019;710010067;710780644;N1220;3;1;2.13;;
URGENCES_P;2019;710010067;710780644;N2120;2;;0.84;;
URGENCES_P;2019;710010067;710780644;N2500;3;1;3.01;;
URGENCES_P;2019;710010067;710780644;N9999;30;6;23.78;;
URGENCES_P;2019;710010067;710780644;NINF;22;4;17.8;;
URGENCES_P;2019;710010786;710781451;M9999;16;2;5.49;3;1
URGENCES_P;2019;710010786;710781451;N1220;1;1;1.85;2;1
URGENCES_P;2019;710010786;710781451;N2120;1;;0.88;3;1
URGENCES_P;2019;710010786;710781451;N2620;10;;7.61;3;1
URGENCES_P;2019;710010786;710781451;N9999;29;3;29.1;;
URGENCES_P;2019;710010786;710781451;NINF;17;2;18.76;3;1
URGENCES_P;2019;710978263;710780958;M9999;9;10;13;3;1
URGENCES_P;2019;710978263;710780958;N1220;3;;2.8;;
URGENCES_P;2019;710978263;710780958;N2120;2;;1.74;;
URGENCES_P;2019;710978263;710780958;N2500;16;7;23.97;;
URGENCES_P;2019;710978263;710780958;N9999;77;18;88.69;;
URGENCES_P;2019;710978263;710780958;NINF;55;10;59.58;;
URGENCES_P;2019;710978289;710780263;M3020;;2;1.6;;
URGENCES_P;2019;710978289;710780263;M9999;18;3;20.97;3;1
URGENCES_P;2019;710978289;710780263;N1220;10;4;12.4;2;1
URGENCES_P;2019;710978289;710780263;N2120;2;0;2;;1
URGENCES_P;2019;710978289;710780263;N2500;13;4;13;;
URGENCES_P;2019;710978289;710780263;N2620;7;;7;1;1
URGENCES_P;2019;710978289;710780263;N9999;59;26;72.83;;
URGENCES_P;2019;710978289;710780263;NINF;27;18;38.43;1;1
URGENCES_P;2019;710978313;710976705;M3020;;1;0.7;;
URGENCES_P;2019;710978313;710976705;M9999;4;3;5.6;;
URGENCES_P;2019;710978313;710976705;N1220;2;;2;;
URGENCES_P;2019;710978313;710976705;N2120;1;;1;;
URGENCES_P;2019;710978313;710976705;N9999;22;1;21.76;;
URGENCES_P;2019;710978313;710976705;NINF;19;1;18.76;;
URGENCES_P;2019;710978347;570010181;M9999;9;3;10.32;3;1
URGENCES_P;2019;710978347;570010181;N1220;6;1;5.42;;
URGENCES_P;2019;710978347;570010181;N2120;1;0;1;3;1
URGENCES_P;2019;710978347;570010181;N2500;2;;1.98;;
URGENCES_P;2019;710978347;570010181;N2620;6;;6;;
URGENCES_P;2019;710978347;570010181;N9999;32;9;31.96;;
URGENCES_P;2019;710978347;570010181;NINF;14;8;17.56;;
URGENCES_P;2019;720000033;720000025;M1140;0;12;5.56;;0
URGENCES_P;2019;720000033;720000025;M9999;3;46;20.89;;0
URGENCES_P;2019;720000033;720000025;N1220;1;1;1.2;;
URGENCES_P;2019;720000033;720000025;N2120;1;3;4;;
URGENCES_P;2019;720000033;720000025;N2500;7;56;53.54;;
URGENCES_P;2019;720000033;720000025;N9999;22;174;165.17;;
URGENCES_P;2019;720000033;720000025;NINF;9;94;89.21;;
URGENCES_P;2019;720000124;720000066;M9999;3;2;4.3;;
URGENCES_P;2019;720000124;720000066;N1220;3;;2.18;;
URGENCES_P;2019;720000124;720000066;N2120;1;;0.13;;
URGENCES_P;2019;720000124;720000066;N2500;5;2;6.19;;
URGENCES_P;2019;720000124;720000066;N9999;17;3;14.97;;
URGENCES_P;2019;720000124;720000066;NINF;7;;6.1;;
URGENCES_P;2019;720000470;610780082;M9999;2;;1.83;3;1
URGENCES_P;2019;720000470;610780082;N1220;1;;0.2;;0
URGENCES_P;2019;720000470;610780082;N2120;;1;0.12;2;1
URGENCES_P;2019;720000470;610780082;N2500;;13;9.69;;
URGENCES_P;2019;720000470;610780082;N9999;1;27;18.1;;
URGENCES_P;2019;720000470;610780082;NINF;;13;8.08;2;
URGENCES_P;2019;720000520;720000140;M9999;3;1;3.6;;0
URGENCES_P;2019;720000520;720000140;N1220;2;;0.73;;
URGENCES_P;2019;720000520;720000140;N2120;1;;0.29;;
URGENCES_P;2019;720000520;720000140;N2500;5;1;5.84;;
URGENCES_P;2019;720000520;720000140;N9999;15;3;13.71;;
URGENCES_P;2019;720000520;720000140;NINF;6;2;5.74;;
URGENCES_P;2019;720001437;720006022;M9999;3;1;5.4;;0
URGENCES_P;2019;720001437;720006022;N1220;1;1;1.8;;
URGENCES_P;2019;720001437;720006022;N2120;1;0;1;;
URGENCES_P;2019;720001437;720006022;N2500;6;5;5.86;;
URGENCES_P;2019;720001437;720006022;N2620;2;;0.2;;
URGENCES_P;2019;720001437;720006022;N3120;1;1;0.2;;
URGENCES_P;2019;720001437;720006022;N9999;18;14;18.74;;
URGENCES_P;2019;720001437;720006022;NINF;7;7;9.68;;
URGENCES_P;2019;720016179;720016724;M9999;4;2;3.7;;
URGENCES_P;2019;720016179;720016724;N1220;3;;0.75;;
URGENCES_P;2019;720016179;720016724;N2120;1;;1;;
URGENCES_P;2019;720016179;720016724;N2500;19;3;19.08;;
URGENCES_P;2019;720016179;720016724;N9999;43;7;38.63;;
URGENCES_P;2019;720016179;720016724;NINF;18;4;16.9;;
URGENCES_P;2019;720017748;720000561;M9999;6;1;7;;
URGENCES_P;2019;720017748;720000561;N1220;5;1;5.2;;
URGENCES_P;2019;720017748;720000561;N2120;;1;0.33;;
URGENCES_P;2019;720017748;720000561;N2500;10;;10;;
URGENCES_P;2019;720017748;720000561;N9999;35;7;38.33;;
URGENCES_P;2019;720017748;720000561;NINF;20;5;22.8;;
URGENCES_P;2019;730000031;730000015;M1140;9;9;3.42;;
URGENCES_P;2019;730000031;730000015;M9999;34;20;28.64;;
URGENCES_P;2019;730000031;730000015;N1220;;;0.04;;
URGENCES_P;2019;730000031;730000015;N2120;3;0;3;;
URGENCES_P;2019;730000031;730000015;N2500;23;6;29.92;;
URGENCES_P;2019;730000031;730000015;N3120;;2;1.62;;
URGENCES_P;2019;730000031;730000015;N9999;70;50;94.77;;
URGENCES_P;2019;730000031;730000015;NINF;44;42;60.19;;
URGENCES_P;2019;730000080;730780103;M9999;1;5;4.92;3;1
URGENCES_P;2019;730000080;730780103;N1220;2;1;2.96;;1
URGENCES_P;2019;730000080;730780103;N2120;0;1;0.4;;1
URGENCES_P;2019;730000080;730780103;N2500;7;1;6.41;;
URGENCES_P;2019;730000080;730780103;N9999;17;9;22.29;;
URGENCES_P;2019;730000080;730780103;NINF;8;6;12.52;;1
URGENCES_P;2019;730000098;730000015;M9999;;;4.35;2;1
URGENCES_P;2019;730000098;730000015;N1220;1;0;1;;
URGENCES_P;2019;730000098;730000015;N2120;1;0;1;;
URGENCES_P;2019;730000098;730000015;N2500;9;3;11.15;;
URGENCES_P;2019;730000098;730000015;N3120;;1;0.7;;
URGENCES_P;2019;730000098;730000015;N9999;29;13;37.97;;
URGENCES_P;2019;730000098;730000015;NINF;16;7;21.4;;
URGENCES_P;2019;730000247;730780525;M9999;7;1;6.45;3;1
URGENCES_P;2019;730000247;730780525;N2120;1;0;0.5;;0
URGENCES_P;2019;730000247;730780525;N2500;4;3;6.95;;
URGENCES_P;2019;730000247;730780525;N9999;24;5;19.42;;
URGENCES_P;2019;730000247;730780525;NINF;19;1;11.94;3;1
URGENCES_P;2019;730000262;730002839;M9999;25;9;9.45;1;1
URGENCES_P;2019;730000262;730002839;N2120;;1;0.55;2;1
URGENCES_P;2019;730000262;730002839;N2500;15;4;12.05;;
URGENCES_P;2019;730000262;730002839;N2620;6;2;5.96;;
URGENCES_P;2019;730000262;730002839;N3120;6;2;4.37;;
URGENCES_P;2019;730000262;730002839;N9999;30;41;39.68;;
URGENCES_P;2019;730000262;730002839;NINF;3;32;16.7;2;1
URGENCES_P;2019;730004298;730010048;M9999;4;4;6;;
URGENCES_P;2019;730004298;730010048;N1220;2;2;2.5;;
URGENCES_P;2019;730004298;730010048;N2120;1;;1;;
URGENCES_P;2019;730004298;730010048;N2500;4;2;4.7;;
URGENCES_P;2019;730004298;730010048;N2620;;2;1.8;;
URGENCES_P;2019;730004298;730010048;N9999;17;7;20.7;;
URGENCES_P;2019;730004298;730010048;NINF;10;1;10.7;;
URGENCES_P;2019;740000237;740781133;M1140;;10;1.58;;0
URGENCES_P;2019;740000237;740781133;M9999;3;43;20.5;1;1
URGENCES_P;2019;740000237;740781133;N1220;2;1;2.06;;0
URGENCES_P;2019;740000237;740781133;N2120;2;2;1.2;;0
URGENCES_P;2019;740000237;740781133;N2500;20;18;31.36;;
URGENCES_P;2019;740000237;740781133;N2620;13;1;4.77;;0
URGENCES_P;2019;740000237;740781133;N3120;;;0.58;;
URGENCES_P;2019;740000237;740781133;N9999;105;61;125.77;;
URGENCES_P;2019;740000237;740781133;NINF;49;25;72.24;;0
URGENCES_P;2019;740000294;740781208;M9999;2;;1.5;;
URGENCES_P;2019;740000294;740781208;N9999;1;2;1.58;;
URGENCES_P;2019;740000294;740781208;NINF;1;2;1.58;;
URGENCES_P;2019;740000302;740781133;M9999;1;26;8.24;1;1
URGENCES_P;2019;740000302;740781133;N1220;3;9;4.73;2;1
URGENCES_P;2019;740000302;740781133;N2120;;1;0.75;2;1
URGENCES_P;2019;740000302;740781133;N2500;8;4;11.09;;
URGENCES_P;2019;740000302;740781133;N2620;;1;0.16;2;1
URGENCES_P;2019;740000302;740781133;N9999;24;39;41.96;;
URGENCES_P;2019;740000302;740781133;NINF;13;17;20.97;2;1
URGENCES_P;2019;740000328;740790381;M9999;10;4;12.05;;
URGENCES_P;2019;740000328;740790381;N1220;;2;1.18;;
URGENCES_P;2019;740000328;740790381;N2500;11;1;10.89;;
URGENCES_P;2019;740000328;740790381;N9999;34;10;39.55;;
URGENCES_P;2019;740000328;740790381;NINF;20;6;23.24;;
URGENCES_P;2019;740014345;740000617;M9999;8;;8;;
URGENCES_P;2019;740014345;740000617;N1220;3;2;4.25;;
URGENCES_P;2019;740014345;740000617;N2120;2;0;2;;
URGENCES_P;2019;740014345;740000617;N2500;4;2;6.35;;
URGENCES_P;2019;740014345;740000617;N9999;22;8;28.99;;
URGENCES_P;2019;740014345;740000617;NINF;13;4;16.39;;
URGENCES_P;2019;740780424;740000120;M9999;4;1;4.8;;
URGENCES_P;2019;740780424;740000120;N1220;;3;1.6;;
URGENCES_P;2019;740780424;740000120;N2120;1;;1;;
URGENCES_P;2019;740780424;740000120;N2500;4;1;4.8;;
URGENCES_P;2019;740780424;740000120;N2620;9;1;8;;
