BOR;AN;FI;FI_EJ;EQUIPIMA;NB;NBEXP;ACTET;ACTEXET;ACTEXEJ;ACTEX;ACTNUI;ACTINT
IMAGES;2019;130786742;750821092;RADIO;4;4;10133;;;19308;442;0
IMAGES;2019;130786742;750821092;SCAN;2;2;5824;;;9013;183;1
IMAGES;2019;130786742;750821092;VASC;1;1;615;;;34;7;1
IMAGES;2019;130786932;130002660;RADIO;1;1;684;;;;;1
IMAGES;2019;130804297;130786049;RADIO;3;3;19399;;;12925;291;1
IMAGES;2019;130809015;130001928;RADIO;1;1;2910;;;;;0
IMAGES;2019;130810740;130007362;IRM;1;1;72;;;;;
IMAGES;2019;130810740;130007362;LITHO;1;1;119;;;;;
IMAGES;2019;130810740;130007362;MAMM;1;0;;;;;;
IMAGES;2019;130810740;130007362;RADIO;8;6;3691;;;;;
IMAGES;2019;130810740;130007362;SCAN;1;1;724;;;;3;1
IMAGES;2019;130810740;130007362;VASC;2;2;334;;;;;
IMAGES;2019;140000027;140000035;IRM;2;2;405;3;2;4734;10;
IMAGES;2019;140000027;140000035;MAMM;1;1;;;;676;;
IMAGES;2019;140000027;140000035;RADIO;3;2;5809;61;0;26796;443;
IMAGES;2019;140000027;140000035;SCAN;1;1;3325;43;2;7797;139;
IMAGES;2019;140000076;140000092;RADIO;2;2;883;;;8630;;0
IMAGES;2019;140000209;140000100;CAM;3;3;839;102;0;7807;0;0
IMAGES;2019;140000209;140000100;IRM;3;3;7577;3;7;11466;74;0
IMAGES;2019;140000209;140000100;RADIO;9;9;45017;0;15;55098;909;1
IMAGES;2019;140000209;140000100;SCAN;3;3;23128;0;15;31078;744;1
IMAGES;2019;140000209;140000100;TOMO;1;1;174;90;0;3608;0;0
IMAGES;2019;140000209;140000100;VASC;5;5;11656;0;143;4097;0;1
IMAGES;2019;140000209;140000100;dtIRM2;1;1;1524;3;0;4340;;0
IMAGES;2019;140000233;140000118;MAMM;1;1;;;;44;;
IMAGES;2019;140000233;140000118;RADIO;2;2;7104;0;0;12180;140;1
IMAGES;2019;140000233;140000118;SCAN;1;1;3109;0;9;6210;132;1
IMAGES;2019;140000373;140000159;RADIO;2;2;4005;262;0;5792;135;0
IMAGES;2019;140000555;140000639;CAM;3;3;519;;19;4938;0;0
IMAGES;2019;140000555;140000639;IRM;1;1;488;;11;5162;2;0
IMAGES;2019;140000555;140000639;MAMM;1;1;;;;4550;;
IMAGES;2019;140000555;140000639;RADIO;2;2;2878;;;557;2;1
IMAGES;2019;140000555;140000639;SCAN;1;1;1498;;8;5736;1;1
IMAGES;2019;140000555;140000639;TOMO;1;1;53;;40;3573;0;0
IMAGES;2019;140002452;140025800;RADIO;1;1;3120;237;;11764;;
IMAGES;2019;140002452;140025800;SCAN;1;0;;;;;;
IMAGES;2019;140017237;140003278;IRM;2;2;432;;;16061;0;0
IMAGES;2019;140017237;140003278;RADIO;3;;;;;;;
IMAGES;2019;140017237;140003278;SCAN;2;2;2285;;;19740;18;1
IMAGES;2019;140017237;140003278;VASC;3;;;;;;;
IMAGES;2019;140024886;140000092;IRM;1;1;314;;;;;
IMAGES;2019;140024886;140000092;RADIO;2;2;7033;;;10628;190;
IMAGES;2019;140024886;140000092;SCAN;1;1;6109;;;;;
IMAGES;2019;150000032;150780088;MAMM;1;1;;;;945;;
IMAGES;2019;150000032;150780088;RADIO;4;4;3440;25;53;14245;141;0
IMAGES;2019;150000032;150780088;SCAN;1;1;2310;9;345;5659;56;1
IMAGES;2019;150000040;150780096;IRM;2;2;888;;5783;6662;10;0
IMAGES;2019;150000040;150780096;MAMM;1;1;;;;1164;;
IMAGES;2019;150000040;150780096;RADIO;3;3;8547;;0;18276;166;0
IMAGES;2019;150000040;150780096;SCAN;1;1;7940;;0;15141;130;0
IMAGES;2019;150000040;150780096;VASC;1;1;1710;;;0;0;0
IMAGES;2019;150000040;150780096;dtIRM1;1;1;149;;3731;2847;;0
IMAGES;2019;150000164;150780468;RADIO;2;2;1737;;;7196;;
IMAGES;2019;150000180;150780500;RADIO;1;1;374;;;426;;0
IMAGES;2019;150780120;150000065;RADIO;1;1;115;0;;1950;0;0
IMAGES;2019;150780732;150000271;CAM;1;;;;;;;
IMAGES;2019;150780732;150000271;RADIO;4;;;;;;;
IMAGES;2019;150780732;150000271;SCAN;1;;;;;;;
IMAGES;2019;160000170;160000204;RADIO;3;;;;;;;
IMAGES;2019;160000253;160000451;CAM;2;2;567;;;5537;;0
IMAGES;2019;160000253;160000451;IRM;2;2;625;;;5215;78;0
IMAGES;2019;160000253;160000451;LITHO;1;1;45;;;87;24;1
IMAGES;2019;160000253;160000451;MAMM;1;1;;;;1778;;
IMAGES;2019;160000253;160000451;RADIO;8;8;9643;;450;41766;548;0
IMAGES;2019;160000253;160000451;SCAN;2;2;3260;;;11584;249;1
IMAGES;2019;160000253;160000451;TOMO;1;1;192;;;2351;;0
IMAGES;2019;160000253;160000451;VASC;2;2;3703;;;687;15;1
IMAGES;2019;160000253;160000451;dtIRM2;1;1;223;;;4588;;0
IMAGES;2019;160000303;160006037;MAMM;1;1;;;;373;;
IMAGES;2019;160000303;160006037;RADIO;2;2;6106;;;2019;;
IMAGES;2019;160000303;160006037;SCAN;1;1;1690;;;;;0
IMAGES;2019;160000311;160000485;MAMM;1;1;;;;2271;;
IMAGES;2019;160000311;160000485;RADIO;2;2;2252;44;;14189;86;
IMAGES;2019;160000311;160000485;SCAN;1;1;847;11;;3262;4;
IMAGES;2019;160000337;160000493;MAMM;1;1;;;;813;;
IMAGES;2019;160000337;160000493;RADIO;1;1;1633;;;17188;59;0
IMAGES;2019;160000337;160000493;SCAN;1;1;1180;;;3556;10;0
IMAGES;2019;160015368;160014411;IRM;1;1;228;;;5032;;0
IMAGES;2019;160015368;160014411;MAMM;1;1;;;;2057;;
IMAGES;2019;160015368;160014411;RADIO;2;2;5506;;;13470;187;1
IMAGES;2019;160015368;160014411;SCAN;1;1;6067;;;7838;71;1
IMAGES;2019;170000038;170780050;MAMM;1;1;;;;317;;
IMAGES;2019;170000038;170780050;RADIO;3;3;3740;;;12449;143;1
IMAGES;2019;170000038;170780050;SCAN;1;1;2535;;;5798;46;1
IMAGES;2019;170000087;170024194;IRM;2;2;2450;;;5835;;0
IMAGES;2019;170000087;170024194;MAMM;1;1;;;;;;
IMAGES;2019;170000087;170024194;RADIO;7;7;28250;;;37654;;1
IMAGES;2019;170000087;170024194;SCAN;2;2;8817;;;8116;;1
IMAGES;2019;170000087;170024194;VASC;3;3;1403;;;346;;1
IMAGES;2019;170000087;170024194;dtIRM2;1;1;948;;;2194;;0
IMAGES;2019;170000095;170780167;MAMM;1;1;;;;0;;
IMAGES;2019;170000095;170780167;RADIO;4;4;2489;546;0;11230;134;0
IMAGES;2019;170000095;170780167;SCAN;1;1;1480;178;0;2698;44;0
IMAGES;2019;170000103;170780175;IRM;1;1;1125;13;;1811;11;
IMAGES;2019;170000103;170780175;MAMM;1;1;;;;355;;
IMAGES;2019;170000103;170780175;RADIO;5;5;16199;139;;17150;488;
IMAGES;2019;170000103;170780175;SCAN;1;1;5085;41;;4489;186;
IMAGES;2019;170000103;170780175;VASC;1;1;1114;0;;0;10;
IMAGES;2019;170000129;170780191;IRM;1;1;168;;;1459;5;0
IMAGES;2019;170000129;170780191;MAMM;1;1;;;;397;;
IMAGES;2019;170000129;170780191;RADIO;3;3;2487;;;13500;210;0
IMAGES;2019;170000129;170780191;SCAN;1;1;2034;;;5426;91;0
IMAGES;2019;170000152;170780225;IRM;2;1;571;;;3344;23;0
IMAGES;2019;170000152;170780225;MAMM;1;1;;;;2392;;
IMAGES;2019;170000152;170780225;RADIO;3;3;10973;;;21062;442;0
IMAGES;2019;170000152;170780225;SCAN;2;1;4825;;;4303;105;0
IMAGES;2019;170000178;170780266;RADIO;1;1;393;;;21;;1
IMAGES;2019;170780563;170000251;LITHO;1;1;77;;;;;
IMAGES;2019;170780563;170000251;MAMM;1;;;;;;;
IMAGES;2019;170780563;170000251;RADIO;2;1;2703;;;;1;
IMAGES;2019;170780563;170000251;SCAN;1;;;;;;;
IMAGES;2019;170780563;170000251;VASC;1;1;315;;;;;
IMAGES;2019;170780621;170000285;RADIO;1;1;2388;;;6230;;
IMAGES;2019;180000010;180000028;IRM;1;1;1434;35;;4551;81;0
IMAGES;2019;180000010;180000028;MAMM;1;1;;;;;;
IMAGES;2019;180000010;180000028;RADIO;4;4;8972;122;;29594;549;1
IMAGES;2019;180000010;180000028;SCAN;2;2;4957;189;;12872;268;1
IMAGES;2019;180000010;180000028;VASC;2;2;1053;;;2;1;1
IMAGES;2019;180000200;180000051;IRM;1;1;114;44;0;4883;1;0
IMAGES;2019;180000200;180000051;RADIO;2;2;3840;247;0;10971;192;0
IMAGES;2019;180000200;180000051;SCAN;1;1;2384;116;0;5759;91;0
IMAGES;2019;180000283;180000069;RADIO;1;1;2440;95;279;6046;158;0
IMAGES;2019;180000283;180000069;SCAN;1;1;2067;42;88;4198;91;0
IMAGES;2019;180000358;180000739;MAMM;1;1;;;;2009;;
IMAGES;2019;180000358;180000739;RADIO;3;3;204;;;;0;
IMAGES;2019;180009490;180006496;SCAN;1;;;;;;;0
IMAGES;2019;190000018;190000042;IRM;1;1;2284;34;;6888;;0
IMAGES;2019;190000018;190000042;MAMM;1;1;;;;1649;;
IMAGES;2019;190000018;190000042;RADIO;3;3;25321;130;;34663;;0
IMAGES;2019;190000018;190000042;SCAN;1;1;6829;58;;7293;;0
IMAGES;2019;190000018;190000042;VASC;1;1;1976;;;;;1
IMAGES;2019;190000026;190000059;IRM;1;1;264;7;;3190;1;0
IMAGES;2019;190000026;190000059;MAMM;1;1;;;;1408;;
IMAGES;2019;190000026;190000059;RADIO;4;4;4886;297;;17755;318;0
IMAGES;2019;190000026;190000059;SCAN;1;1;3424;163;;4886;39;0
IMAGES;2019;190000091;190000075;IRM;1;1;106;;5;1282;0;
IMAGES;2019;190000091;190000075;RADIO;2;2;9057;;;24595;;
IMAGES;2019;190000091;190000075;SCAN;1;1;3172;;99;6060;1;
IMAGES;2019;190000224;190000901;CAM;3;;;;;;;
IMAGES;2019;190000224;190000901;IRM;1;;;;;;;
IMAGES;2019;190000224;190000901;RADIO;3;;;;;;;
IMAGES;2019;190000224;190000901;SCAN;1;;;;;;;
IMAGES;2019;190000224;190000901;TOMO;1;;;;;;;
IMAGES;2019;210012670;210011367;VASC;2;;;;;;;
IMAGES;2019;210780789;210003208;IRM;1;;;;;;;
IMAGES;2019;210780789;210003208;LITHO;1;1;76;;;;;
IMAGES;2019;210780789;210003208;RADIO;4;;;;;;;
IMAGES;2019;210780789;210003208;SCAN;1;;;;;;;
IMAGES;2019;210987558;210780581;IRM;3;3;4648;;2632;9842;45;0
IMAGES;2019;210987558;210780581;RADIO;7;7;49306;2651;;48292;838;0
IMAGES;2019;210987558;210780581;SCAN;3;3;15780;;;15902;547;1
IMAGES;2019;210987558;210780581;VASC;3;3;2761;;;678;18;1
IMAGES;2019;210987558;210780581;dtIRM2;1;1;1727;;;3469;;0
IMAGES;2019;210987632;210780607;RADIO;1;;;;;;;
IMAGES;2019;210987657;210012175;IRM;1;1;325;;;3687;;1
IMAGES;2019;210987657;210012175;MAMM;1;1;;;;28;;
IMAGES;2019;210987657;210012175;RADIO;3;3;6424;;;13045;;0
IMAGES;2019;210987657;210012175;SCAN;1;1;3892;;;3875;108;0
IMAGES;2019;210987665;210012142;MAMM;1;1;;;;728;;
IMAGES;2019;210987665;210012142;RADIO;2;2;959;;;8231;49;0
IMAGES;2019;210987665;210012142;SCAN;1;1;1030;;;2413;15;0
IMAGES;2019;210987673;210012142;RADIO;1;1;384;;;1062;0;0
IMAGES;2019;210987681;210012142;MAMM;1;1;;;;473;;
IMAGES;2019;210987681;210012142;RADIO;2;2;434;;;2387;;0
IMAGES;2019;210987699;210780706;IRM;1;1;269;;;4287;0;0
IMAGES;2019;210987699;210780706;MAMM;1;1;;;;764;;
IMAGES;2019;210987699;210780706;RADIO;2;2;4890;;;12421;249;0
IMAGES;2019;210987699;210780706;SCAN;1;1;2203;;;4993;70;0
IMAGES;2019;210987731;210780417;CAM;3;3;841;;447;6664;;0
IMAGES;2019;210987731;210780417;IRM;1;1;182;;;2453;;0
IMAGES;2019;210987731;210780417;MAMM;2;2;;;;5658;;
IMAGES;2019;210987731;210780417;RADIO;2;2;4222;;;657;;0
IMAGES;2019;210987731;210780417;SCAN;1;1;1492;;;4527;;1
IMAGES;2019;210987731;210780417;TOMO;2;2;153;;423;5262;;0
IMAGES;2019;220000012;220000020;CAM;2;2;549;;;7337;;0
IMAGES;2019;220000012;220000020;IRM;2;2;3423;5;;8779;201;0
IMAGES;2019;220000012;220000020;MAMM;1;1;;;;1268;;
IMAGES;2019;220000012;220000020;RADIO;6;6;29630;244;;39223;2228;1
IMAGES;2019;220000012;220000020;SCAN;2;2;9383;160;;9302;250;0
IMAGES;2019;220000012;220000020;TOMO;1;1;237;;;1688;;0
IMAGES;2019;220000012;220000020;VASC;2;2;3369;0;186;0;21;1
IMAGES;2019;220000012;220000020;dtIRM2;1;1;4389;;;2677;;0
IMAGES;2019;220000095;220000046;IRM;2;2;871;;;904;0;0
IMAGES;2019;220000095;220000046;RADIO;2;2;16545;;;8668;;1
IMAGES;2019;220000095;220000046;SCAN;1;1;6246;;5137;5140;92;0
IMAGES;2019;220000095;220000046;dtIRM1;1;1;0;;;450;;0
IMAGES;2019;220000111;220000376;MAMM;1;;;;;;;
IMAGES;2019;220000111;220000376;RADIO;2;;;;;;;
IMAGES;2019;220000343;220000079;IRM;1;1;424;;;2710;;
IMAGES;2019;220000343;220000079;MAMM;1;1;;;;1585;;
IMAGES;2019;220000343;220000079;RADIO;2;2;3446;;;20833;315;
IMAGES;2019;220000343;220000079;SCAN;1;1;1850;;;5362;88;
IMAGES;2019;220000368;220000103;IRM;1;1;593;8;;4844;6;
IMAGES;2019;220000368;220000103;MAMM;1;1;;;;3051;;
IMAGES;2019;220000368;220000103;RADIO;4;1;3910;860;;21320;237;
IMAGES;2019;220000368;220000103;SCAN;1;1;1963;31;;7646;46;
IMAGES;2019;220000541;220000152;MAMM;1;1;;;;1859;;
IMAGES;2019;220000541;220000152;RADIO;5;5;4022;;;16298;;
IMAGES;2019;220000541;220000152;SCAN;1;1;2171;;356;4460;;
IMAGES;2019;220001259;220005045;RADIO;3;3;1837;0;0;3736;0;0
IMAGES;2019;230000820;230780041;IRM;1;1;546;;;2468;8;
IMAGES;2019;230000820;230780041;MAMM;1;1;;;;614;;
IMAGES;2019;230000820;230780041;RADIO;2;2;9619;;;15420;336;
IMAGES;2019;230000820;230780041;SCAN;1;1;4517;;;6602;173;
IMAGES;2019;230000846;230780066;RADIO;3;3;636;80;;2795;2;0
IMAGES;2019;230004657;230780058;MAMM;1;1;;;;;;
IMAGES;2019;230004657;230780058;RADIO;3;3;;;;;;0
IMAGES;2019;230004657;230780058;SCAN;1;1;;;;;;0
IMAGES;2019;230780082;750005068;RADIO;3;3;3060;;;3012;;
IMAGES;2019;230782617;920028560;RADIO;1;1;363;;;;;
IMAGES;2019;240000372;240000059;IRM;2;1;744;3;;7424;5;0
IMAGES;2019;240000372;240000059;RADIO;2;2;7087;109;;20706;270;1
IMAGES;2019;240000372;240000059;SCAN;1;1;5394;58;;4997;104;0
IMAGES;2019;240000489;240000117;IRM;2;2;1446;;5293;5830;7;1
IMAGES;2019;240000489;240000117;MAMM;1;1;;;;574;;
IMAGES;2019;240000489;240000117;RADIO;2;2;47387;;;42341;518;1
IMAGES;2019;240000489;240000117;SCAN;2;2;14452;;1989;9060;284;1
IMAGES;2019;240000489;240000117;VASC;2;2;3629;;;1;;1
IMAGES;2019;240000489;240000117;dtIRM1;1;1;187;;3251;;;1
IMAGES;2019;240000489;240000117;dtIRM2;1;1;1259;;2042;;;1
IMAGES;2019;240000687;240000448;IRM;1;1;327;;23;4611;0;
IMAGES;2019;240000687;240000448;MAMM;1;1;;;;866;;
IMAGES;2019;240000687;240000448;RADIO;2;2;2352;;0;10541;149;
IMAGES;2019;240000687;240000448;SCAN;1;1;1700;;34;3845;49;
IMAGES;2019;250000270;250000643;CAM;2;;;;;;;
IMAGES;2019;250000270;250000643;IRM;1;;;;;;;
IMAGES;2019;250000270;250000643;SCAN;1;;;;;;;
IMAGES;2019;250000700;250000452;IRM;1;1;821;;;;;0
IMAGES;2019;250000700;250000452;RADIO;3;;;;;;;0
IMAGES;2019;250000700;250000452;SCAN;1;1;7497;;;;;0
IMAGES;2019;250000718;250000460;RADIO;1;1;810;45;51;;0;0
IMAGES;2019;250004009;900000365;IRM;1;;;;;;;
IMAGES;2019;250004009;900000365;SCAN;1;1;541;;;3624;;1
IMAGES;2019;250006954;250000015;CAM;3;3;1027;0;73;6297;6;0
IMAGES;2019;250006954;250000015;IRM;2;2;5976;0;53;9385;300;0
IMAGES;2019;250006954;250000015;LITHO;1;1;5;0;0;0;0;1
IMAGES;2019;250006954;250000015;MAMM;1;1;;;;1130;;
IMAGES;2019;250006954;250000015;RADIO;9;9;49524;0;282;46990;1577;1
IMAGES;2019;250006954;250000015;SCAN;3;3;21796;0;100;16360;590;1
IMAGES;2019;250006954;250000015;TOMO;1;1;276;0;22;2914;38;0
IMAGES;2019;250006954;250000015;VASC;6;6;218;0;0;113;2;1
IMAGES;2019;250006954;250000015;dtIRM2;1;1;4029;0;30;5361;;0
IMAGES;2019;260000013;260000021;CAM;4;4;149;;250;7478;0;0
IMAGES;2019;260000013;260000021;IRM;3;3;2428;27;209;16758;46;0
IMAGES;2019;260000013;260000021;MAMM;1;1;;;;1182;;
IMAGES;2019;260000013;260000021;RADIO;3;3;17196;238;16;24379;579;1
IMAGES;2019;260000013;260000021;SCAN;2;2;10174;90;348;14043;208;1
IMAGES;2019;260000013;260000021;TOMO;1;1;115;;125;2558;0;0
IMAGES;2019;260000013;260000021;VASC;2;2;3594;3;22;765;13;1
IMAGES;2019;260000013;260000021;dtIRM2;1;1;1097;15;;5053;;0
IMAGES;2019;260000120;260016910;IRM;2;2;840;;47;5856;;0
IMAGES;2019;260000120;260016910;RADIO;3;3;10144;;;16059;387;0
IMAGES;2019;260000120;260016910;SCAN;1;1;3387;;;5504;78;1
IMAGES;2019;260000120;260016910;VASC;1;1;112;;;657;0;1
IMAGES;2019;260000138;260000047;IRM;2;2;597;2;25;4786;44;0
IMAGES;2019;260000138;260000047;MAMM;1;1;;;;1423;;
IMAGES;2019;260000138;260000047;RADIO;2;2;10337;95;646;20212;507;1
IMAGES;2019;260000138;260000047;SCAN;3;2;6413;27;248;7280;140;1
IMAGES;2019;260000146;260000054;MAMM;1;1;;;;905;;
IMAGES;2019;260000146;260000054;RADIO;1;1;1665;;;12068;;0
IMAGES;2019;260000195;260006770;RADIO;1;1;1388;;;;;
IMAGES;2019;260000203;260016910;RADIO;1;1;1265;;;4286;;1
IMAGES;2019;260000237;260000088;RADIO;1;1;1;;;14;;0
IMAGES;2019;260000278;260000096;RADIO;1;1;37;;;62;0;0
IMAGES;2019;260000286;260000104;MAMM;1;1;;;;245;;
IMAGES;2019;260000286;260000104;RADIO;1;1;1220;;;4680;17;0
IMAGES;2019;260000286;260000104;SCAN;1;1;282;;;1536;4;0
IMAGES;2019;260000302;260000161;RADIO;2;2;190;;;;;
IMAGES;2019;260003017;260000781;RADIO;2;;;;;;;
IMAGES;2019;260003017;260000781;SCAN;1;;;;;;;
IMAGES;2019;260006267;070000245;RADIO;3;;;;;;;
IMAGES;2019;260006267;070000245;SCAN;1;0;0;;;0;;1
IMAGES;2019;270000045;270000060;MAMM;1;1;;;;649;;
IMAGES;2019;270000045;270000060;RADIO;2;2;2993;;;12028;;
IMAGES;2019;270000045;270000060;SCAN;1;1;1688;;;5221;;
IMAGES;2019;270000326;270000680;IRM;1;;;;;;;
IMAGES;2019;270000326;270000680;LITHO;1;;;;;;;
IMAGES;2019;270000326;270000680;MAMM;1;;;;;;;
IMAGES;2019;270000326;270000680;RADIO;3;;;;;;;
IMAGES;2019;270000326;270000680;SCAN;1;;;;;;;
IMAGES;2019;270000326;270000680;dtIRM1;1;;;;;;;
IMAGES;2019;270000359;270023724;CAM;1;0;;;;;;1
IMAGES;2019;270000359;270023724;IRM;2;2;556;;;4801;42;0
IMAGES;2019;270000359;270023724;MAMM;1;1;;;;4055;;
IMAGES;2019;270000359;270023724;RADIO;3;3;17518;;;33593;469;1
IMAGES;2019;270000359;270023724;SCAN;2;2;6042;;;5974;151;1
IMAGES;2019;270000367;270000086;RADIO;2;2;2384;;;10709;158;0
IMAGES;2019;270000367;270000086;SCAN;1;1;969;;;8994;82;0
IMAGES;2019;270000391;760024042;RADIO;1;1;1467;;;6158;71;
IMAGES;2019;270000425;270000102;IRM;1;1;13;;;5195;;
IMAGES;2019;270000425;270000102;RADIO;1;1;663;;;11254;;
IMAGES;2019;270000425;270000102;SCAN;1;1;693;;;6081;;
IMAGES;2019;270000441;270000110;RADIO;3;3;1615;;;10953;;
IMAGES;2019;270000441;270000110;SCAN;1;1;548;;;2767;15;
IMAGES;2019;270000458;270023724;IRM;1;1;125;;;2849;5;0
IMAGES;2019;270000458;270023724;RADIO;2;2;5353;;;18245;251;0
IMAGES;2019;270000458;270023724;SCAN;1;1;2051;;;3980;64;0
IMAGES;2019;270000862;270000953;CAM;1;;;;;;;
IMAGES;2019;270000862;270000953;RADIO;1;;;;;;;
IMAGES;2019;270000862;270000953;SCAN;1;;;;;;;
IMAGES;2019;270000862;270000953;VASC;1;;;;;;;
IMAGES;2019;270000912;750814030;RADIO;2;2;3188;;;87;0;0
IMAGES;2019;280000084;280000183;IRM;2;2;1425;2;;9384;12;0
IMAGES;2019;280000084;280000183;MAMM;1;1;;;;534;;
IMAGES;2019;280000084;280000183;RADIO;5;5;11112;72;;43792;781;0
IMAGES;2019;280000084;280000183;SCAN;2;2;6291;14;;18310;380;0
IMAGES;2019;280000084;280000183;dtIRM2;1;1;37;;;5107;;
IMAGES;2019;280000449;920030269;RADIO;1;;;;;;;1
IMAGES;2019;280000662;280500075;MAMM;1;1;;;;579;;
IMAGES;2019;280000662;280500075;RADIO;2;2;4085;7;14;11658;162;0
IMAGES;2019;280000662;280500075;SCAN;1;1;2441;5;1;3430;74;0
IMAGES;2019;280007121;720002294;CAM;2;2;0;0;5134;;;
IMAGES;2019;280502998;280000589;MAMM;1;1;;;;910;;
IMAGES;2019;280502998;280000589;RADIO;2;2;2440;0;;9064;106;0
IMAGES;2019;280502998;280000589;SCAN;1;1;2803;;;6409;57;0
IMAGES;2019;280504267;280000134;IRM;2;2;1159;186;;2695;5;1
IMAGES;2019;280504267;280000134;MAMM;1;1;;;;137;;
IMAGES;2019;280504267;280000134;RADIO;7;7;12744;207;;30613;661;0
IMAGES;2019;280504267;280000134;SCAN;2;2;3780;91;;14691;212;1
IMAGES;2019;280504267;280000134;TOMO;1;0;;;;;;
IMAGES;2019;280504267;280000134;VASC;1;1;5258;0;;13;24;1
IMAGES;2019;280504267;280000134;dtIRM2;1;1;639;109;;1243;;
IMAGES;2019;290000025;290020700;IRM;2;2;1542;;;6212;34;0
IMAGES;2019;290000025;290020700;LITHO;1;1;156;;;434;;1
IMAGES;2019;290000025;290020700;MAMM;1;1;;;;1579;;
IMAGES;2019;290000025;290020700;RADIO;7;7;11050;;;30011;612;1
IMAGES;2019;290000025;290020700;SCAN;2;2;5779;;;10774;401;1
IMAGES;2019;290000025;290020700;VASC;1;1;1631;;;10;4;1
IMAGES;2019;290000025;290020700;dtIRM2;1;1;1453;;;3780;;0
IMAGES;2019;290000033;290021542;IRM;1;1;743;1;3502;2678;6;0
IMAGES;2019;290000033;290021542;MAMM;1;1;;;;210;;
IMAGES;2019;290000033;290021542;RADIO;4;4;10359;224;3;23764;412;1
IMAGES;2019;290000033;290021542;SCAN;1;1;6191;107;;6723;130;0
IMAGES;2019;290000058;290000017;CAM;2;2;195;;;3795;;0
IMAGES;2019;290000058;290000017;IRM;1;1;714;;;4241;5;0
IMAGES;2019;290000058;290000017;MAMM;1;1;;;;2550;;
IMAGES;2019;290000058;290000017;RADIO;3;3;7882;;;20849;210;1
IMAGES;2019;290000058;290000017;SCAN;1;1;1680;;;5371;12;0
IMAGES;2019;290000058;290000017;TOMO;2;2;798;;;9510;52;0
IMAGES;2019;290000058;290000017;VASC;1;1;263;;;1390;;0
IMAGES;2019;290000066;290020700;MAMM;1;1;;;;1222;;
IMAGES;2019;290000066;290020700;RADIO;1;1;592;;;9791;2;1
IMAGES;2019;290000140;290000447;RADIO;3;0;0;;;;;
IMAGES;2019;290000140;290000447;SCAN;1;0;0;;;;;
IMAGES;2019;290000173;290000041;RADIO;3;3;4619;25;;12220;129;
IMAGES;2019;290000173;290000041;SCAN;1;1;3668;19;;4512;29;
IMAGES;2019;290000181;290000074;MAMM;1;1;;;;789;;
IMAGES;2019;290000181;290000074;RADIO;2;2;4357;188;;8648;127;0
IMAGES;2019;290000181;290000074;SCAN;1;1;2490;9;;3029;20;0
IMAGES;2019;290000207;290000520;CAM;2;;;;;;;
IMAGES;2019;290000207;290000520;LITHO;1;1;23;;;;;
IMAGES;2019;290000207;290000520;MAMM;1;;;;;;;
IMAGES;2019;290000207;290000520;RADIO;4;;;;;;;
IMAGES;2019;290000215;290029974;IRM;2;;;;;;;
IMAGES;2019;290000215;290029974;MAMM;1;;;;;;;
IMAGES;2019;290000215;290029974;RADIO;2;;;;;;;
IMAGES;2019;290000215;290029974;SCAN;1;;;;;;;
IMAGES;2019;290000215;290029974;dtIRM1;1;;;;;;;
IMAGES;2019;290000215;290029974;dtIRM2;1;;;;;;;
IMAGES;2019;290000256;290000017;IRM;1;1;69;;;1068;0;0
IMAGES;2019;290000256;290000017;RADIO;3;3;5398;;;9622;204;0
IMAGES;2019;290000256;290000017;SCAN;1;1;2496;;;3593;58;0
IMAGES;2019;290000728;750821092;IRM;1;1;71;;;4538;;0
IMAGES;2019;290000728;750821092;RADIO;3;3;5089;;;15815;278;0
IMAGES;2019;290000728;750821092;SCAN;1;1;2167;;;4228;59;1
IMAGES;2019;290000785;220020739;RADIO;2;2;1974;;;18703;257;0
IMAGES;2019;290000785;220020739;SCAN;1;1;1604;0;0;4931;39;0
IMAGES;2019;290000934;560005746;MAMM;1;1;;;;276;;
IMAGES;2019;290000934;560005746;RADIO;2;2;1351;163;54;16823;221;
IMAGES;2019;290000934;560005746;SCAN;1;1;1790;83;20;5050;36;0
IMAGES;2019;290000975;290000546;RADIO;4;4;1728;59;;968;;
IMAGES;2019;290004324;290000017;CAM;2;2;1265;;;4079;;0
IMAGES;2019;290004324;290000017;IRM;2;2;2574;;;7556;20;0
IMAGES;2019;290004324;290000017;LITHO;1;1;340;;;;;0
IMAGES;2019;290004324;290000017;RADIO;6;6;41573;;;32711;993;1
IMAGES;2019;290004324;290000017;SCAN;2;2;17570;;;10435;496;0
IMAGES;2019;290004324;290000017;VASC;4;4;2894;;;4568;;1
IMAGES;2019;290004324;290000017;dtIRM2;1;1;1039;;;3949;;0
IMAGES;2019;290019777;290022508;IRM;2;;;;;;;
IMAGES;2019;290019777;290022508;SCAN;1;;;;;;;
IMAGES;2019;290019777;290022508;VASC;1;1;1891;;;;;
IMAGES;2019;290019777;290022508;dtIRM1;1;;;;;;;
IMAGES;2019;290023431;290001049;MAMM;1;;;;;;;
IMAGES;2019;290023431;290001049;RADIO;2;;;;;;;
IMAGES;2019;290023431;290001049;SCAN;1;0;;;;;;
IMAGES;2019;2A0000022;2A0000014;IRM;2;1;1154;;;9546;20;0
IMAGES;2019;2A0000022;2A0000014;LITHO;1;1;106;;;;1;0
IMAGES;2019;2A0000022;2A0000014;RADIO;2;2;9825;;;13416;154;0
