BOR;AN;FI;FI_EJ;PERSO;SMUR_EFFPL;SMUR_EFFPA;SMUR_ETP;SMUR_COMSU;SAMU_EFFPL;SAMU_EFFPA;SAMU_ETP
SMURSAMU_P;2019;470000423;470016171;M9999;5;7;4.5;1;6;9;5.42
SMURSAMU_P;2019;470000423;470016171;N1220;0;2;0.44;;14;3;13.12
SMURSAMU_P;2019;470000423;470016171;N2120;0;1;0.34;;0;1;0.2
SMURSAMU_P;2019;470000423;470016171;N2223;6;1;6.01;;0;1;0.25
SMURSAMU_P;2019;470000423;470016171;N2500;8;1;8.5;;1;3;2.1
SMURSAMU_P;2019;470000423;470016171;N5140;;;;;1;0;1
SMURSAMU_P;2019;470000423;470016171;N9999;14;5;15.29;;16;9;16.67
SMURSAMU_P;2019;470000431;470000324;M9999;;2;0.42;1;;;
SMURSAMU_P;2019;470000431;470000324;N2500;1;;1;;;;
SMURSAMU_P;2019;470000431;470000324;N9999;2;;2;1;;;
SMURSAMU_P;2019;470000480;470001660;M9999;2;2;3;;;;
SMURSAMU_P;2019;470000480;470001660;N1220;;1;0.2;1;;;
SMURSAMU_P;2019;470000480;470001660;N2120;;1;0.28;1;;;
SMURSAMU_P;2019;470000480;470001660;N2223;2;4;2.84;0;;;
SMURSAMU_P;2019;470000480;470001660;N5140;3;3;5.25;1;;;
SMURSAMU_P;2019;470000480;470001660;N9999;5;9;8.57;;;;
SMURSAMU_P;2019;470016205;470016171;M9999;4;6;3.51;;;;
SMURSAMU_P;2019;470016205;470016171;N2120;0;1;0.1;;;;
SMURSAMU_P;2019;470016205;470016171;N2223;6;0;6;;;;
SMURSAMU_P;2019;470016205;470016171;N9999;6;2;6.1;;;;
SMURSAMU_P;2019;480000017;480780097;M9999;10;5;4.71;1;10;5;4.04
SMURSAMU_P;2019;480000017;480780097;N1220;;;;0;6;1;7.73
SMURSAMU_P;2019;480000017;480780097;N2120;;;;;1;;0.29
SMURSAMU_P;2019;480000017;480780097;N2223;15;4;6.14;1;;;
SMURSAMU_P;2019;480000017;480780097;N2500;;;;;2;;0.87
SMURSAMU_P;2019;480000017;480780097;N5140;9;;9;1;;;
SMURSAMU_P;2019;480000017;480780097;N9999;25;4;15.33;1;10;1;9.09
SMURSAMU_P;2019;490000049;490000031;M9999;0;46;13.48;1;0;46;9.5
SMURSAMU_P;2019;490000049;490000031;MREG;0;46;13.48;1;0;46;9.5
SMURSAMU_P;2019;490000049;490000031;N1220;0;1;0.5;0;18;7;23.6
SMURSAMU_P;2019;490000049;490000031;N2120;1;0;1;0;0;0;0
SMURSAMU_P;2019;490000049;490000031;N2223;9;10;14.6;0;0;0;0
SMURSAMU_P;2019;490000049;490000031;N5140;13;2;14.6;0;0;0;0
SMURSAMU_P;2019;490000049;490000031;N9999;23;13;30.7;0;19;7;23.7
SMURSAMU_P;2019;490000635;490000676;M9999;19;2;4.2;1;;;
SMURSAMU_P;2019;490000635;490000676;N1220;1;;1;1;;;
SMURSAMU_P;2019;490000635;490000676;N2223;3;1;3.75;1;;;
SMURSAMU_P;2019;490000635;490000676;N9999;4;1;4.75;1;;;
SMURSAMU_P;2019;490001765;490528452;M9999;6;5;1.92;0;;;
SMURSAMU_P;2019;490001765;490528452;N2223;4;5;2.57;0;;;
SMURSAMU_P;2019;490001765;490528452;N5140;5;;5.45;0;;;
SMURSAMU_P;2019;490001765;490528452;N9999;9;5;8.03;0;;;
SMURSAMU_P;2019;500000021;500000054;M9999;;11;5.58;1;;;
SMURSAMU_P;2019;500000021;500000054;N2223;0;27;6.28;1;;;
SMURSAMU_P;2019;500000021;500000054;N2500;0;0;0.02;;;;
SMURSAMU_P;2019;500000021;500000054;N5140;5;0;4.89;0;;;
SMURSAMU_P;2019;500000021;500000054;N9999;6;27;12.27;1;;;
SMURSAMU_P;2019;500000187;500000013;M9999;12;2;4.33;1;;;
SMURSAMU_P;2019;500000187;500000013;N2120;1;;0.09;1;;;
SMURSAMU_P;2019;500000187;500000013;N2223;6;1;6.85;1;;;
SMURSAMU_P;2019;500000187;500000013;N2500;6;0;5.88;;;;
SMURSAMU_P;2019;500000187;500000013;N9999;14;1;12.82;1;;;
SMURSAMU_P;2019;500000260;500000054;M9999;;6;3.41;1;;;
SMURSAMU_P;2019;500000260;500000054;N2223;0;21;5.9;1;;;
SMURSAMU_P;2019;500000260;500000054;N2500;0;15;2.93;;;;
SMURSAMU_P;2019;500000260;500000054;N9999;0;36;8.83;1;;;
SMURSAMU_P;2019;500000427;500000096;M9999;8;;1.75;1;;;
SMURSAMU_P;2019;500000427;500000096;N1220;1;;0.5;1;;;
SMURSAMU_P;2019;500000427;500000096;N2120;1;;0.3;1;;;
SMURSAMU_P;2019;500000427;500000096;N2223;8;;6.95;1;;;
SMURSAMU_P;2019;500000427;500000096;N2500;2;1;2.86;;;;
SMURSAMU_P;2019;500000427;500000096;N9999;12;1;10.61;1;;;
SMURSAMU_P;2019;500000450;500000112;M9999;22;;10.08;1;15;;2.06
SMURSAMU_P;2019;500000450;500000112;MREG;15;;4.28;;;;
SMURSAMU_P;2019;500000450;500000112;N1220;;;;;15;2;15.35
SMURSAMU_P;2019;500000450;500000112;N2120;1;;0.25;0;1;;0.5
SMURSAMU_P;2019;500000450;500000112;N2223;26;7;5.8;1;;;
SMURSAMU_P;2019;500000450;500000112;N2500;18;2;5.6;;;;
SMURSAMU_P;2019;500000450;500000112;N9999;45;9;11.65;;16;2;15.85
SMURSAMU_P;2019;500000468;500000013;M9999;4;2;3.61;1;;;
SMURSAMU_P;2019;500000468;500000013;N2120;1;;0.09;1;;;
SMURSAMU_P;2019;500000468;500000013;N2223;4;0;3.83;1;;;
SMURSAMU_P;2019;500000468;500000013;N2500;2;;1.91;;;;
SMURSAMU_P;2019;500000468;500000013;N9999;7;0;5.83;1;;;
SMURSAMU_P;2019;500000591;500000393;N2223;16;3;4.2;1;;;
SMURSAMU_P;2019;500000591;500000393;N2500;12;3;2.1;;;;
SMURSAMU_P;2019;500000591;500000393;N9999;28;6;6.3;;;;
SMURSAMU_P;2019;510000169;510000037;M9999;;15;9.07;;;;
SMURSAMU_P;2019;510000169;510000037;N2120;;1;0.2;;;;
SMURSAMU_P;2019;510000169;510000037;N2223;;18;5.92;;;;
SMURSAMU_P;2019;510000169;510000037;N5140;;10;5.59;;;;
SMURSAMU_P;2019;510000169;510000037;N9999;;29;11.71;;;;
SMURSAMU_P;2019;510000235;510000060;M9999;;8;4.08;;;;
SMURSAMU_P;2019;510000235;510000060;N2120;;1;0.25;1;;;
SMURSAMU_P;2019;510000235;510000060;N2223;;23;5.65;1;;;
SMURSAMU_P;2019;510000235;510000060;N2500;;1;0.1;;;;
SMURSAMU_P;2019;510000235;510000060;N5140;;8;2.4;1;;;
SMURSAMU_P;2019;510000235;510000060;N9999;;33;8.4;1;;;
SMURSAMU_P;2019;510000250;510000078;M9999;;5;2.21;1;;;
SMURSAMU_P;2019;510000250;510000078;N2223;5;;5;0;;;
SMURSAMU_P;2019;510000250;510000078;N9999;5;;5;0;;;
SMURSAMU_P;2019;510004302;510000029;M1140;3;1;0.35;0;;;
SMURSAMU_P;2019;510004302;510000029;M9999;21;2;9.23;0;19;2;5.94
SMURSAMU_P;2019;510004302;510000029;N1220;3;0;2;0;13;0;7.97
SMURSAMU_P;2019;510004302;510000029;N2120;0;0;0.28;1;0;0;0.28
SMURSAMU_P;2019;510004302;510000029;N2223;17;6;17.67;0;3;0;1.23
SMURSAMU_P;2019;510004302;510000029;N2500;1;0;0.66;;1;0;0.17
SMURSAMU_P;2019;510004302;510000029;N5140;15;0;14.5;0;0;0;0
SMURSAMU_P;2019;510004302;510000029;N9999;36;6;35.11;0;21;0;16.98
SMURSAMU_P;2019;510023914;510000037;M9999;;13;3.85;;;;
SMURSAMU_P;2019;510023914;510000037;N2223;6;1;7;;;;
SMURSAMU_P;2019;510023914;510000037;N5140;3;;3;;;;
SMURSAMU_P;2019;510023914;510000037;N9999;9;1;10;;;;
SMURSAMU_P;2019;510023922;100006279;M9999;3;0;3;;;;
SMURSAMU_P;2019;510023922;100006279;N2120;0;0;0.2;;;;
SMURSAMU_P;2019;510023922;100006279;N2223;6;0;5.6;;;;
SMURSAMU_P;2019;510023922;100006279;N5140;3;0;2.8;;;;
SMURSAMU_P;2019;510023922;100006279;N9999;9;0;8.6;;;;
SMURSAMU_P;2019;520000027;520780032;M9999;;15;5.85;1;;8;2.17
SMURSAMU_P;2019;520000027;520780032;N1220;;;;;8;;7.29
SMURSAMU_P;2019;520000027;520780032;N2120;;1;0.26;1;;1;0.26
SMURSAMU_P;2019;520000027;520780032;N2223;11;3;13.59;1;;;
SMURSAMU_P;2019;520000027;520780032;N5140;10;1;10.58;;2;1;2.9
SMURSAMU_P;2019;520000027;520780032;N9999;21;5;24.44;1;10;2;10.45
SMURSAMU_P;2019;520000043;520780057;M9999;;8;3.8;1;;;
SMURSAMU_P;2019;520000043;520780057;N2223;;14;5.7;1;;;
SMURSAMU_P;2019;520000043;520780057;N5140;;5;4.99;1;;;
SMURSAMU_P;2019;520000043;520780057;N9999;;19;10.69;1;;;
SMURSAMU_P;2019;520000068;520780073;M9999;8;1;2.95;1;;;
SMURSAMU_P;2019;520000068;520780073;N2223;5;1;5.8;1;;;
SMURSAMU_P;2019;520000068;520780073;N2500;8;;8;;;;
SMURSAMU_P;2019;520000068;520780073;N9999;13;1;13.8;;;;
SMURSAMU_P;2019;530000017;530000025;M9999;7;5;5.92;1;0;0;0
SMURSAMU_P;2019;530000017;530000025;MREG;7;5;5.92;;0;0;0
SMURSAMU_P;2019;530000017;530000025;N2223;1;2;2.7;0;0;0;0
SMURSAMU_P;2019;530000017;530000025;N9999;1;2;2.7;;0;0;0
SMURSAMU_P;2019;530000173;530000074;M9999;5;4;2.82;1;;;
SMURSAMU_P;2019;530000173;530000074;N2120;1;0;0.1;0;;;
SMURSAMU_P;2019;530000173;530000074;N2223;16;0;5.07;1;;;
SMURSAMU_P;2019;530000173;530000074;N9999;17;0;5.17;1;;;
SMURSAMU_P;2019;530000264;530000371;M9999;5;8;4.13;;5;9;4.56
SMURSAMU_P;2019;530000264;530000371;N1220;0;0;0;;12;3;14.2
SMURSAMU_P;2019;530000264;530000371;N2223;2;14;7.35;;0;0;0
SMURSAMU_P;2019;530000264;530000371;N2500;1;0;1;;1;0;1
SMURSAMU_P;2019;530000264;530000371;N5140;6;0;6;;0;0;0
SMURSAMU_P;2019;530000264;530000371;N9999;9;14;14.35;;13;3;15.2
SMURSAMU_P;2019;540000015;540023264;M1140;5;1;0.87;1;;;
SMURSAMU_P;2019;540000015;540023264;M9999;5;1;0.87;1;;;
SMURSAMU_P;2019;540000015;540023264;MREG;;;;1;;;
SMURSAMU_P;2019;540000015;540023264;N1220;;;;1;;;
SMURSAMU_P;2019;540000015;540023264;N2120;;;;1;;;
SMURSAMU_P;2019;540000015;540023264;N2223;4;1;4.78;1;;;
SMURSAMU_P;2019;540000015;540023264;N9999;4;1;4.78;1;;;
SMURSAMU_P;2019;540000023;540000049;M9999;;18;4.5;1;;;
SMURSAMU_P;2019;540000023;540000049;N1220;;1;0.2;1;;;
SMURSAMU_P;2019;540000023;540000049;N2120;;1;0.2;1;;;
SMURSAMU_P;2019;540000023;540000049;N2223;;16;5.9;1;;;
SMURSAMU_P;2019;540000023;540000049;N2500;4;3;6.61;;;;
SMURSAMU_P;2019;540000023;540000049;N9999;4;21;12.91;1;;;
SMURSAMU_P;2019;540000155;540000080;M9999;;11;5.22;1;;;
SMURSAMU_P;2019;540000155;540000080;N2120;;1;0.1;1;;;
SMURSAMU_P;2019;540000155;540000080;N2223;;11;4.43;1;;;
SMURSAMU_P;2019;540000155;540000080;N2500;;11;4.43;;;;
SMURSAMU_P;2019;540000155;540000080;N5140;;2;1.38;;;;
SMURSAMU_P;2019;540000155;540000080;N9999;;25;11.4;1;;;
SMURSAMU_P;2019;540000296;540000106;M9999;;18;4.4;1;;;
SMURSAMU_P;2019;540000296;540000106;N2223;8;3;4.75;1;;;
SMURSAMU_P;2019;540000296;540000106;N5140;7;1;7.2;1;;;
SMURSAMU_P;2019;540000296;540000106;N9999;15;4;11.95;1;;;
SMURSAMU_P;2019;540001070;540000767;M9999;;9;1.61;1;;;
SMURSAMU_P;2019;540001070;540000767;N1220;0;1;0.02;1;;;
SMURSAMU_P;2019;540001070;540000767;N2120;0;1;0.23;1;;;
SMURSAMU_P;2019;540001070;540000767;N2223;0;23;4.81;1;;;
SMURSAMU_P;2019;540001070;540000767;N2500;0;13;5.23;;;;
SMURSAMU_P;2019;540001070;540000767;N9999;0;38;11.89;1;;;
SMURSAMU_P;2019;540001096;570010181;M9999;6;3;7.4;;;;
SMURSAMU_P;2019;540001096;570010181;N1220;;1;0.9;;;;
SMURSAMU_P;2019;540001096;570010181;N2120;;1;0.2;;;;
SMURSAMU_P;2019;540001096;570010181;N2223;6;;6;;;;
SMURSAMU_P;2019;540001096;570010181;N2500;6;;6;;;;
SMURSAMU_P;2019;540001096;570010181;N9999;12;3;13.6;;;;
SMURSAMU_P;2019;540001138;540023264;M9999;42;1;12.59;1;38;1;9.86
SMURSAMU_P;2019;540001138;540023264;MREG;42;1;12.59;1;38;1;9.86
SMURSAMU_P;2019;540001138;540023264;N1220;1;;1;0;23;4;27.41
SMURSAMU_P;2019;540001138;540023264;N2120;1;;0.44;1;;;
SMURSAMU_P;2019;540001138;540023264;N2223;22;2;17.18;1;1;;0.5
SMURSAMU_P;2019;540001138;540023264;N2500;1;;1;;;;0.73
SMURSAMU_P;2019;540001138;540023264;N5140;18;;17.91;0;;;
SMURSAMU_P;2019;540001138;540023264;N9999;43;2;37.53;;24;4;28.64
SMURSAMU_P;2019;540002698;540023264;M1140;3;;0.8;;;;
SMURSAMU_P;2019;540002698;540023264;M9999;3;;0.8;;;;
SMURSAMU_P;2019;540002698;540023264;N2223;34;12;5.87;;;;
SMURSAMU_P;2019;540002698;540023264;N9999;34;12;5.87;;;;
SMURSAMU_P;2019;550000012;550006795;M9999;13;;4.18;;14;;4.02
SMURSAMU_P;2019;550000012;550006795;N1220;;;;;12;;11.58
SMURSAMU_P;2019;550000012;550006795;N2120;1;;0.06;;1;;0.06
SMURSAMU_P;2019;550000012;550006795;N2223;5;;5;;;;
SMURSAMU_P;2019;550000012;550006795;N2500;;;;;1;;1.58
SMURSAMU_P;2019;550000012;550006795;N5140;6;;6;;;;
SMURSAMU_P;2019;550000012;550006795;N9999;12;;11.06;;14;;13.22
SMURSAMU_P;2019;550000434;550003354;M9999;;3;0.81;1;;;
SMURSAMU_P;2019;550000434;550003354;N1220;;3;0.5;1;;;
SMURSAMU_P;2019;550000434;550003354;N2120;;1;0.3;1;;;
SMURSAMU_P;2019;550000434;550003354;N2223;;20;6.07;1;;;
SMURSAMU_P;2019;550000434;550003354;N5140;7;;6.08;1;;;
SMURSAMU_P;2019;550000434;550003354;N9999;7;24;12.96;;;;
SMURSAMU_P;2019;560000127;560023210;M9999;4;0;3.17;1;7;3;7.94
SMURSAMU_P;2019;560000127;560023210;MREG;4;0;3.17;1;7;3;7.94
SMURSAMU_P;2019;560000127;560023210;N1220;;;;0;23;6;25.67
SMURSAMU_P;2019;560000127;560023210;N2120;0;2;0.1;0;0;0;0.83
SMURSAMU_P;2019;560000127;560023210;N2223;0;6;0.53;1;;;
SMURSAMU_P;2019;560000127;560023210;N5140;3;17;15.02;0;;;
SMURSAMU_P;2019;560000127;560023210;N9999;3;25;15.65;1;23;6;26.51
SMURSAMU_P;2019;560000135;560005746;M9999;;26;10.19;1;;;
SMURSAMU_P;2019;560000135;560005746;N2120;;;;1;;;
SMURSAMU_P;2019;560000135;560005746;N2223;6;;5.65;1;;;
SMURSAMU_P;2019;560000135;560005746;N2500;6;;5.65;;;;
SMURSAMU_P;2019;560000135;560005746;N9999;12;;11.3;;;;
SMURSAMU_P;2019;560000192;560000044;M9999;2;14;9.65;1;;;
SMURSAMU_P;2019;560000192;560000044;N1220;2;;2.24;1;;;
SMURSAMU_P;2019;560000192;560000044;N2120;1;;0.6;1;;;
SMURSAMU_P;2019;560000192;560000044;N2223;12;8;17.95;1;;;
SMURSAMU_P;2019;560000192;560000044;N2500;11;3;13.33;;;;
SMURSAMU_P;2019;560000192;560000044;N9999;26;11;34.12;1;;;
SMURSAMU_P;2019;560000200;560023210;M9999;5;0;4.44;1;;;
SMURSAMU_P;2019;560000200;560023210;N2120;0;2;0.1;;;;
SMURSAMU_P;2019;560000200;560023210;N2223;0;64;14.46;1;;;
SMURSAMU_P;2019;560000200;560023210;N5140;0;17;5.31;;;;
SMURSAMU_P;2019;560000200;560023210;N9999;0;83;19.87;;;;
SMURSAMU_P;2019;570000059;570025254;M1140;4;2;0.1;1;0;0;0
SMURSAMU_P;2019;570000059;570025254;M9999;12;9;7.3;1;0;0;0
SMURSAMU_P;2019;570000059;570025254;N2223;9;0;9;1;0;0;0
SMURSAMU_P;2019;570000059;570025254;N5140;10;0;10;1;0;0;0
SMURSAMU_P;2019;570000059;570025254;N9999;19;0;19;;0;0;0
SMURSAMU_P;2019;570000117;570015099;M9999;7;5;3.57;1;0;0;0
SMURSAMU_P;2019;570000117;570015099;MREG;1;0;1;1;0;0;0
SMURSAMU_P;2019;570000117;570015099;N1220;3;0;0.2;;0;0;0
SMURSAMU_P;2019;570000117;570015099;N2120;1;0;0.2;;0;0;0
SMURSAMU_P;2019;570000117;570015099;N2223;21;4;5.85;;0;0;0
SMURSAMU_P;2019;570000117;570015099;N2500;6;0;2.71;;0;0;0
SMURSAMU_P;2019;570000117;570015099;N9999;31;9;8.96;;0;0;0
SMURSAMU_P;2019;570000349;570005165;M9999;0;19;10.6;1;;;
SMURSAMU_P;2019;570000349;570005165;N1220;0;1;0.5;1;;;
SMURSAMU_P;2019;570000349;570005165;N2120;1;0;1;0;;;
SMURSAMU_P;2019;570000349;570005165;N2223;12;0;12;0;;;
SMURSAMU_P;2019;570000349;570005165;N5140;26;1;26.22;0;;;
SMURSAMU_P;2019;570000349;570005165;N9999;39;2;39.72;0;;;
SMURSAMU_P;2019;570000661;570000158;M9999;19;;2;1;;;
SMURSAMU_P;2019;570000661;570000158;N1220;1;;1;1;;;
SMURSAMU_P;2019;570000661;570000158;N2223;5;3;7.74;1;;;
SMURSAMU_P;2019;570000661;570000158;N2500;5;1;5.11;;;;
SMURSAMU_P;2019;570000661;570000158;N9999;11;4;13.85;1;;;
SMURSAMU_P;2019;570000901;570000158;M9999;19;;4;1;;;
SMURSAMU_P;2019;570000901;570000158;N2120;;1;0.3;1;;;
SMURSAMU_P;2019;570000901;570000158;N2223;4;1;5.37;1;;;
SMURSAMU_P;2019;570000901;570000158;N2500;8;;7.95;;;;
SMURSAMU_P;2019;570000901;570000158;N9999;12;2;13.62;1;;;
SMURSAMU_P;2019;570026682;570005165;M9999;0;25;10.6;1;0;43;14.1
SMURSAMU_P;2019;570026682;570005165;MREG;0;0;0;0;0;43;14.1
SMURSAMU_P;2019;570026682;570005165;N1220;0;1;0.5;1;32;3;34.5
SMURSAMU_P;2019;570026682;570005165;N2120;0;0;0;1;1;0;1
SMURSAMU_P;2019;570026682;570005165;N2223;0;30;12;1;0;0;0
SMURSAMU_P;2019;570026682;570005165;N5140;14;0;14;0;0;0;0
SMURSAMU_P;2019;570026682;570005165;N9999;17;32;29.98;1;33;3;35.5
SMURSAMU_P;2019;580972669;580780070;M9999;1;2;0.84;;;;
SMURSAMU_P;2019;580972669;580780070;N1220;1;;0.25;;;;
SMURSAMU_P;2019;580972669;580780070;N2120;1;;0.05;;;;
SMURSAMU_P;2019;580972669;580780070;N2223;3;;2.8;;;;
SMURSAMU_P;2019;580972669;580780070;N9999;5;;3.1;;;;
SMURSAMU_P;2019;580972677;580780088;M9999;2;;2;;;;
SMURSAMU_P;2019;580972677;580780088;N1220;2;;2;;;;
SMURSAMU_P;2019;580972677;580780088;N2120;;1;0.5;;;;
SMURSAMU_P;2019;580972677;580780088;N2223;13;;13;;;;
SMURSAMU_P;2019;580972677;580780088;N2500;4;;4;;;;
SMURSAMU_P;2019;580972677;580780088;N9999;19;1;19.5;;;;
SMURSAMU_P;2019;580972685;580780096;M9999;6;4;5.67;1;;;
SMURSAMU_P;2019;580972685;580780096;N2120;1;;0.15;1;;;
SMURSAMU_P;2019;580972685;580780096;N2223;18;2;6.3;1;;;
SMURSAMU_P;2019;580972685;580780096;N5140;9;1;4.59;1;;;
SMURSAMU_P;2019;580972685;580780096;N9999;28;3;11.04;;;;
SMURSAMU_P;2019;580972693;580780039;M9999;;11;10.62;;;;
SMURSAMU_P;2019;580972693;580780039;N1220;1;;1;;;;
SMURSAMU_P;2019;580972693;580780039;N2223;6;;6.04;;;;
SMURSAMU_P;2019;580972693;580780039;N5140;8;;6.14;;;;
SMURSAMU_P;2019;580972693;580780039;N9999;18;;17.33;;;;
SMURSAMU_P;2019;590000337;590781415;M9999;29;;10;1;;;
SMURSAMU_P;2019;590000337;590781415;N2120;;3;1;1;;;
SMURSAMU_P;2019;590000337;590781415;N2223;;62;15.3;1;;;
SMURSAMU_P;2019;590000337;590781415;N5140;12;3;14.2;1;;;
SMURSAMU_P;2019;590000337;590781415;N9999;12;68;30.5;;;;
SMURSAMU_P;2019;590000428;590781605;M9999;4;;4;1;;;
SMURSAMU_P;2019;590000428;590781605;N2120;0;1;0.13;;;;
SMURSAMU_P;2019;590000428;590781605;N2223;3;4;5;1;;;
SMURSAMU_P;2019;590000428;590781605;N2500;4;0;5.56;;;;
SMURSAMU_P;2019;590000428;590781605;N9999;7;5;10.69;;;;
SMURSAMU_P;2019;590000469;590781662;M9999;3;5;4.6;1;0;0;0
SMURSAMU_P;2019;590000469;590781662;N2120;0;1;0.5;1;0;0;0
SMURSAMU_P;2019;590000469;590781662;N2223;6;1;6.8;1;0;0;0
SMURSAMU_P;2019;590000469;590781662;N5140;6;0;6;1;0;0;0
SMURSAMU_P;2019;590000469;590781662;N9999;12;2;13.3;1;0;0;0
SMURSAMU_P;2019;590000535;590781803;M9999;19;;16.72;1;;;
SMURSAMU_P;2019;590000535;590781803;N1220;1;0;1;;;;
SMURSAMU_P;2019;590000535;590781803;N2223;12;1;12.4;;;;
SMURSAMU_P;2019;590000535;590781803;N2500;1;0;1;;;;
SMURSAMU_P;2019;590000535;590781803;N5140;11;0;11.25;;;;
SMURSAMU_P;2019;590000535;590781803;N9999;25;1;25.65;;;;
SMURSAMU_P;2019;590000618;590782215;M9999;34;1;9.34;1;;;
SMURSAMU_P;2019;590000618;590782215;N2223;9;1;10.46;1;;;
SMURSAMU_P;2019;590000618;590782215;N2500;12;0;12.08;;;;
SMURSAMU_P;2019;590000618;590782215;N9999;21;1;22.54;1;;;
SMURSAMU_P;2019;590000758;590782637;N1220;1;1;1.2;;;;
SMURSAMU_P;2019;590000758;590782637;N2120;;1;0.25;;;;
SMURSAMU_P;2019;590000758;590782637;N2223;3;5;5.29;;;;
SMURSAMU_P;2019;590000758;590782637;N2500;1;1;1.5;;;;
SMURSAMU_P;2019;590000758;590782637;N5140;4;;4;;;;
SMURSAMU_P;2019;590000758;590782637;N9999;9;9;12.73;;;;
SMURSAMU_P;2019;590001004;590783239;M9999;5;;5;;;;
SMURSAMU_P;2019;590001004;590783239;N2223;5;1;5.6;;;;
SMURSAMU_P;2019;590001004;590783239;N2500;3;1;3.6;;;;
SMURSAMU_P;2019;590001004;590783239;N5140;2;;2;;;;
SMURSAMU_P;2019;590001004;590783239;N9999;10;2;11.2;;;;
SMURSAMU_P;2019;590796975;590780193;M1140;4;;4.05;;;;
SMURSAMU_P;2019;590796975;590780193;M9999;18;1;17.71;;22;;15.29
SMURSAMU_P;2019;590796975;590780193;N1220;2;0;2.25;;62;30;72.05
SMURSAMU_P;2019;590796975;590780193;N2120;1;0;1.47;;2;0;2.11
SMURSAMU_P;2019;590796975;590780193;N2223;26;5;25.19;;0;0;0.5
SMURSAMU_P;2019;590796975;590780193;N2500;3;0;3;;5;1;3.15
SMURSAMU_P;2019;590796975;590780193;N5140;25;1;25.83;;0;0;0
SMURSAMU_P;2019;590796975;590780193;N9999;59;6;58.98;;69;31;78.18
SMURSAMU_P;2019;590801106;590782421;M9999;4;;4;1;;;
SMURSAMU_P;2019;590801106;590782421;N2223;8;2;6.35;0;;;
SMURSAMU_P;2019;590801106;590782421;N2500;6;;5.5;;;;
SMURSAMU_P;2019;590801106;590782421;N5140;3;;3;0;;;
SMURSAMU_P;2019;590801106;590782421;N9999;17;2;14.85;0;;;
SMURSAMU_P;2019;590804696;590781902;M9999;5;5;4.8;1;;;
SMURSAMU_P;2019;590804696;590781902;N2120;;;0.19;0;;;
SMURSAMU_P;2019;590804696;590781902;N2223;2;5;5.12;1;;;
SMURSAMU_P;2019;590804696;590781902;N2500;1;;0.88;;;;
SMURSAMU_P;2019;590804696;590781902;N5140;5;0;4.95;0;;;
SMURSAMU_P;2019;590804696;590781902;N9999;8;5;11.14;;;;
SMURSAMU_P;2019;600000053;600101984;M9999;2;4;4.36;1;;;
SMURSAMU_P;2019;600000053;600101984;MREG;2;4;4.36;1;;;
SMURSAMU_P;2019;600000053;600101984;N1220;;1;0.2;1;;;
SMURSAMU_P;2019;600000053;600101984;N2120;;1;0.25;1;;;
SMURSAMU_P;2019;600000053;600101984;N2223;2;2;3.06;1;;;
SMURSAMU_P;2019;600000053;600101984;N2500;1;;1;;;;
SMURSAMU_P;2019;600000053;600101984;N5140;4;1;4.94;0;;;
SMURSAMU_P;2019;600000053;600101984;N9999;7;4;9.2;1;;;
SMURSAMU_P;2019;600000186;600100648;N1220;;;;1;;;
SMURSAMU_P;2019;600000186;600100648;N2120;;;;1;;;
SMURSAMU_P;2019;600000186;600100648;N2223;;;;1;;;
SMURSAMU_P;2019;600000186;600100648;N5140;6;;6;1;;;
SMURSAMU_P;2019;600000194;600100713;M9999;7;15;9.47;1;8;16;7.33
SMURSAMU_P;2019;600000194;600100713;MREG;0;0;0;1;0;0;0
SMURSAMU_P;2019;600000194;600100713;N1220;0;0;0;0;22;2;23.83
SMURSAMU_P;2019;600000194;600100713;N2120;1;0;0.12;0;1;0;0.12
SMURSAMU_P;2019;600000194;600100713;N2223;18;0;17.51;1;0;0;0.38
SMURSAMU_P;2019;600000194;600100713;N2500;2;0;2.17;;2;0;2
SMURSAMU_P;2019;600000194;600100713;N5140;14;0;14.05;0;0;0;0
SMURSAMU_P;2019;600000194;600100713;N9999;35;0;33.85;1;26;2;26.58
SMURSAMU_P;2019;600000285;600100721;M1140;0;0;0;1;;;
SMURSAMU_P;2019;600000285;600100721;M9999;0;6;1.53;1;;;
SMURSAMU_P;2019;600000285;600100721;MREG;0;0;0;1;;;
SMURSAMU_P;2019;600000285;600100721;N1220;0;0;0;1;;;
SMURSAMU_P;2019;600000285;600100721;N2120;0;0;0;1;;;
SMURSAMU_P;2019;600000285;600100721;N2223;0;0;0;1;;;
SMURSAMU_P;2019;600000285;600100721;N2500;2;1;2.58;;;;
SMURSAMU_P;2019;600000285;600100721;N5140;2;0;2.09;1;;;
SMURSAMU_P;2019;600000285;600100721;N9999;4;1;4.67;1;;;
SMURSAMU_P;2019;600000467;600101984;M9999;;6;4.2;1;;;
SMURSAMU_P;2019;600000467;600101984;MREG;;6;4.2;1;;;
SMURSAMU_P;2019;600000467;600101984;N2120;;1;0.25;1;;;
SMURSAMU_P;2019;600000467;600101984;N2223;3;2;4.86;1;;;
SMURSAMU_P;2019;600000467;600101984;N5140;7;2;8.79;0;;;
SMURSAMU_P;2019;600000467;600101984;N9999;8;4;10.24;1;;;
SMURSAMU_P;2019;600113476;600100721;M1140;0;0;0;1;;;
SMURSAMU_P;2019;600113476;600100721;M9999;11;11;5.99;1;;;
