FI;FI_EJ;AN;LIT_MED;LIT_CHI;LIT_OBS;LIT_MCO;SEJHC_MED;SEJHC_CHI;SEJHC_OBS;SEJHC_MCO;JOU_MED;JOU_CHI;JOU_OBS;JOU_MCO;PLA_MED;PLA_CHI;PLA_OBS;PLA_MCO;SEJHP_MED;SEJHP_CHI;SEJHP_OBS;SEJHP_MCO;SEANCES_MED;SPED;UGER;CAP_COMPLET_GEN;CAP_COMPLET_INF;CAP_COMPLET_PEN;CAP_COMPLET_TOT;SEJ_HTP_GEN;SEJ_HTP_INF;SEJ_HTP_PEN;SEJ_HTP_TOT;CAP_HDJ_GEN;CAP_HDJ_INF;CAP_HDJ_PEN;CAP_HDJ_TOT;VEN_HDJ_GEN;VEN_HDJ_INF;VEN_HDJ_PEN;VEN_HDJ_TOT;CAP_HDN_GEN;CAP_HDN_INF;CAP_HDN_TOT;VEN_HDN_GEN;VEN_HDN_INF;VEN_HDN_TOT;NB_CATTP_GEN;NB_CATTP_INF;NB_CATTP_PEN;NB_CATTP_TOT;ACT_CATTP_GEN;ACT_CATTP_INF;ACT_CATTP_PEN;ACT_CATTP_TOT;NB_CMP_GEN;NB_CMP_INF;NB_CMP_TOT;ACT_CMP_GEN;ACT_CMP_INF;ACT_CMP_TOT;FIL_AMB_GEN;FIL_AMB_INF;FIL_AMB_PEN;FIL_AMB_TOT;FIL_TOT_GEN;FIL_TOT_INF;FIL_TOT_PEN;FIL_TOT_TOT;LIT_SSR;SEJHC_SSR;JOUHP_SSR;PLA_SSR;LIT_USLD;ENT;PLATOT_HAD;SEJ_HAD;AUTGEN;PASSU_GEN;AUTPED;PASSU_PED;GEN;PED;ANT;SAMU;REA;SEJ_REANIM;TYPE1;SEJACC;TYPE2;SEJ_NEO;TYPE3;SEJ_REA;TRT_HEMO_CENTRE;SEAN_HEMO_CENTRE;TRT_INSUFF_REN;SEM_TRT_INSUFF_REN;CHIMIO;SEAN_CHIMIO;RTH;SEAN_RADIO;CHIRCAR;CARDIO_INT;NEUROCHIR;NEURO_INT;GREFFE;AMP;PRIS;EFFSAL_SPEMED;EFFSAL_DT_MEDGEN;EFFSAL_DT_URG;EFFSAL_DT_ANESTREA;EFFSAL_SPECHI;EFFSAL_DT_GYNOBS;EFFSAL_PSY;EFFSAL_ODON;EFFSAL_PHARMA;EFFSAL_AUT;EFFSAL_TOT;EFF_INT;EFFLIB_SPEMED;EFFLIB_DT_MEDGEN;EFFLIB_DT_URG;EFFLIB_DT_ANESTREA;EFFLIB_SPECHI;EFFLIB_DT_GYNOBS;EFFLIB_PSY;EFFLIB_ODON;EFFLIB_PHARMA;EFFLIB_AUT;EFFLIB_TOT;ETPSAL_SPEMED;ETPSAL_DT_MEDGEN;ETPSAL_DT_URG;ETPSAL_DT_ANESTREA;ETPSAL_SPECHI;ETPSAL_DT_GYNOBS;ETPSAL_PSY;ETPSAL_ODON;ETPSAL_PHARMA;ETPSAL_AUT;ETPSAL_TOT;ETPINT;EFF_SAG;EFF_CAD;EFF_INFAVECSPE;EFF_INFSANSSPE;EFF_AID;EFF_ASH;EFF_PSYCHO;EFF_REEDU;EFF_SOINS;EFF_DIR;EFF_DIRSOI;EFF_AUTADM;EFF_EDU;EFF_DTSOC;EFF_PERSPHARMA;EFF_PERSLABO;EFF_PERSRADIO;EFF_AUTMEDTEC;EFF_TEC;EFF_TOT_HORS_SOINS;EFF_TOT_PNM;ETP_SAG;ETP_CAD;ETP_INFAVECSPE;ETP_INFSANSSPE;ETP_AID;ETP_ASH;ETP_PSYCHO;ETP_REEDU;ETP_SOINS;ETP_DIR;ETP_DIRSOI;ETP_AUTADM;ETP_EDU;ETP_DTSOC;ETP_PERSPHARMA;ETP_PERSLABO;ETP_PERSRADIO;ETP_AUTMEDTEC;ETP_TEC;ETP_TOT_HORS_SOINS;ETP_TOT_PNM;NB_SCAN;ACT_SCAN;NB_IRM;ACT_IRM;NB_CAM;ACT_CAM;NB_TOMO;ACT_TOMO;SAL_INTERV;POST_REVEIL;BOR
300780251;300000189;2023;;;;;;;;;;;;;;;;;;;;;;;;227;;;227;891;;;891;;;;;;;;;;;;;;;;;;;;;;;0;;0;0;;0;;;;;630;;;630;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;0;1;0;2;;6;3;0;0;0;0;7;0;0;0;13;0.23;0;0;0;0;0;0;0;0.5;0;0.73;0;0;2;0;43;28;20;2;1;96;1;0;9;4;2;1;0;0;0;6;21;117;0;1.75;0;37.56;26.74;20.95;1.77;1;89.77;1;0;9;3.21;1.21;0.46;0;0;0;6;19.67;109.44;;;;;;;;;;;SYGEN
300780269;300000197;2023;;;;;;;;;;;;;;;;;;;;;;;;105;;;105;1086;;;1086;12;;;12;3825;;;3825;;;;;;;;;;;;;;;0;;0;0;;0;;;;;908;;;908;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;8;0;0;0;0;0;0;1;0;9;;0;0;0;0;0;0;4;0;0;0;4;3.53;3.53;0;0;0;0;0;0;0.86;0;4.39;0;0;1;0;41;13;0;3;1;59;1;0;11;1;1;1;0;0;0;2;16;75;0;1;0;38.18;10.95;0;2.45;1;53.58;1;0;8.46;1;1;1;0;0;0;2;13.46;67.04;;;;;;;;;;;SYGEN
300780384;750721334;2023;;;;;;;;;;;;;;;;;;;;;;;;;6;;6;;;;;;8;;8;;1707;;1707;;;;;;;;;;;;;;;;2;2;;5631;5631;;357;;357;;393;;393;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;0;8;0;3;4;4;20;2;0;7;11;1;0;0;0;0;6;26;46;0;1;0;7.17;0;2.45;3;2.62;16.24;0.41;0;2.92;9.01;1;0;0;0;0;1.46;13.8;30.04;;;;;;;;;;;SYGEN
300781424;300000692;2023;;;;;;;;;;;;;;;;;;;;;;;;63;;;63;474;;;474;8;;;8;4697;;;4697;;;;;;;;;;;;;;;0;;0;0;;0;;;;;510;;;510;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;1;0;1;;3;3;0;0;0;0;4;0;0;0;7;0;0;0;0;0;0;0;0;0.69;0;0.69;0;0;1;0;16;6;6;3;3;35;1;0;3;1;1;0;0;0;0;2;7;42;0;1;0;15.51;6;6;2.69;1.88;33.08;1;0;2.94;1;1;0;0;0;0;1;5.94;39.02;;;;;;;;;;;SYGEN
310000187;310000187;2023;;;;;;;;;;;;;;;;;;;;;;;;183;;;183;1349;;;1349;;;;;;;;;;;;;;;;;;;;;;;0;;0;0;;0;;;;;910;;;910;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;6;0;0;0;0;0;0;1;0;7;;3;0;0;1;0;0;6;0;0;0;9;6.68;6.68;0;0;0;0;0;0;1.13;0;7.81;0;0;2;1;61;14;0;1;0;79;2;0;13;4;1;2;0;0;0;3;24;103;0;2;0.08;68.68;19.73;0;1;0;91.49;2;0;13.84;2.35;1.01;1.08;0;0;0;3;22.27;113.76;;;;;;;;;;;SYGEN
310000369;310780754;2023;;;;;;;;;;;;;;;;;;;;;;;;286;20;40;346;1413;880;325;2618;93;62;18;173;13936;7943;5273;27152;1;0;1;0;;0;14;3;;17;45773;9237;;55010;13;5;18;62139;13878;76017;5589;1305;3006;9712;7031;1592;3315;11681;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;9;0;0;0;0;79;0;4;0;93;24;0;0;0;0;0;0;0;0;0;0;0;9.22;8.22;0;0;0;0;67.03;0;3.99;0;80.24;19.49;0;53;0;531;101;123;75;36;919;6;2;137;122;37;6;0;0;0;150;423;1342;0;53.97;0;521.88;105.51;124.65;56.79;26.76;889.56;5.96;1.67;131.15;109.64;34.82;5.9;0;0;0;149.22;403.54;1293.1;;;;;;;;;;;SYGEN
310000427;310000427;2023;;;;;;;;;;;;;;;;;;;;;;;;150;;;150;1671;;;1671;15;;;15;8003;;;8003;;;;;;;;;;;;;;;0;;0;0;;0;;;;;1333;;;1333;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;6;0;0;0;0;1;0;0;0;7;;2;2;0;0;0;0;9;0;0;0;11;4.39;4.39;0;0;0;0;1.23;0;0;0;5.62;0;0;3;0;57;3;19;3;5;90;3;2;14;2;1;0;0;0;0;12;33;123;0;2.79;0;51.55;2.64;16.77;2.25;4.17;80.17;3.04;2;12.05;1.56;0.6;0;0;0;0;9.58;28.23;108.4;;;;;;;;;;;SYGEN
310018650;310781562;2023;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;;1694;1694;;116;;116;;116;;116;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;1;0;0;0;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.11;0;0;0;0.11;0;0;1;0;0;0;0;2;2;5;0;0;2;1;1;0;0;0;0;0;3;8;0;1;0;0;0;0;1.25;0.24;2.49;0;0;0.24;0.5;0.5;0;0;0;0;0;0.74;3.23;;;;;;;;;;;SYGEN
310780119;310000047;2023;;;;;;;;;;;;;;;;;;;;;;;;141;;;141;1321;;;1321;64;;;64;1251;;;1251;;;;;;;;;;;;;;;0;;0;0;;0;;;;;862;;;862;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;5;0;0;0;0;1;0;1;1;8;;1;0;0;1;0;0;8;0;0;0;9;3.62;3.62;0;0;0;0;0.2;0;0.8;0.4;5.02;0;0;5;0;44;15;7;1;4;76;2;0;10;1;1;2;0;0;0;3;18;94;0;4.95;0;36.85;12.05;6.4;0.5;3.4;64.15;2;0;7.56;1;1;1.24;0;0;0;2.67;14.47;78.62;;;;;;;;;;;SYGEN
310780143;920030269;2023;;;;;;;;;;;;;;;;;;;;;;;;242;13;;255;2292;161;;2453;26;;;26;6154;;;6154;;;;;;;;;;;;;;;0;0;0;0;0;0;;;;;1976;112;;2062;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;6;0;0;0;0;5;0;2;0;13;;1;1;0;0;0;0;11;0;0;0;12;1.84;1.84;0;0;0;0;4;0;2.12;0;7.96;0;0;8;0;65;14;32;15;5;139;9;0;13;10;3;2;0;0;0;27;61;200;0;6.55;0;70.89;19.44;31.12;9.17;4.2;141.37;6.92;0;13.95;9.26;1.94;1.9;0;0;0;24.78;56.81;198.18;;;;;;;;;;;SYGEN
310780358;310000146;2023;;;;;;;;;;;;;;;;;;;;;;;;100;;;100;1322;;;1322;6;;;6;1225;;;1225;;;;;;;;;;;;;;;0;;0;0;;0;;;;;839;;;839;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;3;0;0;0;0;1;0;1;1;7;;3;1;0;1;0;0;5;0;0;0;8;3.3;3.2;0;0;0;0;0.2;0;0.72;0.2;4.42;0;0;2;0;30;12;29;4;0;77;2;0;9;3;2;0;0;0;0;4;18;95;0;1.97;0;25.68;11.13;26.4;2.13;0;67.31;2;0;8.49;1.69;1.17;0;0;0;0;3.4;15.58;82.89;;;;;;;;;;;SYGEN
310781141;310000435;2023;;;;;;;;;;;;;;;;;;;;;;;;188;;;188;1523;;;1523;5;;;5;3353;;;3353;;;;;;;;;;;;;;;0;;0;0;;0;;;;;1381;;;1381;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;0;0;0;2;0;1;0;4;;0;0;0;0;0;0;6;0;0;0;6;1.1;1.1;0;0;0;0;1.64;0;1.11;0;3.85;0;0;3;0;41;8;19;6;4;81;3;0;8;2;2;1;0;0;0;14;28;109;0;2.34;0;41.24;9.67;17.68;3.54;3.37;77.84;3.52;0;6.96;1.25;1.25;1.09;0;0;0;12.89;25.71;103.55;;;;;;;;;;;SYGEN
310781430;310788906;2023;;;;;;;;;;;;;;;;;;;;;;;;0;;;0;;;;;55;;;55;12236;;;12236;0;;0;;;;;;;;;;;;0;;0;0;;0;86;;;86;86;;;86;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;0;0;0;1;0;0;0;2;;0;0;0;0;0;0;0;0;0;0;0;0.03;0.03;0;0;0;0;0.6;0;0;0;0.63;0;0;1;0;6;0;0;2;2;11;2;0;6;1;1;0;0;0;0;1;10;21;0;1;0;6;0;0;1;1;9;1;0;4.3;1;1;0;0;0;0;0.7;7;16;;;;;;;;;;;SYGEN
310782446;310782446;2023;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;;;;;;90;;90;;7280;;7280;;;;;;;;6;;6;;12998;;12998;;15;15;;35821;35821;;3881;;3881;;3912;;3912;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;24;0;0;0;24;4;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;16.38;0;0;0;16.38;3.67;0;6;1;30;0;0;32;27;96;2;0;29;92;23;0;0;0;0;14;137;233;0;6.78;1;27.32;0;0;21.75;21.5;78.35;1.45;0;22.96;56.44;16.12;0;0;0;0;10.41;91.26;169.61;;;;;;;;;;;SYGEN
310783097;750005068;2023;;;;;;;;;;;;;;;;;;;;;;;;0;;;0;;;;;42;;;42;12422;;;12422;;;;;;;;;;;;;;;0;;0;0;;0;;;;;210;;;210;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;4;0;0;0;4;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.5;0;0;0;3.5;1;0;1;0;9;0;1;2;1;14;0;0;5;3;1;0;0;0;0;0;8;22;0;1;0;8.6;0;1;2;1;13.6;0;0;4.4;2.4;1;0;0;0;0;0;6.8;20.4;;;;;;;;;;;SYGEN
310795463;310785068;2023;;;;;;;;;;;;;;;;;;;;;;;;19;;;19;;;;;31;;;31;4378;;;4378;;;;;;;;;;;;;;;0;;0;0;;0;0;;;0;74;;;71;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;1;0;0;0;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.24;0;0;0;0.24;0;0;2;0;6;3;0;1;0;12;6;0;2;8;0;0;0;0;0;3;19;31;0;0.82;0;4.45;2.84;0;0.2;0;8.31;1.99;0;1.21;5.79;0;0;0;0;0;1.75;10.74;19.05;;;;;;;;;;;SYGEN
320000094;320780125;2023;;;;;;;;;;;;;;;;;;;;;;;;117;5;;122;979;214;;1193;35;9;;44;4424;956;;5380;6;2;8;36;172;208;8;0;;8;4667;0;;4667;12;8;20;29594;10488;40082;3358;828;;3868;4359;932;;5192;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;3;0;0;0;0;16;2;1;0;25;;0;0;0;0;0;0;0;0;0;0;0;3.93;2.78;0;0;0;0;12.44;1.2;1.16;0;18.73;1.51;0;13;0;174;76;55;21;8;347;4;1;60;32;9;5;0;0;0;82;184;531;0;13.11;0;166.71;73.53;52.14;19.02;7.83;332.34;3.68;1;56.03;30.09;9.49;4.07;0;0;0;78.37;173.24;505.58;;;;;;;;;;;SYGEN
320780109;320000078;2023;;;;;;;;;;;;;;;;;;;;;;;;68;;;68;397;;;397;20;;;20;7127;;;7127;;;;;;;;;;;;;;;0;;0;0;;0;;;;;462;;;462;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;1;0;1;0;2;;3;3;0;0;0;0;3;0;0;0;6;0;0;0;0;0;0;0.23;0;0.5;0;0.73;0;0;1;0;23;5;5;4;0;38;1;0;5;3;2;0;0;0;0;1;10;48;0;1;0;22.1;4.6;4.4;2.5;0;34.6;1;0;5;1.5;1;0;0;0;0;1;8.5;43.1;;;;;;;;;;;SYGEN
330000431;330000431;2023;;;;;;;;;;;;;;;;;;;;;;;;77;;;77;449;;;449;5;;;5;650;;;650;2;;2;661;;661;;;;;;;;;0;;0;0;;0;;;;;143;;;143;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;5;0;1;0;6;;0;0;0;0;0;0;5;0;0;0;5;0;0;0;0;0;0;2.9;0;0.5;0;3.4;0;0;0;0;26;4;6;2;0;38;3;0;5;27;2;0;0;0;0;5;40;78;0;0;0;24.29;4;5.75;1.14;0;35.18;3;0;5;26.17;1.17;0;0;0;0;5;39.17;74.35;;;;;;;;;;;SYGEN
330000639;330781287;2023;;;;;;;;;;;;;;;;;;;;;;;;434;60;0;494;3324;236;;3560;169;108;;277;21765;7621;;29386;0;0;0;0;0;0;0;0;;0;0;0;;0;34;15;49;98307;29500;127807;19530;6269;1446;26803;21020;6469;1446;28354;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;11;0;0;0;0;143;0;6;2;163;61;0;0;0;0;0;0;0;0;0;0;0;8.55;7.55;0;0;0;0;114.1;0;6;1;129.65;62.41;0;50;4;669;159;140;110;50;1182;9;1;152;67;36;9;0;0;2;190;430;1612;0;43.66;2.49;618.36;150.19;136.14;84.27;41.64;1076.75;8.68;1.71;137.95;57.75;30.45;8.03;0;0;2;175.98;392.1;1468.85;;;;;;;;;;;SYGEN
330000647;330781295;2023;;;;;;;;;;;;;;;;;;;;;;;;422;10;40;472;2534;0;240;2774;107;72;;179;12211;6179;;18390;;;;;;;5;3;;8;12772;2939;;15711;32;18;50;81031;47841;128872;8712;3746;0;12428;10737;3926;205;14782;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;4;0;2;0;0;57;2;4;1;70;11;0;0;0;0;0;0;0;0;0;0;0;3.86;3.38;0;0.48;0;0;52.36;0.42;3.2;0.26;60.1;11.42;0;41;4;522;183;51;73;37;911;5;1;111;71;23;6;0;0;1;130;325;1236;0;36.51;2.92;506.01;182.72;53.17;52.92;32.4;866.65;4.67;1;110.42;65.54;21.75;6.29;0;0;0.17;132.04;320.13;1186.78;;;;;;;;;;;SYGEN
330000779;330000779;2023;;;;;;;;;;;;;;;;;;;;;;;;0;;;0;;;;;70;;;70;12146;;;12146;;;;;;;1;;;1;2847;;;2847;1;;1;3880;;3880;246;;;246;389;;;389;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;0;0;0;0;11;0;1;1;15;;0;0;0;0;0;0;0;0;0;0;0;0.18;0.18;0;0;0;0;5;0;0.4;0.6;6.18;0;0;1;0;9;0;0;8;2;20;1;0;9;5;2;0;0;0;0;1;16;36;0;1;0;8;0;0;4;1.47;14.47;1;0;6.16;4.5;1.5;0;0;0;0;0.42;12.08;26.55;;;;;;;;;;;SYGEN
330058504;330059825;2023;;;;;;;;;;;;;;;;;;;;;;;;0;;;0;;;;;20;;;20;6523;;;6523;;;;;;;;;;;;;;;0;;0;0;;0;;;;;273;;;273;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;5;0;1;2;0;9;1;0;1;1;1;0;0;0;0;0;3;12;0;1;0;4.6;0;0.73;1;0;7.33;1;0;1;0.2;0.2;0;0;0;0;0;2.2;9.53;;;;;;;;;;;SYGEN
330058603;240000265;2023;;;;;;;;;;;;;;;;;;;;;;;;40;;;40;109;;;109;0;;;0;0;;;0;;;;;;;;;;;;;;;0;;0;0;;0;;;;;33;;;33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;0;0;0;9;0;0;0;10;;0;0;0;0;0;0;0;0;0;0;0;0.09;0.09;0;0;0;0;1.78;0;0;0;1.87;0;0;1;0;16;96;35;2;7;157;6;0;6;18;0;0;0;0;0;2;32;189;0;0.25;0;10.09;29.93;11.56;0.49;2.19;54.51;1.41;0;2.12;7.17;0;0;0;0;0;1;11.7;66.21;;;;;;;;;;;SYGEN
330780289;330790809;2023;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;;;;;;33;;33;;5135;;5135;;;;;;;;;;;;;;;;0;0;;0;0;;;;;;41;;41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;2;0;0;0;2;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.04;0;0;0;1.04;0;0;0;0;2;0;0;3;3;8;1;1;2;12;1;0;0;0;0;4;20;28;0;0;0;1.83;0;0;1.38;2.08;5.29;1;0.5;1.2;10.51;0.4;0;0;0;0;3.7;16.91;22.2;;;;;;;;;;;SYGEN
330780297;330000175;2023;;;;;;;;;;;;;;;;;;;;;;;;34;;;34;294;;;294;35;;;35;7006;;;7006;;;;;;;;;;;;;;;0;;0;0;;0;;;;;469;;;469;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;;6;1;0;4;0;0;5;0;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;11;9;0;2;0;23;1;0;3;1;0;0;0;0;0;1;6;29;0;0.5;0;9.72;7.5;0;0.8;0;18.52;1;0;3;0.28;0.11;0;0;0;0;0.8;5.08;23.6;;;;;;;;;;;SYGEN
330780313;330000191;2023;;;;;;;;;;;;;;;;;;;;;;;;92;;;92;1214;;;1214;20;;;20;209;;;209;;;;;;;;;;;;;;;0;;0;0;;0;;;;;700;;;700;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;3;0;0;0;0;2;0;2;1;9;;2;1;0;1;0;0;9;0;0;0;11;2.05;1.9;0;0;0;0;1.4;0;1.1;0.15;4.7;0;0;0;0;28;1;0;1;1;31;3;1;11;0;0;0;0;0;0;1;16;47;0;0;0;27.52;1;0;0.3;1;29.82;3;1;8.86;0;0;0;0;0;0;1;13.86;43.68;;;;;;;;;;;SYGEN
330780321;330000209;2023;;;;;;;;;;;;;;;;;;;;;;;;84;0;;84;806;;;806;15;20;;35;14959;6041;;21000;;;;;;;;;;;;;;;0;0;0;0;0;0;;;;;1288;319;;1607;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;7;0;2;0;9;;2;2;0;0;0;0;9;0;0;0;11;0;0;0;0;0;0;2.85;0;1.35;0;4.2;0;0;4;0;45;13;0;6;6;74;4;0;11;2;1;0;0;0;0;3;20;94;0;4.26;0;41.7;13.61;0;4.81;3.22;67.6;3.57;0;11.26;1.73;1.17;0;0;0;0;3.05;19.61;87.21;;;;;;;;;;;SYGEN
330780636;330785072;2023;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;;;;;;;;;;;;;;;;;;;;1;;1;;3331;;3331;;5;5;;20928;20928;;1802;;1802;;1802;;1802;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;5;0;0;0;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.2;0;0;0;3.2;2;0;0;0;6;0;0;23;17;46;1;0;9;8;6;0;0;0;0;1;19;65;0;0;0;6;0;0;15.15;12;33.15;1;0;6.6;4.82;4.2;0;0;0;0;0.81;13.23;46.38;;;;;;;;;;;SYGEN
330780776;330056839;2023;;;;;;;;;;;;;;;;;;;;;;;;84;;;84;688;;;688;0;;;0;0;;;0;0;;0;0;;0;0;;;0;0;;;0;0;;0;0;;0;0;;;0;483;;;483;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;1;0;1;;2;2;0;0;0;0;4;0;0;0;6;0;0;0;0;0;0;0;0;0.8;0;0.8;0;0;1;0;17;11;8;2;0;39;2;0;2;1;1;1;0;0;0;1;7;46;0;1;0;15.34;10.5;8;1.12;0;35.96;2;0;2;1;1;0.57;0;0;0;1;6.57;42.53;;;;;;;;;;;SYGEN
330781170;330785072;2023;;;;;;;;;;;;;;;;;;;;;;;;42;;;42;209;;;209;4;;;4;567;;;567;2;;2;8;;8;;;;;;;;;0;;0;0;;0;;;;;95;;;95;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;0;0;0;0;3;0;0;0;6;;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1.5;0;0;0;2.5;0;0;0;0;9;5;1;4;2;21;2;0;3;14;1;0;0;0;0;9;28;49;0;0;0;8.8;5;1;1.7;1.6;18.1;2;0;2.63;11;0.5;0;0;0;0;9;24.63;42.73;;;;;;;;;;;SYGEN
330781188;330056540;2023;;;;;;;;;;;;;;;;;;;;;;;;25;;;25;545;;;545;25;;;25;3539;;;3539;;;;;;;;;;;;;;;0;;0;0;;0;;;;;279;;;279;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;0;0;0;5;0;1;0;7;;0;0;0;0;0;0;0;0;0;0;0;0.37;0.37;0;0;0;0;2.73;0;0.19;0;3.29;0.33;0;1;0;9;0;0;2;10;22;3;1;12;9;2;2;0;0;0;5;32;54;0;1;0;8.37;0;0.94;1.11;7.3;18.72;0.21;0.1;4.68;8.92;1.13;1.16;0;0;0;2.12;17.19;35.91;;;;;;;;;;;SYGEN
330782350;330000480;2023;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;;;;;0;35;;35;;8898;;8898;0;0;0;;;;;;;;;;;;0;0;0;0;0;0;;;;;;85;;85;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;0;0;0;3;0;0;0;4;;0;0;0;0;0;0;0;0;0;0;0;0.5;0.5;0;0;0;0;1.6;0;0;0;2.1;0;0;0;0;2;0;0;4;6;12;1;0;3;17;1;0;0;0;0;4;25;37;0;0;0;2;0;0;2.38;4.4;8.78;1;0;2.33;16;1;0;0;0;0;4;23.33;32.11;;;;;;;;;;;SYGEN
330783614;330785072;2023;;;;;;;;;;;;;;;;;;;;;;;;;0;;0;;;;;;35;;35;;8371;;8371;;12;12;;1067;1067;;;;;;;;;;0;0;;0;0;;;;;;218;;218;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;8;0;0;0;8;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.12;0;0;0;4.12;0;0;0;0;8;3;0;7;3;21;1;0;3;18;0;0;0;0;0;4;26;47;0;0;0;6.89;2.33;0;2.29;0.94;12.45;0.94;0;2.23;15.12;0;0;0;0;0;3.87;22.16;34.61;;;;;;;;;;;SYGEN
330783721;330781253;2023;;;;;;;;;;;;;;;;;;;;;;;;103;13;;116;978;395;;1373;52;52;;104;7363;4305;;11668;;;;;;;8;4;;12;4425;3465;;7890;25;13;38;22350;12469;34819;3908;1366;;5176;4649;1634;;6117;68;477;571;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;1;0;0;0;0;27;0;0;1;31;5;0;0;0;0;0;0;0;0;0;0;0;4.04;1.5;0;0;0;0;17.3;0;0;1;22.34;3.74;0;10;2;187;98;72;26;10;405;1;0;27;26;10;0;0;0;0;135;189;594;0;10.68;1.58;177.29;89.52;59.61;18.12;8.67;365.47;0.9;0;22.65;21.19;7.53;0;0;0;0;122.35;167.09;532.56;;;;;;;;;;;SYGEN
