FI;FI_EJ;AN;LIT_MED;LIT_CHI;LIT_OBS;LIT_MCO;SEJHC_MED;SEJHC_CHI;SEJHC_OBS;SEJHC_MCO;JOU_MED;JOU_CHI;JOU_OBS;JOU_MCO;PLA_MED;PLA_CHI;PLA_OBS;PLA_MCO;SEJHP_MED;SEJHP_CHI;SEJHP_OBS;SEJHP_MCO;SEANCES_MED;SPED;UGER;CAP_COMPLET_GEN;CAP_COMPLET_INF;CAP_COMPLET_PEN;CAP_COMPLET_TOT;SEJ_HTP_GEN;SEJ_HTP_INF;SEJ_HTP_PEN;SEJ_HTP_TOT;CAP_HDJ_GEN;CAP_HDJ_INF;CAP_HDJ_PEN;CAP_HDJ_TOT;VEN_HDJ_GEN;VEN_HDJ_INF;VEN_HDJ_PEN;VEN_HDJ_TOT;CAP_HDN_GEN;CAP_HDN_INF;CAP_HDN_TOT;VEN_HDN_GEN;VEN_HDN_INF;VEN_HDN_TOT;NB_CATTP_GEN;NB_CATTP_INF;NB_CATTP_PEN;NB_CATTP_TOT;ACT_CATTP_GEN;ACT_CATTP_INF;ACT_CATTP_PEN;ACT_CATTP_TOT;NB_CMP_GEN;NB_CMP_INF;NB_CMP_TOT;ACT_CMP_GEN;ACT_CMP_INF;ACT_CMP_TOT;FIL_AMB_GEN;FIL_AMB_INF;FIL_AMB_PEN;FIL_AMB_TOT;FIL_TOT_GEN;FIL_TOT_INF;FIL_TOT_PEN;FIL_TOT_TOT;LIT_SSR;SEJHC_SSR;JOUHP_SSR;PLA_SSR;LIT_USLD;ENT;PLATOT_HAD;SEJ_HAD;AUTGEN;PASSU_GEN;AUTPED;PASSU_PED;GEN;PED;ANT;SAMU;REA;SEJ_REANIM;TYPE1;SEJACC;TYPE2;SEJ_NEO;TYPE3;SEJ_REA;TRT_HEMO_CENTRE;SEAN_HEMO_CENTRE;TRT_INSUFF_REN;SEM_TRT_INSUFF_REN;CHIMIO;SEAN_CHIMIO;RTH;SEAN_RADIO;CHIRCAR;CARDIO_INT;NEUROCHIR;NEURO_INT;GREFFE;AMP;PRIS;EFFSAL_SPEMED;EFFSAL_DT_MEDGEN;EFFSAL_DT_URG;EFFSAL_DT_ANESTREA;EFFSAL_SPECHI;EFFSAL_DT_GYNOBS;EFFSAL_PSY;EFFSAL_ODON;EFFSAL_PHARMA;EFFSAL_AUT;EFFSAL_TOT;EFF_INT;EFFLIB_SPEMED;EFFLIB_DT_MEDGEN;EFFLIB_DT_URG;EFFLIB_DT_ANESTREA;EFFLIB_SPECHI;EFFLIB_DT_GYNOBS;EFFLIB_PSY;EFFLIB_ODON;EFFLIB_PHARMA;EFFLIB_AUT;EFFLIB_TOT;ETPSAL_SPEMED;ETPSAL_DT_MEDGEN;ETPSAL_DT_URG;ETPSAL_DT_ANESTREA;ETPSAL_SPECHI;ETPSAL_DT_GYNOBS;ETPSAL_PSY;ETPSAL_ODON;ETPSAL_PHARMA;ETPSAL_AUT;ETPSAL_TOT;ETPINT;EFF_SAG;EFF_CAD;EFF_INFAVECSPE;EFF_INFSANSSPE;EFF_AID;EFF_ASH;EFF_PSYCHO;EFF_REEDU;EFF_SOINS;EFF_DIR;EFF_DIRSOI;EFF_AUTADM;EFF_EDU;EFF_DTSOC;EFF_PERSPHARMA;EFF_PERSLABO;EFF_PERSRADIO;EFF_AUTMEDTEC;EFF_TEC;EFF_TOT_HORS_SOINS;EFF_TOT_PNM;ETP_SAG;ETP_CAD;ETP_INFAVECSPE;ETP_INFSANSSPE;ETP_AID;ETP_ASH;ETP_PSYCHO;ETP_REEDU;ETP_SOINS;ETP_DIR;ETP_DIRSOI;ETP_AUTADM;ETP_EDU;ETP_DTSOC;ETP_PERSPHARMA;ETP_PERSLABO;ETP_PERSRADIO;ETP_AUTMEDTEC;ETP_TEC;ETP_TOT_HORS_SOINS;ETP_TOT_PNM;NB_SCAN;ACT_SCAN;NB_IRM;ACT_IRM;NB_CAM;ACT_CAM;NB_TOMO;ACT_TOMO;SAL_INTERV;POST_REVEIL
210987640;210780672;2023;10;;;10;163;0;0;163;2749;0;0;2749;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;189;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0.8;0.8;0;0;0;0;0;0;0;0;0.8;0;0;1;0;9;12;0;1;1;24;0;0;1;0;0;2;0;0;0;15;18;42;0;1;0;9;12;0;0.2;0.2;22.4;0;0;1;0;0;1.8;0;0;0;15;17.8;40.2;;;;;;;;;;
210987665;210012142;2023;46;;;46;2265;0;0;2265;10546;0;0;10546;2;;1;3;54;0;26;80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;298;20;1;;;;;1;11972;0;0;1;0;0;0;1;327;;;;;;;;;;;0;;0;;0;0;0;0;0;;;14;4;6;1;1;0;0;0;3;8;26;2;0;0;0;0;0;0;0;0;0;0;0;9.62;2.83;5.34;0.27;0.15;0.1;0;0;2.5;2.49;14.76;1.48;2;4;0;51;46;19;1;4;127;0;0;16;3;1;8;0;8;0;23;58;185;1.86;4.4;0;45.37;46.49;18.94;0.9;3.57;121.53;0;0;13.84;2.94;1;7.1;0;8.1;0;22.79;54.77;176.3;1;0;0;0;0;0;0;0;;
210987673;210012142;2023;17;;;17;430;0;0;430;4267;0;0;4267;2;;;2;256;0;0;256;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47;549;2250;8;30;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;3;0;0;1;0;0;0;2;3;12;1;0;0;0;0;0;0;0;0;0;0;0;4.16;1.76;0;0;0.09;0;0;0;1.5;3.91;9.66;1.16;1;3;1;41;54;20;2;8;130;0;0;30;5;0;1;0;1;0;32;69;199;0.43;2.5;1;36.93;50.48;18.35;1.88;6.4;117.97;0;0;32.14;4.08;0;1;0;0.62;0;32.79;70.63;188.6;;;;;;;;;;
210987681;210012142;2023;25;;;25;577;0;0;577;6123;0;0;6123;2;;;2;4;0;0;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;42;397;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;3;0;0;0;0;0;0;0;0;5;3;0;0;0;0;0;0;0;0;0;0;0;2.46;1.61;0;0;0.04;0;0;0;0;0;2.5;2.8;0;1;0;18;28;11;1;2;61;0;0;7;2;1;0;0;2;0;6;17;78;0;0.86;0;17.43;26.52;10.3;1.24;1.12;57.47;0;0;5.75;1.79;0.63;0;0;1.7;0;5.28;14.52;71.99;;;;;;;;;;
220000236;220017974;2023;10;;;10;183;0;0;183;1910;0;0;1910;;;;;0;0;0;0;;;;160;0;;160;1155;;;1155;;;;;;;;;7;;7;0;;0;;;;;;;;;4;1;5;1461;294;1755;1247;30;;1277;2161;100;;2258;27;285;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;6;0;0;1;0;9;0;2;0;19;1;0;0;0;0;0;0;0;0;0;0;0;5.93;5.76;0;0;0.08;0;9.69;0;1.68;0;17.38;1;0;16;0;177;78;65;11;20;367;10;1;77;27;12;7;0;0;0;63;185;552;0;13.53;0;153.33;59.65;49.03;6.05;12.98;294.57;7.56;1;65.85;15.8;3.97;5.81;0;0;0;66.19;162.21;456.78;;;;;;;;;;
220000541;220000152;2023;87;;;87;4710;0;0;4710;28677;0;0;28677;8;;;8;989;0;0;989;1024;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;65;1171;5561;22;;;10;133;1;15163;0;0;1;0;0;0;0;;;;;;;;;;;;1;1024;0;0;0;0;0;0;0;;;35;9;13;1;0;0;0;0;5;2;42;10;3;2;0;0;0;0;0;0;0;0;3;34.01;11.86;12.65;0.4;0;0;0;0;4.6;1.59;40.2;9.63;3;8;1;122;152;58;3;15;362;2;1;66;5;3;10;16;11;1;73;185;547;2.8;6.7;1;107.29;127.88;43.29;2.03;11.41;302.4;2;1;62.13;3.2;2.86;8.91;14.28;11;1;71.7;175.22;477.62;1;0;0;0;0;0;0;0;1;3
220000566;220021968;2023;30;;;30;474;0;0;474;7436;0;0;7436;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;230;0;0;30;33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;1;0;0;0;0;0;0;2;1;8;1;0;0;0;0;0;0;0;0;0;0;0;3.75;0.05;0;0;0;0;0;0;1.7;1;6.45;1.83;0;5;1;29;88;34;1;5;163;5;0;36;2;2;6;0;0;0;34;83;246;0;3.75;1;27.66;78.08;30.48;0.44;3.94;145.35;4.15;0;33.23;2.41;1.85;5.57;0;0;0;32.71;78.07;223.42;;;;;;;;;;
220000574;220021968;2023;12;;;12;158;0;0;158;2391;0;0;2391;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;240;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;0;0;0;0;0;0;2;0;4;;0;0;0;0;0;0;0;0;0;0;0;1.6;1.6;0;0;0;0;0;0;1.6;0;3.2;0;0;2;0;13;19;5;1;3;43;0;0;5;2;1;5;0;0;0;19;31;74;0;1.5;0;10.25;17.29;5.02;0.2;1.58;35.84;0;0;4.73;1.7;0.85;4.31;0;0;0;19.03;29.77;65.61;;;;;;;;;;
220001259;220005045;2023;30;;;30;428;0;0;428;7197;0;0;7197;5;;;5;328;0;0;328;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;242;2227;10;60;56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;8;0;0;0;0;0;0;6;0;16;1;0;0;0;0;0;0;0;0;0;0;0;8.02;6.82;0;0;0;0;0;0;4;0;12.02;0.48;0;5;0;53;87;23;8;15;191;1;0;33;3;2;11;0;2;1;76;127;318;0;4.53;0;46.13;79.68;18.27;3.86;7.36;159.83;0.86;0;25.99;2.22;1.6;5.73;0;1.79;0.28;74.06;110.93;270.76;;;;;;;;;;
230000846;230780066;2023;20;;;20;485;0;0;485;5093;0;0;5093;6;;;6;63;0;0;63;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;33;377;0;0;30;21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;6;0;0;1;1;0;0;1;1;11;4;0;0;0;0;0;0;0;0;0;0;0;5.29;5.22;0;0;0.25;0.25;0;0;1;0.8;7.34;1.45;0;2;0;35;54;16;1;3;111;4;1;15;2;1;3;0;5;0;35;65;176;0;1.42;0;27.79;44.64;16.1;1;2.41;93.36;2.99;0.8;12.61;2;1;3;0;2.23;0;30.9;54.53;147.89;;;;;;;;;;
230780082;750005068;2023;34;;;34;889;0;0;889;7542;0;0;7542;9;;;9;2096;0;0;2096;2935;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;131;1467;2431;20;;;;;;;;;;;;;1;170;;;;;;;;;;;1;2935;0;0;0;0;0;0;0;;;16;4;0;0;0;0;1;0;2;1;20;1;0;0;0;0;0;0;0;0;0;0;0;12.58;3.23;0;0;0;0;0.2;0;1.48;0.58;14.84;2.3;0;7;1;67;71;34;2;14;196;1;1;35;2;2;4;2;2;0;64;111;307;0;5.36;0.33;60.43;47.44;25.25;1.45;11.63;151.89;0.92;0.92;27.94;1.23;1.23;4.34;2;2;0;56.2;95.55;247.44;0;0;0;0;0;0;0;0;2;0
240000174;240000042;2023;10;0;0;10;132;0;0;132;2274;0;0;2274;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;268;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;0;0;0;0;0;0;6;1;11;;0;0;0;0;0;0;0;0;0;0;0;1.12;1.12;0;0;0;0;0;0;0.8;0.01;1.93;0;0;1;0;13;28;17;1;3;63;1;0;10;2;2;3;0;0;0;9;25;88;0;0.15;0;8.02;19.27;11.74;0.6;2.06;41.84;0.7;0;4.29;0.31;0.31;1.54;0;0;0;8.98;15.82;57.66;;;;;;;;;;
240000414;240000067;2023;10;0;0;10;240;0;0;240;2191;0;0;2191;1;0;0;1;3;0;0;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21;302;26;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;0;0;0;0;0;0;1;0;3;;0;0;0;0;0;0;0;0;0;0;0;1.09;0.09;0;0;0;0;0;0;0.8;0;1.89;0;0;1;0;10;25;7;1;4;48;0;0;8;1;1;3;0;0;0;35;47;95;0;1;0;8.91;20.88;6.88;0.5;3.22;41.39;0;0;7.72;0.35;0.35;2;0;0;0;27.74;37.81;79.2;;;;;;;;;;
240000455;240000075;2023;10;;;10;144;0;0;144;1774;0;0;1774;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;39;287;37;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;0;0;0;0;0;0;2;0;5;;0;0;0;0;0;0;0;0;0;0;0;2.23;2.23;0;0;0;0;0;0;0.41;0;2.64;0;0;2;0;12;19;25;1;5;64;1;0;11;1;1;3;0;0;0;15;31;95;0;1.5;0;9.52;16.78;7.91;0.41;2.68;38.8;0.6;0;6.99;1;1;1.24;0;0;0;5.22;15.05;53.85;;;;;;;;;;
240000471;240000109;2023;4;;;4;55;0;0;55;1294;0;0;1294;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28;146;0;0;30;28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;0;0;0;0;0;0;2;0;4;;0;0;0;0;0;0;0;0;0;0;0;1.26;1.26;0;0;0;0;0;0;0.35;0;1.61;0;0;0;0;11;22;3;1;3;40;0;0;10;1;1;1;0;1;0;34;47;87;0;0;0;8.27;21.05;4.81;0.29;1.83;36.25;0;0;9.69;0.64;0.64;1.2;0;0.8;0;31.01;43.34;79.59;;;;;;;;;;
240000505;240016055;2023;25;;;25;215;0;0;215;3799;0;0;3799;4;;;4;3;0;0;3;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;0;0;0;0;0;0;2;0;4;;0;0;0;0;0;0;0;0;0;0;0;1.8;1.8;0;0;0;0;0;0;1.9;0;3.7;0;0;1;0;14;32;7;0;0;54;2;0;17;1;1;6;0;0;0;23;49;103;0;1;0;13;26.8;4;0;0;44.8;0.38;0;3.24;0.5;0.5;2.46;0;0;0;4.45;11.03;55.83;;;;;;;;;;
250000627;250000221;2023;20;0;0;20;438;0;0;438;4833;0;0;4833;5;0;0;5;19;0;0;19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24;289;0;0;30;21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;0;2;0;3;;0;0;0;0;0;0;0;0;0;0;0;0.17;0;0;0;0;0;0;0;1.46;0.24;1.87;0;0;2;0;20;36;17;1;5;81;0;0;14;1;1;2;0;0;0;28;45;126;0;2;0;16.66;31.64;15.72;0.45;3.88;70.35;0;0;12.45;0.7;0.7;2;0;0;0;27.66;42.81;113.16;;;;;;;;;;
250000635;250000239;2023;10;0;0;10;214;0;0;214;3427;0;0;3427;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28;175;159;6;20;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;0;0;0;0;0;0;0;0;2;1;14;14;0;0;0;0;0;0;0;0;14;0.2;0.2;0;0;0;0;0;0;0;0;0.2;0.99;0;2;0;11;37;8;1;3;62;1;0;11;2;1;1;0;0;0;29;44;106;0;1.95;0;11.53;33.33;7.63;1.18;3.08;58.7;1;0;10.75;1.26;0.8;1.42;0;0;0;26.82;41.25;99.95;;;;;;;;;;
250000726;250000478;2023;6;0;0;6;87;0;0;87;1158;0;0;1158;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;35;257;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;0;0;0;0;0;0;2;0;4;;0;0;0;0;0;0;0;0;0;0;0;1.27;1.27;0;0;0;0;0;0;1.16;0;2.43;0;0;0;0;21;61;36;2;0;120;1;0;12;7;1;0;0;0;2;13;35;155;0;0;0;16.77;53.52;32.13;1.1;0;103.52;0.73;0;11.45;5.68;0.9;0;0;0;1.4;12.15;31.41;134.93;;;;;;;;;;
250000734;250000452;2023;6;;;6;107;0;0;107;1043;0;0;1043;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;94;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;0;0;0;0;0;0;0;0;2;;0;0;0;0;0;0;0;0;0;0;0;0.71;0.71;0;0;0;0;0;0;0;0;0.71;0;0;0;0;6;3;2;0;1;12;0;0;1;0;0;0;0;0;0;2;3;15;0;0;0;6.21;1.79;2;0;0.16;10.16;0;0;0.35;0;0;0;0;0;0;0.7;1.05;11.21;;;;;;;;;;
260000203;260016910;2023;21;;;21;643;0;0;643;6784;0;0;6784;1;;;1;1;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;196;2036;5;;;;;1;8019;0;0;;;;;0;;;;;;;;;;;;0;;0;;0;0;0;0;0;;;12;4;4;0;0;0;0;0;0;1;13;4;3;3;0;0;0;0;0;0;0;0;3;7.22;2.8;1.66;0;0;0;0;0;0;0.1;7.32;4.64;2;1;0;31;32;6;2;20;94;0;0;16;5;3;0;0;3;1;48;73;167;1.17;0.66;0;25.04;26.52;5.52;1.18;17.37;77.46;0;0;14.1;4.09;2.43;0;0;2.22;0.66;46.08;67.15;144.61;;;;;;;;;;
260000237;260000088;2023;10;;;10;60;0;0;60;844;0;0;844;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;311;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;0;0;0;0;0;0;2;0;5;;8;8;0;0;0;0;0;0;0;0;8;1.6;1.6;0;0;0;0;0;0;0.56;0;2.16;0;0;1;1;16;20;8;1;5;52;0;0;11;2;2;2;0;1;0;18;34;86;0;1;0.25;10.23;17.95;5.11;0.17;3.39;38.1;0.37;0;4.93;0.3;0.3;1;0;0.58;0;13.17;20.35;58.45;;;;;;;;;;
260000278;260000096;2023;6;;;6;118;0;0;118;1065;0;0;1065;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19;215;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;0;0;0;0;0;1;0;2;;6;6;0;0;0;0;0;0;0;0;6;0.12;0.12;0;0;0;0;0;0;0.21;0;0.33;0;0;1;0;12;14;20;1;4;52;1;0;8;3;1;1;0;0;0;17;30;82;0;0.7;0;7.41;7.78;9.31;0.2;3.01;28.41;0.3;0;3.56;0.92;0.22;0.2;0;0;0;12.69;17.67;46.08;;;;;;;;;;
270000391;760024042;2023;47;;;47;1839;0;0;1839;15736;0;0;15736;;;;;0;0;0;0;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;42;410;0;0;;;;;1;16508;0;0;;;;;0;;;;;;;;;;;;0;;0;;0;0;0;0;0;;;40;11;6;2;12;7;0;0;3;0;55;4;0;0;0;0;0;0;0;0;0;0;0;11.87;3.94;1.6;0.2;1;0.4;0;0;0.5;0;13.37;3.73;0;5;0;56;51;20;2;8;142;0;0;27;4;3;1;0;5;0;9;46;188;0;6.61;0;52.43;49.34;19.27;1.35;7.08;136.08;0;0;28.41;4.61;3.55;1;0;2.9;0;11.98;48.9;184.98;1;0;0;0;0;0;0;0;;
270000425;270000102;2023;51;0;;51;3133;1;0;3134;15844;0;0;15844;1;4;;5;24;466;0;490;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;273;0;0;37;19;;;1;17875;0;0;1;0;0;0;0;;;;;;;;;;;;0;;0;;0;0;0;0;0;;;26;11;0;0;2;0;0;0;1;0;29;7;0;0;0;0;0;0;0;0;0;0;0;18.01;8.08;0;0;0.7;0;0;0;0.92;0;19.63;6.05;0;15;3;90;114;41;8;15;286;1;0;57;5;3;7;0;9;0;36;115;401;0;10.35;0.1;80.72;106.2;32.64;3.93;9.82;243.76;1;0;52.37;4.5;3;7.14;0;8.57;0;36.79;110.37;354.13;1;0;1;0;0;0;0;0;2;3
270000441;270000110;2023;34;;;34;1485;0;0;1485;10750;0;0;10750;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;307;0;0;50;47;25;205;1;13787;0;0;1;0;0;0;0;;;;;;;;;;;;0;;0;;0;0;0;0;0;;;24;7;12;0;2;0;0;0;1;1;28;;2;0;0;0;1;0;0;0;0;0;3;21.51;6.39;12.93;0;0.4;0;0;0;2.35;0.25;24.51;0;2;8;0;56;91;30;3;7;197;1;0;37;3;3;7;0;6;0;38;92;289;1.04;8.13;0;58.76;83.21;28.56;1.98;3.47;185.15;0.08;0;37.13;2.2;2.2;6.15;0;5.99;0;36.24;87.79;272.94;1;0;0;0;0;0;0;0;;
280000100;280000225;2023;11;;;11;81;0;0;81;1701;0;0;1701;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17;52;0;0;31;29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;0;0;0;0;0;0;0;2;0;4;;0;0;0;0;0;0;0;0;0;0;0;1.25;0.11;0.07;0;0;0;0;0;1.16;0;2.41;0;0;1;0;13;25;6;0;4;49;1;0;5;2;0;1;1;0;0;25;35;84;0;1.13;0;14.03;29.6;9.75;0;1.55;56.06;0.97;0;6.33;2;0;1.03;0.67;0;0;23.12;34.12;90.18;;;;;;;;;;
290000066;290020700;2023;42;;;42;1928;0;0;1928;15130;0;0;15130;10;;;10;326;0;0;326;1687;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;34;14;;;1;7996;0;0;1;0;0;0;0;;;;;;;;;;;;1;1687;0;0;0;0;0;0;0;;;17;5;0;0;0;0;0;0;0;0;17;2;0;0;0;0;0;0;0;0;0;0;0;15.14;5.3;0;0;0;0;0;0;0;0;15.14;2.5;0;4;1;63;113;26;1;12;220;0;0;26;5;0;2;0;4;1;29;67;287;0;3.28;4.75;47.8;62.78;7.8;0.14;10.6;137.15;0;0;20.97;1.45;0.59;2.1;0;3.85;0.15;31.07;59.59;196.74;0;0;1;0;0;0;0;0;0;0
290000181;290000074;2023;81;0;;81;4895;1;0;4896;28922;0;0;28922;14;2;;16;950;1692;0;2642;1669;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;252;3293;20;;;;;1;14415;0;0;;;;;1;334;;;;;;;;;;;1;1669;0;0;0;0;0;0;0;;;37;14;8;0;5;0;0;0;4;0;46;11;5;0;0;0;4;0;0;0;0;0;9;27.9;10.47;6.26;0;2.9;0;0;0;3.8;0;34.6;10.95;0;8;1;79;78;21;3;7;197;6;1;62;7;4;6;5;8;0;69;164;361;0;6.36;0.17;72.81;76.02;16.52;2.39;6.78;181.05;4.54;1;56;6.5;4;5.9;5;7.43;0;58.69;145.06;326.11;1;0;0;0;0;0;0;0;4;4
290000272;290000090;2023;5;0;0;5;92;0;0;92;1567;0;0;1567;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;185;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;0;0;0;0;0;1;0;2;;16;16;0;0;0;0;0;0;0;0;16;0.78;0.78;0;0;0;0;0;0;1;0;1.78;0;0;1;0;12;19;1;1;2;36;1;0;8;1;1;2;0;0;0;19;31;67;0;1;0;10.46;10.96;1;0.23;1.25;24.9;0.5;0;3.91;0.97;0.97;0.75;0;0;0;2.26;8.39;33.29;;;;;;;;;;
290000322;290000108;2023;15;;;15;183;0;0;183;3939;0;0;3939;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;33;298;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;0;0;0;0;0;0;1;0;4;3;14;14;0;0;0;0;0;0;0;0;14;1.94;1.94;0;0;0;0;0;0;1;0;2.94;3;0;3;0;14;34;11;1;3;66;0;0;16;4;2;2;0;0;0;30;52;118;0;2.66;0;11.77;29.32;9.4;0.1;1.31;54.56;0;0;12.92;2.34;1.5;1.5;0;0;0;24.69;41.45;96.01;;;;;;;;;;
290000389;290000116;2023;10;;;10;125;0;0;125;2826;0;0;2826;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;224;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;1;0;1;;7;7;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;10;12;3;2;4;32;1;0;1;1;1;2;0;0;0;3;8;40;0;1;0;9.4;11.2;3;1.21;2.7;28.51;0.1;0;1;0.63;0.63;1.16;0;0;0;2;4.89;33.4;;;;;;;;;;
290000785;220020739;2023;93;;;93;6036;0;0;6036;31179;0;0;31179;8;;;8;3008;0;0;3008;1325;;0;20;;;20;407;;;407;;;;;;;;;;;;;;;;;;;;;;;1;;1;292;;292;88;;;88;411;;;411;43;464;4610;22;48;17;110;1339;1;15897;0;0;1;0;0;0;1;361;;;;;;;;;;;1;1325;0;0;0;0;0;0;0;;;49;14;14;4;3;0;2;1;1;2;58;11;7;0;0;0;2;0;0;0;0;0;9;46.11;12.54;12.41;5.72;2.5;0;1.2;0.6;1;2.1;53.51;10.83;1;12;7;150;117;46;7;15;355;3;1;83;5;4;6;7;11;0;49;165;520;0.46;10.9;7.11;135.64;116.77;44.73;4.22;12.5;332.33;2.92;1;74.97;4.16;3.79;4.81;6.33;11.42;0;49.68;155.29;487.62;1;0;0;0;0;0;0;0;5;8
