FI;FI_EJ;AN;LIT_MED;LIT_CHI;LIT_OBS;LIT_MCO;SEJHC_MED;SEJHC_CHI;SEJHC_OBS;SEJHC_MCO;JOU_MED;JOU_CHI;JOU_OBS;JOU_MCO;PLA_MED;PLA_CHI;PLA_OBS;PLA_MCO;SEJHP_MED;SEJHP_CHI;SEJHP_OBS;SEJHP_MCO;SEANCES_MED;SPED;UGER;CAP_COMPLET_GEN;CAP_COMPLET_INF;CAP_COMPLET_PEN;CAP_COMPLET_TOT;SEJ_HTP_GEN;SEJ_HTP_INF;SEJ_HTP_PEN;SEJ_HTP_TOT;CAP_HDJ_GEN;CAP_HDJ_INF;CAP_HDJ_PEN;CAP_HDJ_TOT;VEN_HDJ_GEN;VEN_HDJ_INF;VEN_HDJ_PEN;VEN_HDJ_TOT;CAP_HDN_GEN;CAP_HDN_INF;CAP_HDN_TOT;VEN_HDN_GEN;VEN_HDN_INF;VEN_HDN_TOT;NB_CATTP_GEN;NB_CATTP_INF;NB_CATTP_PEN;NB_CATTP_TOT;ACT_CATTP_GEN;ACT_CATTP_INF;ACT_CATTP_PEN;ACT_CATTP_TOT;NB_CMP_GEN;NB_CMP_INF;NB_CMP_TOT;ACT_CMP_GEN;ACT_CMP_INF;ACT_CMP_TOT;FIL_AMB_GEN;FIL_AMB_INF;FIL_AMB_PEN;FIL_AMB_TOT;FIL_TOT_GEN;FIL_TOT_INF;FIL_TOT_PEN;FIL_TOT_TOT;LIT_SSR;SEJHC_SSR;JOUHP_SSR;PLA_SSR;LIT_USLD;ENT;PLATOT_HAD;SEJ_HAD;AUTGEN;PASSU_GEN;AUTPED;PASSU_PED;GEN;PED;ANT;SAMU;REA;SEJ_REANIM;TYPE1;SEJACC;TYPE2;SEJ_NEO;TYPE3;SEJ_REA;TRT_HEMO_CENTRE;SEAN_HEMO_CENTRE;TRT_INSUFF_REN;SEM_TRT_INSUFF_REN;CHIMIO;SEAN_CHIMIO;RTH;SEAN_RADIO;CHIRCAR;CARDIO_INT;NEUROCHIR;NEURO_INT;GREFFE;AMP;PRIS;EFFSAL_SPEMED;EFFSAL_DT_MEDGEN;EFFSAL_DT_URG;EFFSAL_DT_ANESTREA;EFFSAL_SPECHI;EFFSAL_DT_GYNOBS;EFFSAL_PSY;EFFSAL_ODON;EFFSAL_PHARMA;EFFSAL_AUT;EFFSAL_TOT;EFF_INT;EFFLIB_SPEMED;EFFLIB_DT_MEDGEN;EFFLIB_DT_URG;EFFLIB_DT_ANESTREA;EFFLIB_SPECHI;EFFLIB_DT_GYNOBS;EFFLIB_PSY;EFFLIB_ODON;EFFLIB_PHARMA;EFFLIB_AUT;EFFLIB_TOT;ETPSAL_SPEMED;ETPSAL_DT_MEDGEN;ETPSAL_DT_URG;ETPSAL_DT_ANESTREA;ETPSAL_SPECHI;ETPSAL_DT_GYNOBS;ETPSAL_PSY;ETPSAL_ODON;ETPSAL_PHARMA;ETPSAL_AUT;ETPSAL_TOT;ETPINT;EFF_SAG;EFF_CAD;EFF_INFAVECSPE;EFF_INFSANSSPE;EFF_AID;EFF_ASH;EFF_PSYCHO;EFF_REEDU;EFF_SOINS;EFF_DIR;EFF_DIRSOI;EFF_AUTADM;EFF_EDU;EFF_DTSOC;EFF_PERSPHARMA;EFF_PERSLABO;EFF_PERSRADIO;EFF_AUTMEDTEC;EFF_TEC;EFF_TOT_HORS_SOINS;EFF_TOT_PNM;ETP_SAG;ETP_CAD;ETP_INFAVECSPE;ETP_INFSANSSPE;ETP_AID;ETP_ASH;ETP_PSYCHO;ETP_REEDU;ETP_SOINS;ETP_DIR;ETP_DIRSOI;ETP_AUTADM;ETP_EDU;ETP_DTSOC;ETP_PERSPHARMA;ETP_PERSLABO;ETP_PERSRADIO;ETP_AUTMEDTEC;ETP_TEC;ETP_TOT_HORS_SOINS;ETP_TOT_PNM;NB_SCAN;ACT_SCAN;NB_IRM;ACT_IRM;NB_CAM;ACT_CAM;NB_TOMO;ACT_TOMO;SAL_INTERV;POST_REVEIL
360000145;360000061;2023;25;;;25;464;0;0;464;7299;0;0;7299;3;;;3;13;0;0;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;35;290;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;5;0;0;0;0;0;0;1;0;6;;0;0;0;0;0;0;0;0;0;0;0;4.19;4.19;0;0;0;0;0;0;0.8;0;4.99;0;0;2;0;20;33;11;0;3;69;0;0;25;1;1;2;0;0;0;33;61;130;0;2;0;18.38;33.34;10.6;0.24;2.64;67.2;0;0;24.28;0.97;0.97;1.13;0;0;0;34.05;60.43;127.63;;;;;;;;;;
360002232;360000541;2023;25;0;0;25;936;0;0;936;5495;0;0;5495;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;92;1048;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;3;0;0;0;0;1;0;2;0;8;;4;0;0;0;1;0;0;0;0;2;7;2.75;1.75;0;0;0;0;0.9;0;1.2;0;4.85;0;0;2;1;19;16;23;0;11;72;1;0;6;2;0;2;0;0;0;9;20;92;0;1.5;1;18.5;15.6;22.6;0;6.75;65.95;1;0;6;1;0;1;0;0;0;9.1;18.1;84.05;;;;;;;;;;
370001158;370004327;2023;14;;;14;434;0;0;434;4263;0;0;4263;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;2;0;0;0;0;0;0;0;0;3;1;10;10;0;0;0;0;0;0;0;0;10;1;0.5;0;0;0;0;0;0;0;0;1;1;0;1;0;9;8;5;0;1;24;2;0;13;0;0;0;0;0;0;28;43;67;0;0.5;0;8.1;7.04;2.3;0;0.06;18;0.4;0;2.74;0;0;0;0;0;0;2.58;5.72;23.72;;;;;;;;;;
380000026;380780031;2023;33;0;0;33;1188;0;0;1188;9932;0;0;9932;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16;148;0;0;30;20;;;1;5962;0;0;;;;;0;;;;;;;;;;;;0;;0;;0;0;0;0;0;;;17;5;4;2;3;1;0;0;1;0;21;;0;0;0;0;0;0;0;0;0;0;0;13.18;4.18;3.49;0.41;0.6;0.2;0;0;0.87;0;14.65;0.25;2;3;0;41;47;33;0;4;130;1;0;28;5;2;3;0;7;0;28;72;202;1.18;3.12;0;35.62;43.05;26.59;0.1;3.9;113.56;1;0;27.53;2.71;1.28;2.01;0;6.73;0;26.49;66.47;180.03;1;0;0;0;0;0;0;0;2;2
380000042;380780056;2023;72;;;72;3820;0;0;3820;18417;0;0;18417;2;;;2;186;0;0;186;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68;498;2542;10;;;;;1;18239;0;0;;;;;0;;;;;;;;;;;;0;;0;;0;0;0;0;0;;;28;10;8;1;1;0;0;0;2;0;31;2;0;0;0;0;0;0;0;0;0;0;0;18.82;8.18;5.16;0.03;0.4;0;0;0;1.55;0;20.77;1.81;0;5;0;63;80;40;2;19;209;0;0;46;4;3;4;0;5;0;24;83;292;0;4.51;0;60.42;65.81;34.42;1.01;15.1;181.27;0;0;40.15;3.17;2.42;3.17;0;6.36;0;24.46;77.31;258.58;1;0;0;0;0;0;0;0;1;4
380000109;380780213;2023;6;;;6;69;0;0;69;948;0;0;948;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;197;0;0;76;33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;6;0;0;0;0;0;0;2;0;8;;0;0;0;0;0;0;0;0;0;0;0;4.77;4.77;0;0;0;0;0;0;1.8;0;6.57;0;0;2;0;23;45;27;2;8;107;2;0;29;5;2;4;0;1;0;25;66;173;0;1.04;0;23.12;42.48;27.44;0.83;3.8;98.71;0.5;0;10.58;3.65;1.01;1.18;0;0.4;0;7.25;23.56;122.27;;;;;;;;;;
390000057;390780153;2023;10;0;0;10;370;0;0;370;2190;0;0;2190;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;103;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;0;4;0;1;0;0;0;0;0;6;;1;0;0;0;0;0;0;0;0;0;1;4.25;0;3.65;0;0.2;0;0;0;0;0;4.45;0;0;1;0;15;12;6;0;0;34;0;0;8;0;0;0;0;3;0;13;24;58;0;0.07;0.02;11.45;11.26;4.33;0;0;27.13;0.83;0;9.4;0;0;0;0;2.91;0;12.61;25.75;52.88;;;;;;;;;;
400000147;400780268;2023;13;;;13;547;0;0;547;3736;0;0;3736;;;;;0;0;0;0;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;320;795;30;40;51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;1;0;0;0;0;0;0;1;0;9;;0;0;0;0;0;0;0;0;0;0;0;6.7;0.2;0;0;0;0;0;0;1;0;7.7;0;0;2;0;24;62;0;3;7;98;1;0;9;2;1;0;0;0;0;25;37;135;0;2;0;23.35;61.5;0;2.8;6.8;96.45;1;0;8.7;1.5;1;0;0;0;0;24.8;36;132.45;;;;;;;;;;
410000053;410000111;2023;25;;;25;409;0;0;409;6372;0;0;6372;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;304;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;4;0;0;0;0;0;0;1;0;5;1;0;0;0;0;0;0;0;0;0;0;0;3.28;3.28;0;0;0;0;0;0;1.08;0;4.36;0.16;0;2;0;12;24;2;1;6;47;1;0;4;1;1;6;0;1;0;13;26;73;0;1.16;0;10.93;23.6;1.67;0.25;3.38;40.99;0.16;0;3.5;0.22;0.22;4.41;0;1;0;7.7;16.99;57.98;;;;;;;;;;
420000192;750034589;2023;20;;;20;515;0;0;515;7084;0;0;7084;5;;;5;9;0;0;9;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24;338;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;3;0;0;0;0;0;0;1;0;5;;0;0;0;0;0;0;0;0;0;0;0;3.01;2.1;0;0;0;0;0;0;0.54;0;3.55;0;0;1;0;8;18;7;3;2;39;1;0;9;0;0;3;0;0;0;5;18;57;0;1;0;10.46;13.36;8.61;0.44;1.97;35.84;0.6;0;3.99;0.42;0.42;1.24;0;0;0;1.69;7.94;43.78;;;;;;;;;;
420000317;420016933;2023;8;0;0;8;238;0;0;238;2734;0;0;2734;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14;183;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;1;0;1;;3;3;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0.36;0;0.36;0;0;1;0;11;16;15;1;3;47;1;0;15;1;1;1;0;0;0;9;27;74;0;0.5;0;6.37;11.28;8.61;0.2;1.09;28.05;0.5;0;7.39;0.6;0.6;0.49;0;0;0;5.59;14.57;42.62;;;;;;;;;;
430000299;430000059;2023;21;;;21;538;0;0;538;5916;0;0;5916;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;0;0;0;0;0;0;2;0;4;;9;9;0;0;0;0;0;0;0;0;9;0.3;0.3;0;0;0;0;0;0;0.6;0;0.9;0;0;1;0;14;16;11;1;1;44;2;0;10;0;0;2;0;0;0;16;30;74;0;0.8;0;10.39;12.32;4.1;0.47;0.9;28.98;0.63;0;3.03;0;0;0.3;0;0;0;1.8;5.76;34.74;;;;;;;;;;
430000307;430000067;2023;25;;;25;228;0;0;228;3890;0;0;3890;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;0;0;0;0;0;2;2;5;;7;7;0;0;0;0;0;0;0;0;7;0.75;0.75;0;0;0;0;0;0;1.67;0.2;2.62;0;0;2;0;11;32;18;1;2;66;0;0;9;2;1;3;0;1;0;21;36;102;0;2.25;0;11.98;29.65;14.53;0.35;1.02;59.78;0;0;7.99;1.73;0.94;2.59;0;0.75;0;17.16;30.22;90;;;;;;;;;;
430000356;430000091;2023;15;;;15;221;0;0;221;4471;0;0;4471;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;332;0;0;30;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;0;0;0;0;0;2;1;4;;0;0;0;0;0;0;0;0;0;0;0;0.6;0.6;0;0;0;0;0;0;1.6;0.1;2.3;0;0;2;0;31;56;57;1;7;154;2;0;15;3;1;5;0;0;0;22;47;201;0;1.95;0;24.42;49.3;47.61;1;4.42;128.7;2;0;13.72;1.66;0.86;5.11;0;0;0;19.97;42.46;171.16;;;;;;;;;;
440000883;440042141;2023;30;0;0;30;646;0;0;646;9272;0;0;9272;0;;;0;1;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;210;0;0;27;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;11;0;0;0;0;0;0;3;0;14;3;0;0;0;0;0;0;0;0;0;0;0;6.77;6.77;0;0;0;0;0;0;1.94;0;8.71;2.62;0;3;0;32;58;13;1;5;112;3;1;24;6;2;4;0;0;0;8;46;158;0;2.54;0;21.75;34.95;6.88;0.1;2.51;68.73;2.86;1;18.72;2.64;1.78;3.91;0;0;0;6.97;36.1;104.83;;;;;;;;;;
440001253;440028538;2023;59;;;59;989;0;0;989;16984;0;0;16984;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;35;219;739;5;42;28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8;6;0;0;0;0;0;0;2;0;10;1;0;0;0;0;0;0;0;0;0;0;0;6.95;5.51;0;0;0;0;0;0;0.95;0;7.9;1.13;0;6;0;40;96;26;3;6;177;0;0;27;4;4;6;0;0;0;30;67;244;0;5.68;0;39.15;84.43;28.64;1.65;5.07;164.62;0;0;25.75;2.88;2.3;3.43;0;0;0;26.77;58.83;223.45;;;;;;;;;;
440001287;440041531;2023;30;;;30;576;0;0;576;10365;0;0;10365;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;366;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;1;0;0;0;0;0;0;3;0;8;1;0;0;0;0;0;0;0;0;0;0;0;4.06;1.56;0;0;0;0;0;0;2.75;0;6.81;1;0;2;0;26;53;18;2;9;110;2;1;14;2;2;5;0;0;0;17;41;151;0;1.5;0;23.52;45.07;14.56;1.4;5.64;91.69;1.84;0.5;10.8;1.49;1.49;3.83;0;0;0;13.3;31.76;123.45;;;;;;;;;;
450000070;450000112;2023;28;;0;28;1663;0;54;1717;10198;0;0;10198;6;;;6;651;0;0;651;294;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;204;0;0;36;21;;;1;12887;0;0;1;0;0;0;0;;;;;;;;;;;;1;294;0;0;0;0;0;0;0;;;15;6;6;0;1;0;0;0;1;1;18;8;3;0;0;0;0;0;0;0;0;0;3;11.35;2.04;4.62;0.2;0.01;0;0;0;0.99;0.9;13.25;5.66;3;3;2;51;71;23;0;3;156;0;0;47;7;3;9;6;7;0;25;101;257;2.7;2.88;0.97;46.6;71.17;22.21;0.24;3.7;150.47;0;0;40.26;7.29;4.03;6.21;5.68;6.85;0.5;25.02;91.81;242.28;1;0;0;0;0;0;0;0;2;4
450000120;450000138;2023;12;0;0;12;156;0;0;156;1968;0;0;1968;0;0;0;0;0;0;0;0;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;13;112;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;1;0;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.3;0;0.3;0;0;2;0;6;10;1;1;2;22;3;0;5;1;1;3;0;0;0;30;42;64;0;1.2;0;5.8;10;1;0.25;0.72;18.97;0.6;0;1.3;0.5;0.5;0.3;0;0;0;15.6;18.3;37.27;;;;;;;;;;
450000260;450000161;2023;11;0;0;11;211;0;0;211;3812;0;0;3812;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14;142;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;0;0;0;0;0;0;1;0;4;;0;0;0;0;0;0;0;0;0;0;0;1.4;1.4;0;0;0;0;0;0;1.08;0;2.48;0;0;1;0;8;14;0;0;3;26;0;0;9;0;0;3;0;0;0;30;42;68;0;0.5;0;7.26;13.73;0;0;2.45;23.94;0;0;9.38;0;0;2.56;0;0;0;25.19;37.13;61.07;;;;;;;;;;
450000336;450000179;2023;15;;;15;306;0;0;306;4439;0;0;4439;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;165;0;0;40;29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;0;0;0;0;0;0;0;1;0;5;;0;0;0;0;0;0;0;0;0;0;0;4.21;0;0;0;0;0;0;0;1.05;0;5.26;0;0;3;0;17;31;21;0;6;78;0;0;19;4;1;2;0;0;0;13;38;116;0;1.85;0;16.5;30;13.17;0;4.4;65.92;0;0;13.09;2.04;0.74;1.67;0;0;0;6.32;23.12;89.04;;;;;;;;;;
460000052;460780091;2023;33;;;33;1642;0;0;1642;7256;0;0;7256;2;;;2;51;0;0;51;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29;258;0;0;50;32;;;1;12273;0;0;1;0;0;0;0;;;;;;;;;;;;0;;0;;0;0;0;0;0;;;10;2;0;2;3;1;0;0;2;15;30;;0;0;0;0;0;0;0;0;0;0;0;3.26;1.48;0;0.1;0.55;0.2;0;0;1.8;10.49;16.1;0;3;4;1;46;76;32;3;8;173;1;0;22;1;1;5;0;5;0;24;58;231;2.86;4;1;44.69;67.35;26.38;1.37;6.79;154.44;1.16;0;21.48;1;1;4.32;0;4.36;0;20.78;53.1;207.54;1;0;0;0;0;0;0;0;;
460000227;460780430;2023;20;;;20;238;0;0;238;3910;0;0;3910;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;0;0;0;0;0;0;0;1;;0;0;0;0;0;0;0;0;0;0;0;0.12;0.12;0;0;0;0;0;0;0;0;0.12;0;0;1;0;7;7;1;0;0;16;1;0;9;2;1;0;0;0;0;4;16;32;0;0.5;0;6.45;6.25;1;0;0;14.2;0.3;0;4.5;0.75;0.45;0;0;0;0;2.3;7.85;22.05;;;;;;;;;;
470000522;470016171;2023;15;;;15;536;0;0;536;6030;0;0;6030;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;293;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;2;1;0;0;0;0;0;0;0;5;;0;0;0;0;0;0;0;0;0;0;0;2.7;1.2;0.8;0;0;0;0;0;0;0;2.7;0;0;0;0;18;26;6;1;3;54;0;0;6;1;1;0;0;1;0;15;23;77;0;0;0;16.82;25.78;6.35;0.6;2.15;51.7;0;0;4.97;0.83;0.83;0;0.58;0.86;0;14.31;21.55;73.25;;;;;;;;;;
470000571;470000407;2023;8;0;0;8;224;0;0;224;2165;0;0;2165;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24;323;0;0;30;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;0;0;0;0;0;0;1;0;3;2;0;0;0;0;0;0;0;0;0;0;0;1.5;0.5;0;0;0;0;0;0;0.9;0;2.4;2;0;2;0;22;52;14;1;3;94;1;0;13;3;1;2;0;0;0;23;42;136;0;2.08;0;20.77;41.86;9.79;0.6;1.6;76.7;0.25;0;11.76;2.58;1;1.26;0;0;0;22.37;38.22;114.92;;;;;;;;;;
480000033;480780121;2023;22;;;22;192;0;0;192;5539;0;0;5539;0;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;0;0;0;0;0;1;0;2;;8;8;0;0;0;0;0;0;0;0;8;0.6;0.6;0;0;0;0;0;0;0.25;0;0.85;0;0;1;0;9;15;6;0;1;32;1;0;7;0;0;1;0;0;0;15;24;56;0;1;0;9.37;14.08;4.65;0;0.22;29.32;0.42;0;3.33;0;0;0.25;0;0;0;6.5;10.5;39.82;;;;;;;;;;
480000041;480780139;2023;10;;;10;196;0;0;196;3397;0;0;3397;1;;;1;14;0;0;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;78;0;0;25;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;0;1;0;2;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0.6;0;1.6;0;0;1;0;14;27;8;0;3;53;1;0;6;0;0;1;0;0;0;13;21;74;0;1;0;12.89;21.06;6.98;0;1.5;43.43;0.8;0;4.9;0;0;0.6;0;0;0;9.02;15.32;58.75;;;;;;;;;;
480000066;480780154;2023;20;0;0;20;293;0;0;293;4784;0;0;4784;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;210;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;0;0;0;0;0;2;1;4;;6;6;0;0;0;0;0;0;0;0;6;0.5;0.5;0;0;0;0;0;0;0.6;0.05;1.15;0.5;0;1;0;14;22;5;0;4;46;0;0;8;0;0;0;0;0;0;13;21;67;0;0.51;0;14.2;16.64;3.92;0;2.68;37.95;0;0;5.4;0;0;0;0;0;0;11.26;16.66;54.61;;;;;;;;;;
480000074;480780162;2023;23;;;23;274;0;0;274;5534;0;0;5534;0;;;0;8;0;0;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;1;0;1;;3;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0.8;0;0.8;0;0;1;0;12;29;16;0;5;63;1;0;10;3;0;1;0;0;0;6;21;84;0;0.75;0;12.2;30.22;16.64;0;4.03;63.84;0.9;0;6.52;2.08;0;1;0;0;0;5.25;15.75;79.59;;;;;;;;;;
490000254;490015765;2023;8;;;8;103;0;0;103;2298;0;0;2298;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;270;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;2;0;0;0;0;0;0;0;1;5;;0;0;0;0;0;0;0;0;0;0;0;3.23;1.33;0;0;0;0;0;0;0;0.1;3.33;0;0;3;1;14;27;7;1;8;61;2;0;11;1;1;0;0;0;0;30;44;105;0;1.43;0.1;12.65;18.66;5;0.12;2.42;40.38;0.83;0;4.99;0.5;0.5;0;0;0;0;9.91;16.23;56.61;;;;;;;;;;
490000320;490000395;2023;13;0;0;13;250;0;0;250;3098;0;0;3098;4;0;0;4;75;0;0;75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;344;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;0;0;0;0;0;0;2;1;5;1;16;16;0;0;0;0;0;0;0;0;16;0.45;0.2;0;0;0;0;0;0;0.53;0.05;1.03;1;0;2;0;13;40;7;1;9;72;0;0;9;1;1;5;0;0;2;26;43;115;0;1.9;0;11.91;30.98;6.25;0.5;3.25;54.79;0;0;5.89;0.63;0.63;1.18;0;0;0.53;7.59;15.82;70.61;;;;;;;;;;
490000338;490000403;2023;10;;;10;80;0;0;80;1768;0;0;1768;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;355;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;0;0;0;0;0;0;2;1;6;;2;2;0;0;0;0;0;0;0;0;2;1.53;1.53;0;0;0;0;0;0;1.7;0.15;3.38;0;0;2;0;14;22;6;1;6;51;1;0;8;1;1;4;0;0;0;21;35;86;0;1.54;0;11.15;20.16;4.31;0.4;2.79;40.35;0.75;0;6.15;0.54;0.54;2.25;0;0;0;14.94;24.63;64.98;;;;;;;;;;
490000650;490007689;2023;10;0;0;10;105;0;0;105;1838;0;0;1838;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23;189;0;0;30;26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;3;0;0;0;0;0;0;3;1;8;1;0;0;0;0;0;0;0;0;0;0;0;2.4;1.4;0;0;0;0;0;0;1.4;0.2;4;1;0;1;0;23;34;19;2;6;85;1;0;21;3;1;4;0;0;0;22;51;136;0;1;0;21.35;30.85;17.6;0.8;4.6;76.2;1;0;19.26;2.85;1;4;0;0;0;21.8;48.91;125.11;;;;;;;;;;
490004256;490020773;2023;18;;;18;176;0;0;176;3112;0;0;3112;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12;151;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;0;0;0;0;0;2;1;4;;0;0;0;0;0;0;0;0;0;0;0;0.63;0.63;0;0;0;0;0;0;0.18;0.05;0.86;0;0;1;0;28;36;0;1;3;69;2;1;14;2;2;4;0;0;0;62;85;154;0;0.54;0;9.09;15.13;0;0.3;1.24;26.3;0.33;0.5;5.11;0.5;0.5;0.25;0;0;0;8.28;14.97;41.27;;;;;;;;;;
490020245;530000025;2023;25;0;0;25;720;0;0;720;7082;0;0;7082;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;243;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7;3;0;0;6;3;0;0;0;0;13;;0;0;0;0;0;0;0;0;0;0;0;4;2.8;0;0;0.85;0.45;0;0;0;0;4.85;0;0;3;0;19;29;3;3;2;59;0;0;4;0;0;0;0;0;0;7;11;70;0;1.29;0;17.28;26.39;3.47;0.77;1.72;50.92;0;0;3.91;0;0;0;0;0;0;5.87;9.78;60.7;;;;;;;;;;
